SeasonYear,Lineno_renamed,DayType,Season,HourRange,direction_updated,Average_Peak_Passenger_Load,Average_Peak_Load_Factor
2023,4,Sun/Hol,Fall,6,WEST,20.29758929,43.18636018
2023,4,Sun/Hol,Fall,9,EAST,35.84962198,76.27579146
2023,4,Sun/Hol,Fall,9,WEST,27.33279647,58.15488611
2023,4,Sun/Hol,Fall,15,WEST,35.54837034,75.6348305
2023,4,Sun/Hol,Fall,15,EAST,42.59567124,90.62908775
2023,4,Sun/Hol,Fall,18,WEST,26.33150251,56.02447342
2023,4,Sun/Hol,Fall,18,EAST,27.41712331,58.33430491
2023,4,Sun/Hol,Fall,21,WEST,18.53209683,39.42999325
2023,4,Sun/Hol,Fall,21,EAST,12.35088652,26.27848197
2023,4,Sun/Hol,Fall,24,WEST,NULL,NULL
2023,4,Sun/Hol,Summer,4,WEST,NULL,NULL
2023,4,Sun/Hol,Summer,4,EAST,NULL,NULL
2023,4,Sun/Hol,Summer,6,WEST,13.59539182,28.92636558
2023,4,Sun/Hol,Summer,6,EAST,10.76572931,22.90580705
2023,4,Sun/Hol,Summer,9,WEST,26.69360532,56.79490494
2023,4,Sun/Hol,Summer,9,EAST,29.21019074,62.149342
2023,4,Sun/Hol,Summer,15,WEST,25.03637317,53.26887908
2023,4,Sun/Hol,Summer,15,EAST,32.90885109,70.01883211
2023,4,Sun/Hol,Summer,18,WEST,24.68019943,52.51106262
2023,4,Sun/Hol,Summer,18,EAST,27.54698682,58.61061025
2023,4,Sun/Hol,Summer,21,WEST,12.82138787,27.27954866
2023,4,Sun/Hol,Summer,21,EAST,22.62792023,48.14451112
2023,4,Sun/Hol,Summer,24,WEST,NULL,NULL
2023,7,MF,Fall,4,EAST,15.8697484,33.76542214
2023,7,MF,Fall,4,WEST,9.250838364,19.68263482
2023,7,MF,Fall,6,EAST,33.06127321,70.3431345
2023,7,MF,Fall,6,WEST,27.56374656,58.64626929
2023,7,MF,Fall,9,EAST,27.00694166,57.461578
2023,7,MF,Fall,9,WEST,27.36143736,58.21582417
2023,7,MF,Fall,15,EAST,31.26651723,66.52450475
2023,7,MF,Fall,15,WEST,34.88875688,74.23139762
2023,7,MF,Fall,18,EAST,27.64782187,58.82515292
2023,7,MF,Fall,18,WEST,24.14712523,51.37686219
2023,7,MF,Fall,21,EAST,19.30512349,41.07473082
2023,7,MF,Fall,21,WEST,19.34655587,41.16288484
2023,7,MF,Fall,24,EAST,9.988262911,21.25162321
2023,7,MF,Fall,24,WEST,6.7657277,14.39516532
2023,7,MF,Summer,4,EAST,18.22855617,38.78416206
2023,7,MF,Summer,4,WEST,8.410657051,17.895015
2023,7,MF,Summer,6,EAST,34.18182258,72.72728208
2023,7,MF,Summer,6,WEST,28.85138145,61.38591799
2023,7,MF,Summer,9,EAST,29.72576059,63.24629912
2023,7,MF,Summer,9,WEST,28.72904883,61.1256358
2023,7,MF,Summer,15,EAST,32.43666206,69.01417459
2023,7,MF,Summer,15,WEST,37.25923548,79.27496911
2023,7,MF,Summer,18,EAST,27.0981261,57.65558745
2023,7,MF,Summer,18,WEST,33.05725676,70.33458885
2023,7,MF,Summer,21,EAST,26.50412946,56.39176482
2023,7,MF,Summer,21,WEST,21.59920635,45.95575819
2023,7,MF,Summer,24,EAST,11.54583333,24.56560284
2023,7,MF,Summer,24,WEST,9.66792328,20.57004953
2023,7,Sat,Fall,4,EAST,NULL,NULL
2023,7,Sat,Fall,4,WEST,NULL,NULL
2023,7,Sat,Fall,6,EAST,18.53397436,39.433988
2023,7,Sat,Fall,6,WEST,18.51816239,39.40034552
2023,7,Sat,Fall,9,EAST,29.53471795,62.83982542
2023,7,Sat,Fall,9,WEST,25.53648915,54.33295564
2023,7,Sat,Fall,15,EAST,27.37535798,58.2454425
2023,7,Sat,Fall,15,WEST,29.99786325,63.82524095
2023,7,Sat,Fall,18,EAST,27.20064103,57.87370431
2023,7,Sat,Fall,18,WEST,24.77037037,52.70291568
2023,7,Sat,Fall,21,EAST,28.02115385,59.61947627
2023,7,Sat,Fall,21,WEST,28.92877493,61.55058495
2023,7,Sat,Fall,24,EAST,NULL,NULL
2023,7,Sat,Fall,24,WEST,NULL,NULL
2023,7,Sat,Summer,4,EAST,NULL,NULL
2023,7,Sat,Summer,4,WEST,NULL,NULL
2023,7,Sat,Summer,6,EAST,20.53888889,43.69976359
2023,7,Sat,Summer,6,WEST,22.89814815,48.71946414
2023,7,Sat,Summer,9,EAST,28.53203704,60.70646178
2023,7,Sat,Summer,9,WEST,30.66880342,65.25277323
2023,7,Sat,Summer,15,EAST,25.56646825,54.39674097
2023,7,Sat,Summer,15,WEST,29.5515873,62.87571766
2023,7,Sat,Summer,18,EAST,32.08888889,68.27423168
2023,7,Sat,Summer,18,WEST,NULL,NULL
2023,7,Sat,Summer,21,EAST,NULL,NULL
2023,7,Sat,Summer,21,WEST,NULL,NULL
2023,7,Sat,Summer,24,EAST,NULL,NULL
2023,7,Sat,Summer,24,WEST,NULL,NULL
2023,7,Sun/Hol,Fall,4,EAST,NULL,NULL
2023,7,Sun/Hol,Fall,4,WEST,NULL,NULL
2023,7,Sun/Hol,Fall,6,EAST,19.87755685,42.29267414
2023,7,Sun/Hol,Fall,6,WEST,25.71589806,54.71467672
2023,7,Sun/Hol,Fall,9,EAST,26.54625278,56.4813889
2023,7,Sun/Hol,Fall,9,WEST,26.64812565,56.69813968
2023,7,Sun/Hol,Fall,15,EAST,29.99532836,63.81984758
2023,7,Sun/Hol,Fall,15,WEST,33.52410419,71.32788126
2023,7,Sun/Hol,Fall,18,EAST,25.58847615,54.44356628
2023,7,Sun/Hol,Fall,18,WEST,22.98556955,48.90546712
2023,7,Sun/Hol,Fall,21,EAST,15.75130356,33.51341182
2023,7,Sun/Hol,Fall,21,WEST,16.00080767,34.04427164
2023,7,Sun/Hol,Fall,24,EAST,11.3276644,24.10141362
2023,7,Sun/Hol,Fall,24,WEST,7.404232804,15.75368682
2023,7,Sun/Hol,Summer,4,EAST,NULL,NULL
2023,7,Sun/Hol,Summer,4,WEST,NULL,NULL
2023,7,Sun/Hol,Summer,6,EAST,20.05960509,42.68001083
2023,7,Sun/Hol,Summer,6,WEST,23.16031305,49.27726182
2023,7,Sun/Hol,Summer,9,EAST,29.24129063,62.21551198
2023,7,Sun/Hol,Summer,9,WEST,28.50644526,60.65201118
2023,7,Sun/Hol,Summer,15,WEST,32.65853774,69.4862505
2023,7,Sun/Hol,Summer,15,EAST,30.42951226,64.74364311
2023,7,Sun/Hol,Summer,18,WEST,28.73633496,61.14113822
2023,7,Sun/Hol,Summer,18,EAST,37.65730905,80.12193415
2023,7,Sun/Hol,Summer,21,WEST,23.7236569,50.47586574
2023,7,Sun/Hol,Summer,21,EAST,21.17896062,45.06161835
2023,7,Sun/Hol,Summer,24,WEST,NULL,NULL
2023,7,Sun/Hol,Summer,24,EAST,NULL,NULL
2023,8,MF,Fall,4,WEST,16.82542822,24.03632603
2023,8,MF,Fall,4,EAST,3.997613404,5.710876291
2023,8,MF,Fall,6,EAST,13.63212751,19.47446787
2023,8,MF,Fall,6,WEST,36.32913389,51.8987627
2023,8,MF,Fall,9,EAST,25.69917012,36.71310017
2023,8,MF,Fall,9,WEST,25.75309274,36.79013249
2023,8,MF,Fall,15,EAST,46.71182874,66.73118392
2023,8,MF,Fall,15,WEST,28.34890716,40.4984388
2023,8,MF,Fall,18,EAST,28.03471053,40.04958648
2023,8,MF,Fall,18,WEST,12.99726276,18.56751822
2023,8,MF,Fall,21,EAST,18.47803936,26.39719909
2023,8,MF,Fall,21,WEST,5.720635792,8.172336845
2023,8,MF,Fall,24,EAST,10.27709591,14.68156558
2023,8,MF,Fall,24,WEST,2.024146394,2.891637705
2023,8,MF,Summer,4,EAST,4.837632275,6.91090325
2023,8,MF,Summer,4,WEST,15.77690972,22.53844246
2023,8,MF,Summer,6,EAST,10.88811827,15.55445467
2023,8,MF,Summer,6,WEST,31.91528032,45.5932576
2023,8,MF,Summer,9,EAST,25.22134358,36.03049084
2023,8,MF,Summer,9,WEST,27.91718302,39.88169003
2023,8,MF,Summer,15,EAST,43.85228175,62.64611678
2023,8,MF,Summer,15,WEST,30.07158565,42.95940807
2023,8,MF,Summer,18,EAST,31.62777714,45.18253877
2023,8,MF,Summer,18,WEST,13.61983507,19.45690724
2023,8,MF,Summer,21,EAST,21.84549645,31.20785206
2023,8,MF,Summer,21,WEST,5.726488095,8.180697279
2023,8,MF,Summer,24,EAST,15.559375,22.22767857
2023,8,MF,Summer,24,WEST,2.004676871,2.863824101
2023,8,Sat,Fall,4,EAST,3.111111111,4.444444444
2023,8,Sat,Fall,4,WEST,NULL,NULL
2023,8,Sat,Fall,6,EAST,10.35961538,14.79945055
2023,8,Sat,Fall,6,WEST,22.89252137,32.70360195
2023,8,Sat,Fall,9,EAST,25.66134122,36.65905889
2023,8,Sat,Fall,9,WEST,31.45897436,44.94139194
2023,8,Sat,Fall,15,EAST,42.44583333,60.63690476
2023,8,Sat,Fall,15,WEST,28.41143984,40.5877712
2023,8,Sat,Fall,18,EAST,35.04551282,50.06501832
2023,8,Sat,Fall,18,WEST,21.31132479,30.44474969
2023,8,Sat,Fall,21,EAST,25.16396011,35.94851445
2023,8,Sat,Fall,21,WEST,11.02767094,15.75381563
2023,8,Sat,Fall,24,EAST,NULL,NULL
2023,8,Sat,Fall,24,WEST,5.134615385,7.335164835
2023,8,Sat,Summer,4,EAST,NULL,NULL
2023,8,Sat,Summer,4,WEST,NULL,NULL
2023,8,Sat,Summer,6,EAST,11.20601852,16.00859788
2023,8,Sat,Summer,6,WEST,27.8531746,39.79024943
2023,8,Sat,Summer,9,EAST,27.1720696,38.81724228
2023,8,Sat,Summer,9,WEST,34.37037037,49.1005291
2023,8,Sat,Summer,15,EAST,43.31666667,61.88095238
2023,8,Sat,Summer,15,WEST,32.21459096,46.02084424
2023,8,Sat,Summer,18,EAST,34.43921958,49.19888511
2023,8,Sat,Summer,18,WEST,21.40856481,30.58366402
2023,8,Sat,Summer,21,EAST,33.64351852,48.06216931
2023,8,Sat,Summer,21,WEST,14.93055556,21.32936508
2023,8,Sat,Summer,24,EAST,NULL,NULL
2023,8,Sat,Summer,24,WEST,NULL,NULL
2023,8,Sun/Hol,Fall,4,EAST,4.546776557,6.495395081
2023,8,Sun/Hol,Fall,4,WEST,NULL,NULL
2023,8,Sun/Hol,Fall,6,EAST,9.844657557,14.06379651
2023,8,Sun/Hol,Fall,6,WEST,22.78206484,32.54580692
2023,8,Sun/Hol,Fall,9,EAST,23.78614951,33.98021358
2023,8,Sun/Hol,Fall,9,WEST,29.67022687,42.38603839
2023,8,Sun/Hol,Fall,15,EAST,32.97520661,47.10743802
2023,8,Sun/Hol,Fall,15,WEST,23.53352383,33.61931976
2023,8,Sun/Hol,Fall,18,EAST,31.47120179,44.95885969
2023,8,Sun/Hol,Fall,18,WEST,13.97595314,19.96564735
2023,8,Sun/Hol,Fall,21,EAST,21.77828602,31.11183717
2023,8,Sun/Hol,Fall,21,WEST,7.207307038,10.29615291
2023,8,Sun/Hol,Fall,24,EAST,9.876587302,14.10941043
2023,8,Sun/Hol,Fall,24,WEST,2.857832168,4.082617383
2023,8,Sun/Hol,Summer,4,EAST,NULL,NULL
2023,8,Sun/Hol,Summer,4,WEST,NULL,NULL
2023,8,Sun/Hol,Summer,6,EAST,11.28878744,16.12683921
2023,8,Sun/Hol,Summer,6,WEST,26.56040929,37.94344184
2023,8,Sun/Hol,Summer,9,EAST,25.86210745,36.94586778
2023,8,Sun/Hol,Summer,9,WEST,35.78102361,51.11574801
2023,8,Sun/Hol,Summer,15,EAST,39.93483785,57.04976835
2023,8,Sun/Hol,Summer,15,WEST,26.83653846,38.33791209
2023,8,Sun/Hol,Summer,18,EAST,36.3720062,51.96000886
2023,8,Sun/Hol,Summer,18,WEST,17.09365079,24.41950113
2023,8,Sun/Hol,Summer,21,EAST,27.69392086,39.56274408
2023,8,Sun/Hol,Summer,21,WEST,9.639061625,13.77008804
2023,8,Sun/Hol,Summer,24,EAST,NULL,NULL
2023,8,Sun/Hol,Summer,24,WEST,NULL,NULL
2023,9,MF,Fall,4,EAST,22.20783315,44.41566631
2023,9,MF,Fall,4,WEST,24.79531155,49.5906231
2023,9,MF,Fall,6,EAST,32.02136909,64.04273817
2023,9,MF,Fall,6,WEST,37.45095644,74.90191289
2023,9,MF,Fall,9,EAST,29.47177906,58.94355813
2023,9,MF,Fall,9,WEST,32.61247895,65.22495789
2023,9,MF,Fall,15,WEST,33.1931487,66.3862974
2023,9,MF,Fall,15,EAST,45.40169492,90.80338983
2023,9,MF,Fall,18,WEST,26.05028608,52.10057216
2023,9,MF,Fall,18,EAST,27.75433736,55.50867472
2023,9,MF,Fall,21,WEST,16.01454504,32.02909009
2023,9,MF,Fall,21,EAST,25.38994678,50.77989355
2023,9,MF,Fall,24,WEST,5.209642122,10.41928424
2023,9,MF,Fall,24,EAST,7.068388626,14.13677725
2023,9,MF,Summer,4,WEST,21.30701232,42.61402464
2023,9,MF,Summer,4,EAST,23.11787033,46.23574067
2023,9,MF,Summer,6,WEST,32.65896049,65.31792097
2023,9,MF,Summer,6,EAST,24.135082,48.27016399
2023,9,MF,Summer,9,WEST,28.99479851,57.98959703
2023,9,MF,Summer,9,EAST,26.30222468,52.60444936
2023,9,MF,Summer,15,WEST,28.61020254,57.22040508
2023,9,MF,Summer,15,EAST,38.68555005,77.37110009
