SeasonYear,Lineno_renamed,DayType,Season,Hour_Range,Annual_Revenue_Hours,Annual_Service_Hours,Average_Trips_Per_Clock_Hour_Per_Direction,Average_Boardings_Per_Revenue_Hour,Average_Boardings_Per_Trip
2022,326,MF,Summer,6,271.2,396,1.666666667,40.87336123,23.09344909
2022,326,MF,Summer,9,376.8,479.2,1.083333333,39.23016315,23.68898314
2022,326,MF,Summer,15,380,480,2,37.89930026,25.00301059
2022,326,MF,Summer,18,173.6,241.6,1.166666667,39.26825502,20.28859843
2022,326,MF,Summer,21,21.6,40,1,36.86989527,16.59145287
2022,326,SAT,Fall,6,15,31.25,1,51.98074296,25.99037148
2022,326,SAT,Fall,9,110.5,135,1.077777778,48.26408653,27.34964903
2022,326,SAT,Fall,15,44,57.25,1,53.25909041,31.24533304
2022,326,SAT,Fall,18,56.25,66.5,1.155555556,44.37207059,23.7707521
2022,326,SAT,Fall,21,0,5.5,NULL,NULL,NULL
2022,326,SAT,Summer,6,9.5,19.5,1,42.28154091,20.08373193
2022,326,SAT,Summer,9,72.4999999,89.9999998,1.083333333,45.89935808,25.59771889
2022,326,SAT,Summer,15,29.1666666,40.1666665,1,45.82021041,26.72845601
2022,326,SAT,Summer,18,34.6666666,42,1.166666667,45.66912457,22.61709022
2022,326,SAT,Summer,21,0,2.3333333,NULL,NULL,NULL
2022,326,SUN,Fall,9,88.5,133.5,1,46.02152085,25.14138639
2022,326,SUN,Fall,15,59.1,86.4,1,49.84418707,27.27584681
2022,326,SUN,Fall,18,55.2,84.9,1,51.51828794,26.33156939
2022,326,SUN,Fall,21,8.1,14.1,1,36.98419907,16.64288958
2022,326,SUN,Summer,9,59.2,89,1,40.58486974,22.24652119
2022,326,SUN,Summer,15,39.8,57.6,1,41.74944755,23.07816684
2022,326,SUN,Summer,18,37.4,56.6,1,46.14394476,23.96921575
2022,326,SUN,Summer,21,5.4,9.4,1,36.63201085,16.48440488
2022,329,MF,Fall,6,28.8,62.4,2,51.76739137,10.35347827
2022,329,MF,Fall,9,465.6,591.6,1,64.44663408,34.72957503
2022,329,MF,Fall,15,145.2,192,1,59.151001,29.82196301
2022,329,MF,Summer,6,19.2,33.6,2,55.38137687,11.07627537
2022,329,MF,Summer,9,299.2,409.6,1,70.38745632,36.56237315
2022,329,MF,Summer,15,84,116,1,51.75652864,22.64348128
2022,329,SAT,Fall,9,91,120.25,1,45.53175671,23.01883256
2022,329,SAT,Fall,15,49.25,58.5,1,44.58768124,24.39937001
2022,329,SAT,Fall,18,0,1.75,NULL,NULL,NULL
2022,329,SAT,Summer,9,61.9999998,77.3333332,1,40.07612539,20.70599805
2022,329,SAT,Summer,15,32.8333332,39.1666666,1,40.050762,21.9166669
2022,329,SAT,Summer,18,0,1,NULL,NULL,NULL
2022,335,MF,Fall,4,385.2,528.65,2.5,88.69814356,59.3168835
2022,335,MF,Fall,6,1815.2,2159.25,5.421296296,76.80499359,59.50338214
2022,335,MF,Fall,9,3115.8,4056.266667,4.412037037,72.09188153,58.92546812
2022,335,MF,Fall,15,2798.4,3381.066667,7.166666667,60.97096269,55.11018798
2022,335,MF,Fall,18,1048.8,1465.2,3.166666667,82.55499108,63.29215983
2022,335,MF,Fall,21,573.6,855.6,2,84.32072068,55.97958956
2022,335,MF,Fall,24,180,266.4,1.25,52.49652872,32.81033045
2022,335,MF,Summer,4,250.4,336,2.5,84.53574602,55.12435105
2022,335,MF,Summer,6,1180,1432.8,5.333333333,58.94424308,45.28268674
2022,335,MF,Summer,9,1941.6,2577.6,4.25,65.49131517,51.94360193
2022,335,MF,Summer,15,1813.6,2304.8,7.166666667,57.04575955,50.12509182
2022,335,MF,Summer,18,696.8,974.4,3.166666667,82.54281886,63.06560985
2022,335,MF,Summer,21,384.8,569.6,2,88.25116714,58.95668249
2022,335,MF,Summer,24,116.8,174.4,1.25,59.39479706,36.13183488
2022,335,SAT,Fall,6,87.75,118.25,1.977777778,104.5846448,50.98501434
2022,335,SAT,Fall,9,377.25,457.25,2.5,91.53668445,76.7382538
2022,335,SAT,Fall,15,296.25,347,3.822222222,78.70574747,67.58428316
2022,335,SAT,Fall,18,200,270,3,83.6079571,61.93182007
2022,335,SAT,Fall,21,119,182.5,2,88.26156538,58.35070156
2022,335,SAT,Fall,24,36,52.75,1.233333333,56.17595718,33.70557431
2022,335,SAT,Summer,6,58.3333333,79.1666665,2,98.50265273,47.88323394
2022,335,SAT,Summer,9,250.6666666,301.9999999,2.5,82.72928,69.1249095
2022,335,SAT,Summer,15,194.6666665,232.1666666,3.833333333,69.77857612,59.05896872
2022,335,SAT,Summer,18,132.8333332,176.8333332,3,85.12300912,62.81762797
2022,335,SAT,Summer,21,78.6666666,122.8333332,2,91.04816769,59.6871321
2022,335,SAT,Summer,24,24.8333332,36.1666666,1.25,56.39373402,35.01110968
2022,335,SUN,Fall,6,50.1,69,2,99.17820475,69.0115008
2022,335,SUN,Fall,9,331.2,426,2,101.6084252,77.89979264
2022,335,SUN,Fall,15,225.6,300.9,2.666666667,94.46527103,73.99779564
2022,335,SUN,Fall,18,185.7,248.1,2.333333333,92.5294185,68.18536911
2022,335,SUN,Fall,21,125.7,189,1.833333333,84.03559142,53.34986788
2022,335,SUN,Fall,24,0,6.6,NULL,NULL,NULL
2022,335,SUN,Summer,6,33.6,44.8,2,99.8727101,69.91089707
2022,335,SUN,Summer,9,220.4,289.2,2,96.04066284,73.49778504
2022,335,SUN,Summer,15,149.4,198.2,2.666666667,87.36155573,67.97821055
2022,335,SUN,Summer,18,123.2,165.2,2.333333333,97.90233767,71.79504763
2022,335,SUN,Summer,21,84.2,126.2,1.833333333,90.4403152,57.68995863
2022,335,SUN,Summer,24,0,4.4,NULL,NULL,NULL
2022,337,MF,Fall,4,118.8,265.2,3.5,50.40884227,11.88208425
2022,337,MF,Fall,6,578.4,696,4,63.46815183,21.24420082
2022,337,MF,Fall,9,1104,1454.233333,4.083333333,52.46410884,16.41734018
2022,337,MF,Fall,15,693.6,900.7,4,59.50237264,23.88359124
2022,337,MF,Fall,18,544.8,762,3.833333333,39.67401744,13.05217675
2022,337,MF,Fall,21,280.8,439.2,2.333333333,23.87839254,7.163517762
2022,337,MF,Summer,4,76.8,184,3.5,46.31401966,10.58606164
2022,337,MF,Summer,6,380.8,484.8,4,51.85599988,17.14128885
2022,337,MF,Summer,9,771.2,960,4.083333333,39.24270137,12.86733473
2022,337,MF,Summer,15,462.4,612.8,4,51.2170746,20.55796467
2022,337,MF,Summer,18,364.8,480.8,3.833333333,40.05207335,13.23459815
2022,337,MF,Summer,21,185.6,294.4,2.333333333,23.98548073,7.134142986
2022,337,SAT,Fall,4,4.5,22,1,8.29797864,2.489393592
2022,337,SAT,Fall,6,88.75,144,3.333333333,28.4662409,8.421262933
2022,337,SAT,Fall,9,255,358.75,4,33.25327792,11.7772026
2022,337,SAT,Fall,15,133.75,180.5,4,37.21925945,13.82798876
2022,337,SAT,Fall,18,122.5,177.25,3.822222222,29.57660879,10.50183935
2022,337,SAT,Fall,21,56,103,2.155555556,23.85245503,7.420763788
2022,337,SAT,Summer,4,3,14.6666666,1,8.545730084,2.563719025
2022,337,SAT,Summer,6,62.8333332,96.6666665,3.333333333,28.17030793,8.850171724
2022,337,SAT,Summer,9,176.333333,239.4999998,4,28.92665023,10.62652635
2022,337,SAT,Summer,15,92.6666665,119.9999998,4,31.36636459,12.11090186
2022,337,SAT,Summer,18,83.1666666,117.4999999,3.833333333,28.95101549,10.46851936
2022,337,SAT,Summer,21,38.8333332,69.5,2.166666667,23.79417345,7.700058882
2022,337,SUN,Fall,4,5.4,23.4,1,8.262264122,2.478679237
2022,337,SUN,Fall,6,90,154.2,2.666666667,25.63662535,8.011445423
2022,337,SUN,Fall,9,293.7,425.4,4,33.20699572,11.2880725
2022,337,SUN,Fall,15,156,216,4,33.91160069,12.2458558
2022,337,SUN,Fall,18,118.5,193.5,3.333333333,32.72932344,10.7734023
2022,337,SUN,Fall,21,25.8,57.3,2.5,23.4692221,6.72784367
2022,337,SUN,Summer,4,3.6,15.6,1,7.722758101,2.31682743
2022,337,SUN,Summer,6,60,102.8,2.666666667,23.89896614,7.468426919
2022,337,SUN,Summer,9,195.8,283.6,4,30.11857469,10.23822383
2022,337,SUN,Summer,15,104,144,4,30.44434639,10.99379175
2022,337,SUN,Summer,18,79,129,3.333333333,33.16198966,10.9158216
2022,337,SUN,Summer,21,17.2,38.2,2.5,27.85166441,7.984143797
2022,340,MF,Fall,4,244.8,464.4,2.25,46.72775666,19.85929658
2022,340,MF,Fall,6,781.2,1080,3.666666667,61.48144188,30.32152929
2022,340,MF,Fall,9,889.2,1471.2,2.25,74.93322441,34.2750119
2022,340,MF,Fall,15,970.8,1291.2,4.166666667,68.03547457,36.69379929
2022,340,MF,Fall,18,660,993.6,3.666666667,56.7645489,23.65189537
2022,340,MF,Fall,21,412.8,593.3,2.5,63.75003301,24.36667928
2022,340,MF,Fall,24,108,186,2,34.19167038,12.82187639
2022,340,MF,Summer,4,163.2,309.6,2.25,48.45576597,20.59370054
2022,340,MF,Summer,6,522.4,720,3.666666667,58.29072573,28.83624538
2022,340,MF,Summer,9,592.8,980.8,2.25,67.55778096,30.90142944
2022,340,MF,Summer,15,647.2,860.8,4.166666667,60.05470278,32.38950303
2022,340,MF,Summer,18,440,662.4,3.666666667,53.86509946,22.44379144
2022,340,MF,Summer,21,275.2,394.4,2.5,61.01509378,23.32132473
2022,340,MF,Summer,24,72,124,2,36.15504015,13.55814006
2022,340,SAT,Fall,4,23.75,43.5,2,29.36119588,11.62214004
2022,340,SAT,Fall,6,106.25,135,3,62.92137554,24.76072648
2022,340,SAT,Fall,9,154.75,202.75,1.988888889,76.69430764,32.9679003
2022,340,SAT,Fall,15,120.75,182,2.822222222,70.35051546,33.31303821
2022,340,SAT,Fall,18,76.5,115,1.977777778,76.22652021,32.39627109
2022,340,SAT,Fall,21,46.75,66.25,1.333333333,87.99139728,34.27998186
2022,340,SAT,Fall,24,11.5,19.25,1,46.54419064,17.84193975
2022,340,SAT,Summer,4,15.8333333,28.9999999,2,32.45591833,12.84713431
2022,340,SAT,Summer,6,70.8333333,89.9999999,3,61.13080346,24.0561032
2022,340,SAT,Summer,9,102.9999999,134.3333331,2,71.93337228,30.87140557
2022,340,SAT,Summer,15,75.1666666,92.1666666,2.833333333,70.0148715,30.9575559
2022,340,SAT,Summer,18,50.1666665,70.8333332,2,83.33276341,34.83772459
2022,340,SAT,Summer,21,31.1666665,44.1666666,1.333333333,89.8458138,35.00243144
2022,340,SAT,Summer,24,7.6666666,12.8333333,1,62.98730644,24.14513393
2022,340,SUN,Fall,4,18.6,33.9,1.5,28.38238066,9.776153339
2022,340,SUN,Fall,6,115.5,163.5,3,54.08471819,19.28020047
2022,340,SUN,Fall,9,161.4,213.6,1.833333333,68.59533531,27.95779575
2022,340,SUN,Fall,15,95.4,116.1,2,76.46933048,33.77395429
2022,340,SUN,Fall,18,72.9,99.9,1.666666667,76.97655279,31.17550388
2022,340,SUN,Fall,21,61.5,86.7,1.5,73.47299539,27.89252603
2022,340,SUN,Fall,24,13.5,23.1,1,38.47516284,14.42818606
2022,340,SUN,Summer,4,12.4,22.6,1.5,20.87607224,7.190647104
2022,340,SUN,Summer,6,77,109,3,52.58117286,18.7442144
2022,340,SUN,Summer,9,107.6,142.4,1.833333333,60.28399591,24.5702953
2022,340,SUN,Summer,15,62.8,76.8,2,60.63808321,26.44494184
2022,340,SUN,Summer,18,48.4,67.2,1.666666667,66.94359362,27.00058276
2022,340,SUN,Summer,21,40.2,57.8,1.5,68.94399898,25.66248851
2022,340,SUN,Summer,24,8.6,15.4,1,33.58307221,12.03393421
2022,341,MF,Fall,4,158.4,332.4,2,74.45186565,27.2990174
2022,341,MF,Fall,6,596.8666666,863.3499999,2.99537037,63.98544999,29.51374208
2022,341,MF,Fall,9,888.2666666,1394.766667,2.164351852,61.9247717,29.41481847
2022,341,MF,Fall,15,610.8,914.9666666,2.666666667,64.54463484,34.22210326
2022,341,MF,Fall,18,418.8,638.4,2.166666667,68.39009441,30.60018327
2022,341,MF,Fall,21,93.6,151.2,1.5,61.35099008,26.58542903
2022,341,MF,Summer,4,105.6,224,2,71.13373444,26.0823693
2022,341,MF,Summer,6,380.8,536,2.833333333,56.61191501,26.41889367
2022,341,MF,Summer,9,569.6,880,2.083333333,59.89312036,28.4292678
2022,341,MF,Summer,15,417.6,592,2.666666667,54.45036586,29.60738644
2022,341,MF,Summer,18,284,420.8,2.166666667,67.57468919,30.755147
2022,341,MF,Summer,21,63.2,100.8,1.5,62.04188395,27.22949351
2022,341,SAT,Fall,6,50.75,79.5,1.488888889,80.12718094,33.88712027
2022,341,SAT,Fall,9,178,267.75,2,62.70457681,31.00392964
2022,341,SAT,Fall,15,98,158.75,2,65.72491773,35.78356632
2022,341,SAT,Fall,18,79.5,112,2,68.96980665,30.4616646
2022,341,SAT,Fall,21,11.5,23,2,67.99377478,26.06428033
2022,341,SAT,Summer,6,31.8333333,44.9999999,1.5,85.20267947,33.90356617
2022,341,SAT,Summer,9,111.4999997,157.3333332,2,63.3572509,29.43472274
2022,341,SAT,Summer,15,62.3333333,86.1666666,2,61.1644204,31.77151836
2022,341,SAT,Summer,18,53.4999999,67.1666665,2,64.59414768,28.79822412
2022,341,SAT,Summer,21,8,15.6666666,2,72.24036745,28.89614698
2022,341,SUN,Fall,6,46.8,65.1,1.75,72.01468584,26.74831188
2022,341,SUN,Fall,9,186.6,265.5,2,63.51136838,27.43338273
2022,341,SUN,Fall,15,98.4,144.9,2,69.39743397,31.61438658
2022,341,SUN,Fall,18,85.8,120.3,2,72.2003226,28.67957259
2022,341,SUN,Fall,21,13.2,30,2,62.58433861,22.94759082
2022,341,SUN,Summer,6,30.6,43.2,1.75,70.03085743,25.51124092
2022,341,SUN,Summer,9,125.8,172.4,2,56.09325475,24.50184531
2022,341,SUN,Summer,15,66.8,90.8,2,60.41413843,28.02544755
2022,341,SUN,Summer,18,59.4,80,2,65.43816662,26.99324373
2022,341,SUN,Summer,21,8.8,20,2,71.69394732,26.28778068
2022,342,MF,Fall,4,302.4,516,3,52.77173916,36.94021741
2022,342,MF,Fall,6,1365.6,1713.6,4,54.30738316,42.91791808
2022,342,MF,Fall,9,2306.4,2860.8,3.166666667,37.92677677,31.97160743
2022,342,MF,Fall,15,1569.6,1950,4,49.21304804,44.70185197
2022,342,MF,Fall,18,811.2,1117.2,2.666666667,44.82816156,31.5664971
2022,342,MF,Fall,21,92.4,181.2,1,41.62833969,26.71151797
2022,342,MF,Summer,4,200,342.4,3,43.78628171,30.40714008
2022,342,MF,Summer,6,902.4,1108.8,4,47.26629195,37.02526203
2022,342,MF,Summer,9,1513.6,1907.2,3.166666667,35.67215437,29.60162985
2022,342,MF,Summer,15,1036,1180,4,44.85409918,40.33754059
2022,342,MF,Summer,18,536,729.6,2.666666667,49.62305109,34.6327544
2022,342,MF,Summer,21,60,120,1,46.93341519,29.33338449
2022,342,SAT,Fall,6,141.25,174.25,3.233333333,55.77154956,40.39862244
2022,342,SAT,Fall,9,436,522.25,3,36.47152221,29.44737719
2022,342,SAT,Fall,15,226.25,273,3,44.87398136,37.60273438
2022,342,SAT,Fall,18,176.5,239.75,2.644444444,40.89851173,30.07744717
2022,342,SAT,Fall,21,9.75,32,1,52.83654109,34.34375171
2022,342,SAT,Summer,6,94,116.4999999,3.25,50.65666914,36.62866845
2022,342,SAT,Summer,9,286.9999999,346.9999997,3,33.68903197,26.85764492
2022,342,SAT,Summer,15,147.6666666,178.3333332,3,40.93570943,33.58244309
2022,342,SAT,Summer,18,117.5,160,2.666666667,41.76191723,30.66890796
2022,342,SAT,Summer,21,6,20.8333333,1,58.58231059,35.14938635
2022,342,SUN,Fall,6,103.2,140.7,2,54.45991203,39.02960362
2022,342,SUN,Fall,9,327.9,391.5,2,42.47148456,32.23703655
2022,342,SUN,Fall,15,164.7,193.8,2,51.77960622,39.48194974
2022,342,SUN,Fall,18,157.5,200.4,2,47.49128574,34.62906252
2022,342,SUN,Fall,21,33.6,48.3,1.5,42.35476907,26.35407853
2022,342,SUN,Summer,6,66.8,93.4,2,51.05652653,35.52683305
2022,342,SUN,Summer,9,218,263.4,2,37.68004256,28.52169888
2022,342,SUN,Summer,15,108.4,131.2,2,48.60472184,36.58855449
2022,342,SUN,Summer,18,103.8,134.4,2,47.19486807,34.01963407
2022,342,SUN,Summer,21,22.2,33,1.5,50.85667806,31.36161814
2022,345,MF,Fall,4,246,450,2.5,60.02360988,41.01613342
2022,345,MF,Fall,6,1315.2,1701,4,53.69000158,40.86405676
2022,345,MF,Fall,9,1538.4,1990.8,2.166666667,47.52853044,39.05870258
2022,345,MF,Fall,15,1120.8,1448.4,2.833333333,51.10362586,46.79488877
2022,345,MF,Fall,18,627.6,936,2,51.82871109,37.64779986
2022,345,MF,Fall,21,43.2,108,1,52.0883854,31.25303124
2022,345,MF,Summer,4,164.8,302.4,2.5,52.65157924,36.15408441
2022,345,MF,Summer,6,914.4,1143.2,4,43.72959092,34.71036279
2022,345,MF,Summer,9,1035.2,1345.6,2.166666667,39.58119445,32.83209334
2022,345,MF,Summer,15,741.6,981.6,2.833333333,47.86104742,43.49724604
2022,345,MF,Summer,18,440.8,633.6,2,45.40700882,34.7489748
2022,345,MF,Summer,21,29.6,72.8,1,39.14274379,24.13802534
2022,350,MF,Fall,4,130.8,291.6,1.75,6.242790889,1.620152874
2022,350,MF,Fall,6,391.2,628.8,3,13.22323874,3.9914591
2022,350,MF,Fall,9,607.2,955.2,2.083333333,20.18399469,6.80873421
2022,350,MF,Fall,15,393.6,628.8,2.833333333,19.56687489,6.292093102
2022,350,MF,Fall,18,315.6,561.6,2.5,13.54340093,3.957682717
2022,350,MF,Fall,21,247.2,434.4,2,8.594342621,2.458936916
2022,350,MF,Fall,24,170.4,384,1.5,2.64301111,0.695014033
2022,350,MF,Summer,4,87.2,194.4,1.75,5.987113942,1.553798618
2022,350,MF,Summer,6,260.8,419.2,3,10.93086568,3.299502048
2022,350,MF,Summer,9,404.8,636.8,2.083333333,22.36725557,7.545220879
2022,350,MF,Summer,15,262.4,419.2,2.833333333,20.38049072,6.553726426
2022,350,MF,Summer,18,210.4,374.4,2.5,20.716516,6.053826343
2022,350,MF,Summer,21,164.8,289.6,2,13.71916758,3.925206281
2022,350,MF,Summer,24,113.6,256,1.5,3.663543121,0.963376154
2022,350,SAT,Fall,4,15.5,35.75,1,4.26701994,1.102313485
2022,350,SAT,Fall,6,51.5,87.5,2,13.85745798,3.964772701
2022,350,SAT,Fall,9,128,184.75,2.077777778,20.71004799,7.069029712
2022,350,SAT,Fall,15,56.5,85,1.822222222,26.62167312,9.115906251
2022,350,SAT,Fall,18,53.5,90,2,21.19552432,6.299780838
2022,350,SAT,Fall,21,51,92,2,11.14863545,3.158780044
2022,350,SAT,Fall,24,37.25,78,1.488888889,4.725223429,1.30381165
2022,350,SAT,Summer,4,10.3333333,23.8333332,1,3.928625504,1.014894919
2022,350,SAT,Summer,6,34.3333333,58.3333332,2,13.09976786,3.747989135
2022,350,SAT,Summer,9,85.3333331,123.1666666,2.083333333,22.7224624,7.755933811
2022,350,SAT,Summer,15,37.6666666,56.6666666,1.833333333,29.61016205,10.13923729
2022,350,SAT,Summer,18,35.3333332,59.9999999,2,27.45356279,8.083549014
2022,350,SAT,Summer,21,33,61.3333333,2,16.89872881,4.647150424
2022,350,SAT,Summer,24,24.5,51.9999999,1.5,5.145331926,1.400673691
2022,350,SUN,Fall,4,18,42.9,1,3.837802687,0.959450672
2022,350,SUN,Fall,6,61.2,105,2,9.464264551,2.681541623
2022,350,SUN,Fall,9,150.3,222,2.083333333,18.10184226,6.046015314
2022,350,SUN,Fall,15,63.6,102,1.833333333,25.60020488,8.223096113
2022,350,SUN,Fall,18,61.8,107.4,2,17.35179797,4.964542197
2022,350,SUN,Fall,21,61.2,110.7,2,8.196574068,2.322362653
2022,350,SUN,Fall,24,44.1,94.5,1.5,1.301358523,0.354258709
2022,350,SUN,Summer,4,12,28.6,1,4.635398839,1.15884971
2022,350,SUN,Summer,6,40.8,70,2,10.43489106,2.956552467
2022,350,SUN,Summer,9,94,143.6,2,19.45957125,6.351387837
2022,350,SUN,Summer,15,46.4,72.4,2,26.85795583,8.654230211
2022,350,SUN,Summer,18,41.2,71.6,2,24.14630838,6.908527121
2022,350,SUN,Summer,21,40.8,73.8,2,15.20662516,4.308543796
2022,350,SUN,Summer,24,29.4,63,1.5,3.347383777,0.91123225
2022,351,MF,Fall,4,410.4,644.4,2.5,26.51940714,18.89507759
2022,351,MF,Fall,6,1778.4,2305.2,5.333333333,32.29655011,24.92889961
2022,351,MF,Fall,9,2914.8,3690,4.166666667,29.87515102,24.18891394
2022,351,MF,Fall,15,2017.2,2534.4,5.166666667,30.90257882,27.92862096
2022,351,MF,Fall,18,1320,1879.2,4,25.33233887,19.35109219
2022,351,MF,Fall,21,600,882,2,25.51071092,17.71577147
2022,351,MF,Fall,24,292.8,486,1.166666667,5.475888062,3.711435242
2022,351,MF,Summer,4,273.6,430.4,2.5,22.93424979,16.34065298
2022,351,MF,Summer,6,1185.6,1536.8,5.333333333,27.61578448,21.31593365
2022,351,MF,Summer,9,1943.2,2460,4.166666667,28.55952141,23.1236925
2022,351,MF,Summer,15,1332.8,1686.4,5.166666667,28.2209312,25.27745773
2022,351,MF,Summer,18,883.2,1255.2,4,26.40165087,20.24126567
2022,351,MF,Summer,21,403.2,588,2,26.72814702,18.70970291
2022,351,MF,Summer,24,195.2,324,1.166666667,6.233794641,4.225127479
2022,351,SAT,Fall,4,40.25,62.5,1.233333333,22.57969348,15.14721104
2022,351,SAT,Fall,6,222.25,284.75,3.488888889,30.76046059,21.70321386
2022,351,SAT,Fall,9,572.5,729.5,4,32.62906204,25.94463613
2022,351,SAT,Fall,15,289.25,357.75,4,38.62633778,31.03518946
2022,351,SAT,Fall,18,273,355,4,25.88224887,19.62737206
2022,351,SAT,Fall,21,140,206.5,2.155555556,27.26955147,19.57813952
2022,351,SAT,Fall,24,61.75,97,1.466666667,10.10562634,6.933582519
2022,351,SAT,Summer,4,26.8333333,41.6666666,1.25,20.58305792,13.80780134
2022,351,SAT,Summer,6,148.1666666,189.8333332,3.5,30.02300711,21.18289945
2022,351,SAT,Summer,9,381.6666665,486.3333332,4,30.93783486,24.59987562
2022,351,SAT,Summer,15,192.8333332,238.4999999,4,37.19574034,29.88574413
2022,351,SAT,Summer,18,181.9999999,236.6666666,4,28.96741544,21.9669567
2022,351,SAT,Summer,21,93.3333332,137.6666665,2.166666667,32.33520769,23.21502087
2022,351,SAT,Summer,24,41.5,64.9999998,1.5,13.28298197,9.187395866
2022,351,SUN,Fall,4,45.9,73.8,1.25,19.21439532,12.24917702
2022,351,SUN,Fall,6,254.1,339.6,3.5,25.37477629,17.0574885
2022,351,SUN,Fall,9,649.2,878.7,4,31.13592781,23.3951902
2022,351,SUN,Fall,15,327.6,427.5,4,34.91656047,26.47839169
2022,351,SUN,Fall,18,315.6,431.7,4,24.54436771,17.93102419
2022,351,SUN,Fall,21,163.8,242.1,2.166666667,19.77902329,13.8453163
2022,351,SUN,Fall,24,72.9,116.4,1.5,4.212419636,2.843383254
2022,351,SUN,Summer,4,30.6,49.2,1.25,19.2901006,12.29743913
2022,351,SUN,Summer,6,169.4,226.4,3.5,25.95080965,17.44471093
2022,351,SUN,Summer,9,432.8,585.8,4,28.5372141,21.44254559
2022,351,SUN,Summer,15,216.8,285,4,32.52419126,24.48348842
2022,351,SUN,Summer,18,210.4,287.8,4,27.23672356,19.89793971
2022,351,SUN,Summer,21,109.2,161.4,2.166666667,25.12759103,17.58931372
2022,351,SUN,Summer,24,48.6,77.6,1.5,6.974929689,4.70807754
2022,352,MF,Fall,4,223.2,471.6,2,20.5389015,15.91764866
2022,352,MF,Fall,6,427.2,752.4,2.333333333,18.26338236,15.48039076
2022,352,MF,Fall,9,64.8,120,1,18.68462966,16.81616669
2022,352,MF,Fall,15,506.4,934.8,2.666666667,16.27324064,14.30689073
2022,352,MF,Fall,18,120,300,2,38.14976061,31.79146718
2022,352,MF,Summer,4,148.8,314.4,2,13.64416522,10.57422804
2022,352,MF,Summer,6,284.8,501.6,2.333333333,17.19513653,14.57492525
2022,352,MF,Summer,9,43.2,80,1,16.98937004,15.29043304
2022,352,MF,Summer,15,336.8,637.6,2.666666667,15.53397687,13.62459221
2022,352,MF,Summer,18,78.4,198.4,2,38.36454619,31.33104605
2022,354,MF,Fall,4,136.8,266.4,2,28.24947387,26.83700018
2022,354,MF,Fall,6,505.2,906,3.5,26.67956148,26.74308424
2022,354,MF,Fall,15,570,757.3333332,3.5,21.48743868,24.30126993
2022,354,MF,Fall,18,73.2,226.8,1,40.89602747,41.57762792
2022,354,MF,Summer,4,88,174.4,2,26.86950366,24.63037835
2022,354,MF,Summer,6,336.8,600.8,3.5,22.09597975,22.14858922
2022,354,MF,Summer,15,378.4,535.2,3.5,18.30682395,20.61697079
2022,354,MF,Summer,18,48.8,151.2,1,32.48295807,33.0243407
2022,360,MF,Fall,4,30,30,1,4.067821031,1.69492543
2022,360,MF,Fall,6,330,432,1.833333333,9.8953891,4.123078792
2022,360,MF,Fall,9,738,858,1.916666667,8.631432704,3.846616748
2022,360,MF,Fall,15,411.6,468,2.166666667,9.57964288,4.212586549
2022,360,MF,Fall,18,162,300,2,4.175620889,1.565857833
2022,360,MF,Summer,4,20,20,1,3.282628769,1.367761987
2022,360,MF,Summer,6,220,288,1.833333333,5.19348452,2.163951883
2022,360,MF,Summer,9,492,572,1.916666667,7.444671463,3.317734021
2022,360,MF,Summer,15,274.4,312,2.166666667,7.56366076,3.326071334
2022,360,MF,Summer,18,108,200,2,5.049443896,1.893541461
2022,360,SAT,Fall,6,17.75,32.75,1,3.064015444,1.20858387
2022,360,SAT,Fall,9,74,92.75,1,7.882695273,3.240663612
2022,360,SAT,Fall,15,37.25,44.75,1,8.559808381,3.54280958
2022,360,SAT,Fall,18,35.5,43,1,3.274291014,1.2915259
2022,360,SAT,Fall,21,6.25,7.5,1,0.682494419,0.284372675
2022,360,SAT,Summer,6,11.8333333,21.8333333,1,4.243567939,1.673851793
2022,360,SAT,Summer,9,49.3333331,61.6666664,1,7.774892425,3.196344649
2022,360,SAT,Summer,15,24.8333332,29.8333332,1,11.40121819,4.718837504
2022,360,SAT,Summer,18,23.6666666,28.6666666,1,5.327032094,2.101218209
2022,360,SAT,Summer,21,4.1666666,5,1,3.846297799,1.602624057
2022,360,SUN,Fall,6,14.7,34.8,1,2.675213523,1.092378855
2022,360,SUN,Fall,9,89.1,100.8,1,5.976323303,2.465233363
2022,360,SUN,Fall,15,44.4,50.4,1,6.05635903,2.48983649
2022,360,SUN,Fall,18,21,37.8,1,3.492238193,1.358092631
2022,360,SUN,Summer,6,9.8,23.2,1,2.073222068,0.846565678
2022,360,SUN,Summer,9,59.4,67.2,1,6.264856052,2.584253122
2022,360,SUN,Summer,15,29.6,33.6,1,6.755666362,2.777329504
2022,360,SUN,Summer,18,14,25.2,1,6.721604178,2.61395718
2022,361,MF,Fall,4,74.4,212.4,1.5,2.997847553,1.032591935
2022,361,MF,Fall,6,356.4,463.2,2.166666667,9.561364433,3.64067338
2022,361,MF,Fall,9,693.6,816,1.916666667,10.22799941,4.283901202
2022,361,MF,Fall,15,393.6,451.2,2.166666667,14.43662603,6.070786331
2022,361,MF,Fall,18,176.4,313.2,2,8.50486773,3.47282099
2022,361,MF,Summer,4,49.6,141.6,1.5,3.031672106,1.044242614
2022,361,MF,Summer,6,245.6,310.4,2.166666667,8.049919096,3.168365593
2022,361,MF,Summer,9,465.6,542.4,1.916666667,12.20885949,5.148953787
