SeasonYear,Lineno_renamed,DayType,Season,Hour_Range,Annual_Revenue_Hours,Annual_Service_Hours,Average_Trips_Per_Clock_Hour_Per_Direction,Average_Boardings_Per_Revenue_Hour,Average_Boardings_Per_Trip
2023,2,SUN,Fall,9,572.1,762.6,5.583333333,81.75810142,38.78425358
2023,2,SUN,Fall,15,369,473.4,6.833333333,89.0716172,44.5358086
2023,2,SUN,Fall,18,269.4,345.3,4.5,70.0848597,38.84950865
2023,2,SUN,Fall,21,216.6,281.4,4,43.59437057,21.85773302
2023,2,SUN,Fall,24,90.6,130.2,3,11.3771162,4.772068183
2023,2,SUN,Summer,4,0,3.4,NULL,NULL,NULL
2023,2,SUN,Summer,6,119.8,167.8,3.833333333,51.05012109,22.15871198
2023,2,SUN,Summer,9,401.8,526.8,5.916666667,90.85515615,42.8469504
2023,2,SUN,Summer,15,259.2,317,7.333333333,105.1866915,51.63710312
2023,2,SUN,Summer,18,197,253.8,5.333333333,107.2560954,55.02461144
2023,2,SUN,Summer,21,144.4,187.2,4,75.49665191,37.85318242
2023,2,SUN,Summer,24,60.4,87.2,3,22.17649092,9.301805912
2023,3,MF,Fall,4,251.85,319.9833333,1.746575342,49.87045852,28.67551365
2023,3,MF,Fall,6,1344.416667,1582.883333,4.164383562,91.52505065,67.42345398
2023,3,MF,Fall,9,3129.266666,3772.883333,4.248858447,88.61197047,74.48038825
2023,3,MF,Fall,15,1956.4,2188.783333,5,105.6457368,94.37685823
2023,3,MF,Fall,18,1300.616667,1539.083333,3.831050228,76.80624123,59.4970086
2023,3,MF,Fall,21,1143.666667,1416.2,3.831050228,52.12403848,35.50477983
2023,3,MF,Fall,24,512.2166665,614.4166665,2.164383562,20.59781943,12.04400275
2023,3,MF,Summer,4,169.05,214.7833333,1.744897959,49.17048109,28.27302663
2023,3,MF,Summer,6,902.4166666,1062.483333,4.163265306,82.8451219,61.02923979
2023,3,MF,Summer,9,2100.466667,2532.483333,4.24829932,86.25151293,72.49636969
2023,3,MF,Summer,15,1306.666667,1464.283333,5,103.3346812,91.85304992
2023,3,MF,Summer,18,873.0166666,1036.35,3.829931973,79.607896,61.66727596
2023,3,MF,Summer,21,767.6666666,950.5999999,3.829931973,57.56628845,39.21181967
2023,3,MF,Summer,24,343.8166665,412.4166665,2.163265306,24.24707045,14.17780091
2023,3,SAT,Fall,4,47.1333333,54.6,1.75,29.83906237,16.74302943
2023,3,SAT,Fall,6,200.2,237.9999999,3.833333333,59.62067542,37.06850689
2023,3,SAT,Fall,9,561.8666665,666.8666664,3.916666667,100.2314634,85.58771763
2023,3,SAT,Fall,15,331.8,390.8333333,4.666666667,103.1734516,87.32895727
2023,3,SAT,Fall,18,274.1666665,330.1666666,4.166666667,70.90871136,55.5451572
2023,3,SAT,Fall,21,229.3666666,267.8666666,3.833333333,55.65016482,39.64066087
2023,3,SAT,Fall,24,53.6666666,68.8333332,2,39.6734272,25.34691179
2023,3,SAT,Summer,4,30.3,35.1,1.722222222,28.68683604,16.09650244
2023,3,SAT,Summer,6,128.7,153,3.814814815,60.1407784,37.39187527
2023,3,SAT,Summer,9,354.9,421.5,3.907407407,97.44654195,81.75833981
2023,3,SAT,Summer,15,210,251.7,4.666666667,101.0112385,84.17603208
2023,3,SAT,Summer,18,171.6,204.45,4.148148148,74.87910368,57.10779641
2023,3,SAT,Summer,21,147.45,172.5,3.814814815,59.99322458,42.73430418
2023,3,SAT,Summer,24,34.5,44.25,2,48.51253579,30.99412009
2023,3,SUN,Fall,4,58.8,68.4,1.75,28.16728594,15.33552235
2023,3,SUN,Fall,6,194.1,238.5,3,52.70833785,31.57619869
2023,3,SUN,Fall,9,682.5,808.8,4.083333333,92.32046718,71.43845675
2023,3,SUN,Fall,15,342.3,411,4,104.1367379,82.51390137
2023,3,SUN,Fall,18,301.2,369,3.833333333,66.57041799,48.43239106
2023,3,SUN,Fall,21,256.2,313.2,3.666666667,44.08296429,28.52034205
2023,3,SUN,Fall,24,63.6,81.9,2,24.28324031,14.3001304
2023,3,SUN,Summer,4,39.2,45.6,1.75,27.7934773,15.13200431
2023,3,SUN,Summer,6,129.4,159,3,53.13012311,31.8288793
2023,3,SUN,Summer,9,451.8,538.4,4.083333333,89.08576041,68.45058938
2023,3,SUN,Summer,15,227.8,274,4,99.13535013,78.41330819
2023,3,SUN,Summer,18,199.6,246.8,3.833333333,70.78396448,51.19014243
2023,3,SUN,Summer,21,170.8,208.8,3.666666667,53.87467192,34.85528017
2023,3,SUN,Summer,24,42.4,54.6,2,30.80995849,18.14364222
2023,4,MF,Fall,4,216.5666666,506.1333333,3,19.83430643,9.806962621
2023,4,MF,Fall,6,1616.95,2061.033333,4.164383562,54.8272006,48.57689973
2023,4,MF,Fall,9,3730.3,4526,4.082191781,50.41418201,52.57478981
2023,4,MF,Fall,15,2449.15,2894.45,4.99543379,59.83462778,66.91505874
2023,4,MF,Fall,18,1277.5,1968.566667,3.164383562,53.22740925,49.02524536
2023,4,MF,Fall,21,809.0833332,1080.4,3,41.52569756,25.56906377
2023,4,MF,Fall,24,42.5833333,165.4666666,1,17.39420298,10.1466184
2023,4,MF,Summer,4,145.3666666,328.3,3,21.23824682,10.50113315
2023,4,MF,Summer,6,949.7833332,1267.466667,3.993197279,45.65238969,36.87064528
2023,4,MF,Summer,9,2250.733333,2776.666667,4.163265306,42.34499583,38.90093616
2023,4,MF,Summer,15,1454.483333,1793.4,5,52.79802659,52.24071409
2023,4,MF,Summer,18,771.7499999,1263.383333,3.163265306,46.3544037,38.42536096
2023,4,MF,Summer,21,483.4666665,654.1499999,3,34.60134289,18.96666202
2023,4,MF,Summer,24,25.3166666,98,1,13.17462264,6.806888344
2023,4,SAT,Fall,4,9.3333333,43.8666666,1,7.122026319,4.748017529
2023,4,SAT,Fall,6,226.3333333,311.0333332,3.833333333,30.87493415,21.70194647
2023,4,SAT,Fall,9,865.4333332,1064.233333,4.833333333,52.53914407,55.9964613
2023,4,SAT,Fall,15,441.9333332,556.0333332,4.666666667,56.97286849,64.23012671
2023,4,SAT,Fall,18,230.2999999,352.5666666,3,52.89777681,48.34269046
2023,4,SAT,Fall,21,145.3666665,199.7333333,2.833333333,46.34425175,28.30634197
2023,4,SAT,Fall,24,7.4666666,39.9,1,51.71947767,27.58372118
2023,4,SAT,Summer,4,6,28.2,1,8.667439679,5.77829312
2023,4,SAT,Summer,6,134.1,184.35,3.62962963,26.73479552,18.10674787
2023,4,SAT,Summer,9,501.6,631.35,4.888888889,40.93568888,38.66919311
2023,4,SAT,Summer,15,254.4,324.9,4.62962963,46.92081938,47.36768433
2023,4,SAT,Summer,18,123.9,196.05,2.777777778,45.0482437,36.48024441
2023,4,SAT,Summer,21,86.1,111.6,3,40.66541076,21.61291276
2023,4,SAT,Summer,24,4.35,18.75,1,20.00647582,9.669796648
2023,4,SUN,Fall,4,0,6.9,NULL,NULL,NULL
2023,4,SUN,Fall,6,162.9,242.1,2.5,31.30568964,18.88776608
2023,4,SUN,Fall,9,779.1,992.7,3.833333333,60.73457624,57.1477154
2023,4,SUN,Fall,15,435.3,537,4,65.60263124,66.10376245
2023,4,SUN,Fall,18,270.9,411,3,48.56184319,40.60309666
2023,4,SUN,Fall,21,180,236.7,3,34.50318958,19.16843866
2023,4,SUN,Fall,24,9.6,37.8,1,17.47284413,9.318850201
2023,4,SUN,Summer,4,0,4.6,NULL,NULL,NULL
2023,4,SUN,Summer,6,107,159.8,2.5,28.29155081,16.8177552
2023,4,SUN,Summer,9,472.4,609.6,3.833333333,47.70314407,40.82421243
2023,4,SUN,Summer,15,256.6,321.2,4,53.70935193,47.85354064
2023,4,SUN,Summer,18,159.6,241.2,3,49.96256424,36.91678357
2023,4,SUN,Summer,21,108.2,149.8,3,35.19817078,17.63167629
2023,4,SUN,Summer,24,6,24.4,1,9.743432562,4.871716281
2023,7,MF,Fall,4,265.2333333,493.9666666,3,38.76086944,23.47185983
2023,7,MF,Fall,6,2275.166667,2922.433333,4.662100457,64.70925105,72.0275592
2023,7,MF,Fall,9,4522.35,5572.333333,4.164383562,63.3578266,78.50034715
2023,7,MF,Fall,15,2647.466667,3123.183333,4.493150685,70.47873659,94.66773507
2023,7,MF,Fall,18,1491.633333,1930.85,3,56.78343279,64.45971166
2023,7,MF,Fall,21,1204.5,1540.3,2.831050228,41.0643931,39.85661683
2023,7,MF,Fall,24,289.5666666,517.0833333,1.5,16.03145711,12.71828931
2023,7,MF,Summer,4,178.0333333,331.5666666,3,37.91977592,22.96253097
2023,7,MF,Summer,6,1467.55,1861.183333,4.496598639,62.74244921,69.59764273
2023,7,MF,Summer,9,3015.95,3738.7,4.163265306,65.02007675,80.03971447
2023,7,MF,Summer,15,1739.5,2070.25,4.489795918,72.811059,95.73305904
2023,7,MF,Summer,18,977.5499999,1283.8,3,68.72984278,76.17557574
2023,7,MF,Summer,21,806.8666665,1038.8,2.829931973,47.39158301,45.90478824
2023,7,MF,Summer,24,194.3666666,347.0833333,1.5,19.24556018,15.26814441
2023,7,SAT,Fall,4,20.0666666,61.6,1.5,20.13746523,9.621233356
2023,7,SAT,Fall,6,278.8333332,375.1999999,3.666666667,45.01295568,40.75036516
2023,7,SAT,Fall,9,872.4333332,1041.833333,4.25,60.76095323,74.24353075
2023,7,SAT,Fall,15,511.4666666,602.4666665,4.666666667,56.04715459,73.12819217
2023,7,SAT,Fall,18,304.0333332,397.3666666,3.166666667,58.05371895,66.35438225
2023,7,SAT,Fall,21,242.1999999,314.5333332,2.833333333,53.83383487,54.7838437
2023,7,SAT,Fall,24,59.5,101.2666666,1.5,32.85789362,27.92920957
2023,7,SAT,Summer,4,12.9,39.6,1.444444444,22.95396273,10.9668933
2023,7,SAT,Summer,6,179.25,241.2,3.62962963,46.1056543,41.73958855
2023,7,SAT,Summer,9,560.85,669.75,4.222222222,60.84024307,74.34041466
2023,7,SAT,Summer,15,328.8,387.3,4.666666667,58.55293283,76.39763617
2023,7,SAT,Summer,18,195.45,255.45,3.148148148,66.20916005,75.67590837
2023,7,SAT,Summer,21,155.7,202.2,2.814814815,58.17790687,59.20457582
2023,7,SAT,Summer,24,38.25,65.1,1.5,27.88545924,23.70264036
2023,7,SUN,Fall,4,14.7,37.2,1,19.80681258,16.17556361
2023,7,SUN,Fall,6,216,280.8,2.166666667,47.14453972,43.51803666
2023,7,SUN,Fall,9,933.9,1124.4,3.75,63.51482499,73.23024081
2023,7,SUN,Fall,15,520.2,585.9,4,64.76998725,77.99385964
2023,7,SUN,Fall,18,339.9,425.4,3,52.92331071,55.52047318
2023,7,SUN,Fall,21,283.5,358.5,2.833333333,35.87871736,33.24057638
2023,7,SUN,Fall,24,70.5,129,1.5,15.83140266,12.40126542
2023,7,SUN,Summer,4,9.8,24.8,1,23.86356761,19.48858022
2023,7,SUN,Summer,6,141.2,186.4,2.166666667,52.02893822,47.09285947
2023,7,SUN,Summer,9,613,744.6,3.75,63.95942209,72.60578841
2023,7,SUN,Summer,15,335.8,391,4,62.27714103,72.61341652
2023,7,SUN,Summer,18,223.8,283.6,3,61.64338154,63.86939254
2023,7,SUN,Summer,21,189,239,2.833333333,42.26744028,39.15954026
2023,7,SUN,Summer,24,47,86,1.5,20.85315781,16.33497362
2023,8,MF,Fall,4,264.7263888,390.0430555,2.246575342,42.02725757,16.93413109
2023,8,MF,Fall,6,1267.036667,1562.686667,4.493150685,90.25476868,58.01933092
2023,8,MF,Fall,9,2899.600555,3330.300555,4.164383562,85.0694282,67.58009897
2023,8,MF,Fall,15,1455.113055,1699.663055,3.831050228,102.2620841,88.6259045
2023,8,MF,Fall,18,1341.395278,1576.211944,4.164383562,65.4284479,48.09063618
2023,8,MF,Fall,21,1085.315,1271.465,4.328767123,42.74979473,24.44520203
2023,8,MF,Fall,24,311.4166665,447.6833332,2.164383562,20.79316797,8.063934066
2023,8,MF,Summer,4,177.6930555,261.8097221,2.244897959,41.90799925,16.88607809
2023,8,MF,Summer,6,850.4766665,1048.926667,4.489795918,80.58484317,51.80312078
2023,8,MF,Summer,9,1900.655555,2197.922222,4.081632653,82.65110671,65.4274407
2023,8,MF,Summer,15,1012.544166,1176.694167,4,99.12162199,85.34440485
2023,8,MF,Summer,18,879.1280554,1054.711389,4.163265306,70.94790322,50.91615689
2023,8,MF,Summer,21,709.7105554,859.9772221,4.326530612,48.40014768,26.9623985
2023,8,MF,Summer,24,205.7455555,292.3122221,2.163265306,23.44018635,8.947521637
2023,8,SAT,Fall,4,42.1166665,57.0499999,2.5,22.34438678,7.468818145
2023,8,SAT,Fall,6,188.9727776,236.5727776,4,52.56840252,29.56546737
2023,8,SAT,Fall,9,541.162222,650.1288887,4.166666667,80.82364868,62.48386473
2023,8,SAT,Fall,15,279.4944443,335.4944443,4.166666667,90.12891776,71.97294796
2023,8,SAT,Fall,18,230.4983332,281.1316665,4,68.39093153,46.91665394
2023,8,SAT,Fall,21,206.0955554,248.0955554,4,45.55950081,27.94526971
2023,8,SAT,Fall,24,68.8177776,101.7177776,2.166666667,28.45344817,11.65537541
2023,8,SAT,Summer,4,27.075,36.675,2.5,22.61712134,7.559982225
2023,8,SAT,Summer,6,121.4825,152.0825,4,55.29934274,31.10140002
2023,8,SAT,Summer,9,346.075,408.625,4.12962963,81.17645857,62.42920644
2023,8,SAT,Summer,15,179.675,215.675,4.148148148,85.12685332,67.97852164
2023,8,SAT,Summer,18,148.1775,180.7275,4,69.00083701,47.33505336
2023,8,SAT,Summer,21,132.49,159.49,4,50.13624819,30.75255335
2023,8,SAT,Summer,24,44.24,65.39,2.148148148,32.14546111,13.16773333
2023,8,SUN,Fall,4,29.925,63.225,2,26.61308794,11.06106468
2023,8,SUN,Fall,6,188.48,228.08,3.166666667,47.7718005,26.32757005
2023,8,SUN,Fall,9,626.215,742.615,4.083333333,80.93798767,57.46551241
2023,8,SUN,Fall,15,323.035,369.535,4,82.54538302,61.7246477
2023,8,SUN,Fall,18,303.76,369.46,4.333333333,56.43632246,36.63054981
2023,8,SUN,Fall,21,230.191111,285.991111,4,40.76053541,21.7192429
2023,8,SUN,Fall,24,72.8905555,104.3905555,2,18.27740632,7.401390556
2023,8,SUN,Summer,4,19.95,42.15,2,32.97736252,13.7062163
2023,8,SUN,Summer,6,125.6533332,152.0533332,3.166666667,51.67307198,28.47760408
2023,8,SUN,Summer,9,417.4766665,495.0766665,4.083333333,78.92192261,56.03411763
2023,8,SUN,Summer,15,212.5299998,245.9299998,4,79.65429074,58.78099443
2023,8,SUN,Summer,18,200.5066665,246.7066665,4.333333333,65.92573605,42.36714606
2023,8,SUN,Summer,21,153.4699999,190.6699999,4,48.90715388,26.06173924
2023,8,SUN,Summer,24,48.5899999,69.5899999,2,24.45474138,9.902132345
2023,9,MF,Fall,4,336.8949999,593.6116666,2.5,54.85474167,28.12829252
2023,9,MF,Fall,6,2271.922222,3022.605555,7.328767123,82.99787977,58.70632859
2023,9,MF,Fall,9,3630.249444,5004.016111,5.831050228,77.83878269,55.29827741
2023,9,MF,Fall,15,2988.225,3815.275,8.328767123,87.6581209,71.80432794
2023,9,MF,Fall,18,1309.761944,1952.161944,4.333333333,65.52139205,45.21466061
2023,9,MF,Fall,21,1071.295278,1517.811944,4.164383562,49.16480748,28.86028826
2023,9,MF,Fall,24,458.0344443,698.9344443,2.662100457,13.48252425,5.639689955
2023,9,MF,Summer,4,226.1349999,398.4516666,2.5,58.78799547,30.14517766
2023,9,MF,Summer,6,1333.888889,1752.838889,7.163265306,72.26742122,45.75069301
2023,9,MF,Summer,9,2356.709444,3125.192778,5.911564626,71.93468155,48.72927375
2023,9,MF,Summer,15,1714.237778,2241.804444,8,81.19511788,59.17846022
2023,9,MF,Summer,18,907.738611,1297.288611,4.496598639,67.50168957,46.31435369
2023,9,MF,Summer,21,707.6552776,1021.255278,4.163265306,52.87528911,30.5448795
2023,9,MF,Summer,24,305.8144443,468.3311109,2.659863946,15.50731786,6.452192918
2023,9,SAT,Fall,4,56.8983333,83.4983333,2.25,22.04596654,11.19981029
2023,9,SAT,Fall,6,186.0522221,279.3855554,3.833333333,60.33848707,34.8636944
2023,9,SAT,Fall,9,675.8733332,895.4399999,5.416666667,76.91292754,57.12461176
2023,9,SAT,Fall,15,365.6216666,487.1883333,5.833333333,86.14826449,64.28096334
2023,9,SAT,Fall,18,230.5877777,311.5544443,4.166666667,72.70000622,47.89637964
2023,9,SAT,Fall,21,196.097222,277.7638888,4.166666667,52.02377556,29.14776533
2023,9,SAT,Fall,24,87.391111,139.191111,2.666666667,24.14401929,10.0474889
2023,9,SAT,Summer,4,36.5775,53.6775,2.222222222,23.7929997,12.08733953
2023,9,SAT,Summer,6,119.605,179.605,3.814814815,63.37527785,36.61835801
2023,9,SAT,Summer,9,434.49,575.64,5.37037037,72.14749553,53.58523988
2023,9,SAT,Summer,15,235.0425,313.1925,5.814814815,77.51707473,57.84065726
2023,9,SAT,Summer,18,148.235,200.285,4.148148148,74.89827411,49.34464739
2023,9,SAT,Summer,21,126.0625,178.5625,4.148148148,62.89035587,35.23606883
2023,9,SAT,Summer,24,56.18,87.68,2.62962963,28.33732753,11.79252638
2023,9,SUN,Fall,4,56.69,94.49,2.25,15.62925721,6.152934663
2023,9,SUN,Fall,6,222.76,297.16,3.666666667,63.61120825,35.78291099
2023,9,SUN,Fall,9,817.465,1116.865,5.583333333,80.96350657,54.87962927
2023,9,SUN,Fall,15,444.58,576.88,5.833333333,83.01793813,58.58430942
2023,9,SUN,Fall,18,298.915,427.315,4.5,67.35982946,41.42976013
2023,9,SUN,Fall,21,226.34,328.04,3.833333333,50.14371078,27.41431763
2023,9,SUN,Fall,24,98.865,153.165,2.5,14.4351312,5.663211293
2023,9,SUN,Summer,4,37.7933333,62.9933333,2.25,17.40811121,6.853234887
2023,9,SUN,Summer,6,148.5066666,198.1066666,3.666666667,62.31588911,35.05426124
2023,9,SUN,Summer,9,544.9766666,744.5766666,5.583333333,77.525817,52.54945439
2023,9,SUN,Summer,15,296.3866666,384.5866666,5.833333333,76.15356795,53.74024322
2023,9,SUN,Summer,18,199.2766666,284.8766666,4.5,72.67018444,44.69590159
2023,9,SUN,Summer,21,150.8933333,218.6933333,3.833333333,58.91422556,32.20928939
2023,9,SUN,Summer,24,65.9099999,102.1099999,2.5,17.89978723,7.022470087
2023,10,MF,Fall,4,728.7833333,851.6666666,4.493150685,24.49269812,13.58437609
2023,10,MF,Fall,6,1760.516667,2047.65,5.666666667,78.59238802,55.74665954
2023,10,MF,Fall,9,2956.5,3578.216667,4.082191781,76.21679945,62.99551791
2023,10,MF,Fall,15,1878.533333,2098.75,4.662100457,97.50310992,89.61000102
2023,10,MF,Fall,18,1380.916667,1591.4,3.99543379,62.92427841,49.59656666
2023,10,MF,Fall,21,927.0999999,1122.983333,2.99543379,39.19169086,27.65191521
2023,10,MF,Fall,24,270.1,322.4166665,2,16.09293652,9.923977518
2023,10,MF,Summer,4,489.1833333,571.6666666,4.489795918,25.12931874,13.93746475
2023,10,MF,Summer,6,1168.65,1374.45,5.666666667,77.46332705,54.33824559
2023,10,MF,Summer,9,1983.683333,2401.816667,4.081632653,74.40205976,61.47027318
2023,10,MF,Summer,15,1213.566667,1394.05,4.659863946,99.651274,88.14392449
2023,10,MF,Summer,18,906.4999999,1077.183333,3.993197279,71.5230239,55.13233092
2023,10,MF,Summer,21,615.7666666,750.5166665,2.993197279,46.10661604,32.1892486
2023,10,MF,Summer,24,181.3,216.4166665,2,20.59267837,12.69881833
2023,10,SAT,Fall,4,63.9333333,74.1999999,2.5,18.68175911,10.66417082
2023,10,SAT,Fall,6,208.8333332,242.1999999,3.833333333,46.15884782,29.93635418
2023,10,SAT,Fall,9,591.9666665,687.3999997,4.083333333,68.14056571,58.80020924
2023,10,SAT,Fall,15,296.7999999,353.4999999,4,76.13303638,67.25084878
2023,10,SAT,Fall,18,249.9,291.8999999,3.833333333,59.57014628,46.23161352
2023,10,SAT,Fall,21,171.2666666,198.3333332,2.833333333,45.16365317,32.50011903
2023,10,SAT,Fall,24,55.0666666,64.8666666,2,25.82853618,16.93204037
2023,10,SAT,Summer,4,41.1,47.7,2.5,19.29110425,11.01200534
2023,10,SAT,Summer,6,134.25,152.55,3.814814815,47.94277924,31.09332422
2023,10,SAT,Summer,9,379.35,434.4,4.074074074,63.02637072,54.21554134
2023,10,SAT,Summer,15,188.7,226.35,4,75.31595462,65.7968548
2023,10,SAT,Summer,18,160.05,188.25,3.814814815,66.77424259,51.62907018
2023,10,SAT,Summer,21,110.1,127.5,2.814814815,56.06804163,40.34700251
2023,10,SAT,Summer,24,35.4,41.7,2,31.84194316,20.87416274
2023,10,SUN,Fall,4,30.3,37.5,1.5,24.01678431,13.47608453
2023,10,SUN,Fall,6,239.7,273.6,3.666666667,40.09166314,24.26760519
2023,10,SUN,Fall,9,691.5,822,4,64.38779901,51.53259608
2023,10,SUN,Fall,15,356.4,424.8,4,78.27314712,64.57534637
2023,10,SUN,Fall,18,301.5,352.2,3.833333333,53.34465649,38.84882592
2023,10,SUN,Fall,21,216.6,255.6,3,32.68149321,21.84818343
2023,10,SUN,Fall,24,63.6,79.5,2,12.18817323,7.177479794
2023,10,SUN,Summer,4,20.2,25,1.5,23.35761263,13.10621597
2023,10,SUN,Summer,6,159.8,182.4,3.666666667,42.24064736,25.56839185
2023,10,SUN,Summer,9,457,546.8,4,62.19271142,49.34387
2023,10,SUN,Summer,15,233.2,282.8,4,72.98310986,59.0960459
2023,10,SUN,Summer,18,200.2,236,3.833333333,60.27790666,43.72332215
2023,10,SUN,Summer,21,144.4,170.4,3,40.89498512,27.33905487
2023,10,SUN,Summer,24,42.4,53,2,18.42121762,10.84805038
2023,14,MF,Fall,4,745.8166666,1148.533333,3.746575342,26.228364,17.86443014
2023,14,MF,Fall,6,2030.616667,2464.966667,4.497716895,51.89303675,53.46264095
2023,14,MF,Fall,9,4616.033333,5550.433333,4.331050228,54.75813343,66.5872943
2023,14,MF,Fall,15,3153.6,3861.7,5.666666667,67.54719228,85.82466783
2023,14,MF,Fall,18,1508.666667,2303.15,3.99543379,64.64587885,55.66728457
2023,14,MF,Fall,21,832.1999999,1048.766667,2.99543379,44.72427119,28.32537175
2023,14,MF,Fall,24,601.0333333,944.1333333,2.328767123,16.52949703,9.720918494
2023,14,MF,Summer,4,436.9166666,673.7499999,3.5,24.45998909,15.57868352
2023,14,MF,Summer,6,1278.083333,1520.633333,4.659863946,42.62041716,39.70294812
2023,14,MF,Summer,9,2774.216667,3305.05,4.244897959,46.33771975,51.44092614
2023,14,MF,Summer,15,1884.866667,2310.35,5.659863946,57.01972168,64.51054786
2023,14,MF,Summer,18,930.9999999,1381.8,4.163265306,50.5995641,38.45566871
2023,14,MF,Summer,21,475.2999999,631.2833332,2.993197279,33.53273461,18.07041809
2023,14,MF,Summer,24,345.4499999,576.5666665,2.326530612,11.6259728,5.854507727
2023,14,SAT,Fall,4,107.0999999,146.7666666,3,15.02359487,9.577541719
2023,14,SAT,Fall,6,308.9333332,377.9999999,4.166666667,37.34287835,32.96131394
2023,14,SAT,Fall,9,1197.933333,1452.266666,5.75,53.51273678,66.36096391
2023,14,SAT,Fall,15,626.7333332,767.8999999,5.666666667,59.72687967,78.64039155
2023,14,SAT,Fall,18,295.8666665,440.2999999,3.833333333,63.3594727,58.21725459
2023,14,SAT,Fall,21,189.9333332,243.1333332,3.166666667,50.89587533,36.34144078
2023,14,SAT,Fall,24,86.0999999,145.1333332,2.166666667,46.36517105,30.91011402
2023,14,SAT,Summer,4,67.2,91.05,3,14.43507849,8.981826616
2023,14,SAT,Summer,6,175.05,220.95,4,34.26748769,27.77094315
2023,14,SAT,Summer,9,698.4,840,5.722222222,45.45366738,51.11890708
2023,14,SAT,Summer,15,357.3,465.45,5.666666667,54.69919494,63.86935409
2023,14,SAT,Summer,18,172.8,251.85,4,55.08616179,44.06892943
2023,14,SAT,Summer,21,104.85,134.55,3.111111111,38.96024719,23.88878314
2023,14,SAT,Summer,24,47.85,79.2,2.148148148,14.81619712,7.877278134
2023,14,SUN,Fall,4,98.4,127.8,2.25,16.86500096,10.24392651
2023,14,SUN,Fall,6,363,463.8,3.833333333,35.59682791,31.21171143
2023,14,SUN,Fall,9,1144.2,1377,4.666666667,59.05403742,67.03336272
2023,14,SUN,Fall,15,634.8,751.2,5,64.25233449,75.53218876
2023,14,SUN,Fall,18,302.7,441.3,3.666666667,63.50218927,48.54068862
2023,14,SUN,Fall,21,180,242.1,2.833333333,38.63060883,22.72388755
2023,14,SUN,Fall,24,108.6,174.6,1.833333333,14.03753227,7.69937376
2023,14,SUN,Summer,4,65.6,82.4,2.25,16.07477583,9.763937913
2023,14,SUN,Summer,6,222.8,283.8,3.833333333,32.43419073,26.18238295
2023,14,SUN,Summer,9,690.8,871.8,4.583333333,50.55141981,52.91048607
2023,14,SUN,Summer,15,390.6,490.2,5,52.88648511,57.38183634
2023,14,SUN,Summer,18,189.8,278,3.833333333,48.41789252,33.29607247
2023,14,SUN,Summer,21,105.8,143.2,2.833333333,32.30222233,16.75281923
2023,14,SUN,Summer,24,67.2,112.4,1.833333333,10.96228412,5.580799187
2023,16,MF,Fall,4,562.1,822.4666666,2.5,43.78927603,37.46415838
2023,16,MF,Fall,6,3494.266667,4181.683333,6.328767123,72.18047895,90.92207699
2023,16,MF,Fall,9,5208.55,6484.05,4.166666667,78.37089879,111.8352726
2023,16,MF,Fall,15,3895.833333,4488.366667,6.155251142,79.22250921,114.437409
2023,16,MF,Fall,18,2241.1,2760.616667,3.99543379,60.76328506,77.72636879
2023,16,MF,Fall,21,1327.383333,1719.15,2.666666667,42.25832138,48.02482148
2023,16,MF,Fall,24,396.6333333,525.5999999,1.5,14.63276693,15.90094006
2023,16,MF,Summer,4,375.6666666,547.9833333,2.5,43.59798886,37.13902754
2023,16,MF,Summer,6,2276.05,2705.616667,6.163265306,65.87463348,82.69937094
2023,16,MF,Summer,9,3594.216667,4453.15,4.75170068,75.25500834,96.80844854
2023,16,MF,Summer,15,2580.966667,3038.45,6.482993197,77.72834041,105.1988755
2023,16,MF,Summer,18,1559.316667,1940.85,4.646258503,63.42727836,72.29766978
2023,16,MF,Summer,21,952.5333332,1249.8,3.319727891,48.36749688,47.20456252
2023,16,MF,Summer,24,269.1666666,359.1999999,1.540816327,17.34150592,18.44962586
2023,16,SAT,Fall,4,45.9666666,70.2333333,2,22.97664454,18.8599957
2023,16,SAT,Fall,6,365.3999999,454.9999999,4,50.93319929,55.38985421
2023,16,SAT,Fall,9,1190,1376.666666,5,69.25033112,98.10463573
2023,16,SAT,Fall,15,692.5333333,795.4333332,5.666666667,64.77192818,94.2368053
2023,16,SAT,Fall,18,440.5333333,540.3999999,4,60.88008151,79.82055131
2023,16,SAT,Fall,21,272.3,331.5666666,2.666666667,49.24080044,59.85834804
2023,16,SAT,Fall,24,80.7333333,120.3999998,1.5,25.73287859,29.67858662
2023,16,SAT,Summer,4,29.55,45.15,2,21.69266885,17.80606568
2023,16,SAT,Summer,6,234.9,292.05,3.962962963,52.9288929,57.56017103
2023,16,SAT,Summer,9,798.75,950,6.148148148,66.29749172,79.15563754
2023,16,SAT,Summer,15,456,542.55,6.962962963,67.04970554,80.88535906
2023,16,SAT,Summer,18,301.8,379.5,5.333333333,62.70675888,65.71145774
2023,16,SAT,Summer,21,196.05,249.8,4,58.89732666,53.45750413
2023,16,SAT,Summer,24,52.85,79.85,1.555555556,28.13368869,30.97636348
2023,16,SUN,Fall,4,19.2,39.6,1,22.08751301,23.56001388
2023,16,SUN,Fall,6,395.4,479.1,3.333333333,45.94557554,50.46355713
2023,16,SUN,Fall,9,1341.3,1625.7,4.75,70.53446144,92.21040266
2023,16,SUN,Fall,15,640.8,781.2,4.5,73.3953896,96.77318036
