Year,line_no,DayType,sheet,Time_Range,direction_name_EastNorth,direction_name_WestSouth,Revenue_Hours,Service_Hours,Average_Trips_Per_Clock_Hour_Per_Direction,Average_Boardings_Per_Revenue_Hour,Average_Boardings_Per_Trip,Average_Peak_Passenger_Load_EastNorth,Average_Peak_Load_Factor_Percentage_EastNorth,Average_Peak_Passenger_Load_WestSouth,Average_Peak_Load_Factor_Percentage_WestSouth
2019,130,MF,Fall,15:00-18:00,NORTH,SOUTH,3622.8,3712.8,10.16666667,88.3908814,72.68060302,38.71793873,0.774358775,49.4744733,0.989489466
2019,130,MF,Fall,18:00-21:00,NORTH,SOUTH,1326,1507.2,4.666666667,96.84022286,62.57816589,39.18282992,0.783656598,45.26414191,0.905282838
2019,130,MF,Fall,21:00-24:00,NORTH,SOUTH,613.2,654,2.5,63.82294534,36.0943319,23.02746925,0.460549385,28.47803619,0.569560724
2019,130,MF,Fall,24:00-04:00,NORTH,SOUTH,222,249.6,1.5,16.32894957,8.386190123,5.654605263,0.113092105,6.472679094,0.129453582
2019,130,MF,Summer,04:00-06:00,NORTH,SOUTH,51.2,83.2,3,58.78125,20.9,NULL,NULL,15.32256944,0.306451389
2019,130,MF,Summer,06:00-09:00,NORTH,SOUTH,1629.6,1698.4,9.5,69.49652411,41.31600535,35.3528858,0.707057716,20.77336861,0.415467372
2019,130,MF,Summer,09:00-15:00,NORTH,SOUTH,3148,3255.2,8.666666667,66.62325619,42.04489812,25.18510472,0.503702094,28.82046131,0.576409226
2019,130,MF,Summer,15:00-18:00,NORTH,SOUTH,2167.2,2232.8,10,73.39444165,55.19656085,28.86046958,0.577209392,41.68672619,0.833734524
2019,130,MF,Summer,18:00-21:00,NORTH,SOUTH,864,959.2,4.666666667,81.56114954,52.07855653,36.65970569,0.733194114,31.52512401,0.63050248
2019,130,MF,Summer,21:00-24:00,NORTH,SOUTH,429.6,456.8,2.666666667,61.32400488,33.56607143,24.15729167,0.483145833,21.64041832,0.432808366
2019,130,MF,Summer,24:00-04:00,NORTH,SOUTH,147.2,165.6,1.5,20.21711953,10.27291667,6.654427083,0.133088542,7.910416667,0.158208333
2019,130,SAT,Fall,04:00-06:00,NORTH,SOUTH,11.75,17.5,1,30.85106383,12.08333333,6,0.12,13,0.26
2019,130,SAT,Fall,06:00-09:00,NORTH,SOUTH,238.5,252.5,4.488888889,50.25471805,29.69430199,28.73472222,0.574694444,14.89293981,0.297858796
2019,130,SAT,Fall,09:00-15:00,NORTH,SOUTH,976.75,985.75,8,61.70468493,42.01710069,23.13196925,0.462639385,32.45039683,0.649007937
2019,130,SAT,Fall,15:00-18:00,NORTH,SOUTH,466,471.75,7.666666667,70.63922597,47.56508645,29.7484127,0.594968254,34.20634921,0.684126984
2019,130,SAT,Fall,18:00-21:00,NORTH,SOUTH,323.5,332.5,5.155555556,62.18319212,42.81709877,35.76907407,0.715381481,23.16592593,0.463318519
2019,130,SAT,Fall,21:00-24:00,NORTH,SOUTH,136,150,2.666666667,59.42842643,33.25138889,33.62083333,0.672416667,13.51666667,0.270333333
2019,130,SAT,Fall,24:00-04:00,NORTH,SOUTH,45,55,1.5,24.56043956,16.125,11.78333333,0.235666667,12.78333333,0.255666667
2019,130,SAT,Summer,04:00-06:00,NORTH,SOUTH,7.833333333,11.66666667,1,22.9787234,9,3,0.06,10.76666667,0.215333333
2019,130,SAT,Summer,06:00-09:00,NORTH,SOUTH,159,168.3333333,4.5,47.32311296,27.62446581,25.80185185,0.516037037,14.67662037,0.293532407
2019,130,SAT,Summer,09:00-15:00,NORTH,SOUTH,651.5,657.5,8,55.63660429,37.87587632,22.47916667,0.449583333,28.00927579,0.560185516
2019,130,SAT,Summer,15:00-18:00,NORTH,SOUTH,313,318.5,7.666666667,61.66654398,41.8460588,27.31957973,0.546391595,28.6390873,0.572781746
2019,130,SAT,Summer,18:00-21:00,NORTH,SOUTH,215.6666667,221.6666667,5.166666667,59.53217198,40.97006173,33.42351852,0.66847037,27.0337037,0.540674074
2019,130,SAT,Summer,21:00-24:00,NORTH,SOUTH,90.66666667,100,2.666666667,46.3171566,25.97916667,26.08333333,0.521666667,12.84166667,0.256833333
2019,130,SAT,Summer,24:00-04:00,NORTH,SOUTH,30,36.66666667,1.5,14.3956044,8.625,10,0.2,11,0.22
2019,130,SUN,Fall,04:00-06:00,NORTH,SOUTH,6,18,1,42,14,9.611111111,0.192222222,NULL,NULL
2019,130,SUN,Fall,06:00-09:00,NORTH,SOUTH,178.2,178.2,3.333333333,39.78840513,19.73796296,13.73858025,0.274771605,15.06018519,0.301203704
2019,130,SUN,Fall,09:00-15:00,NORTH,SOUTH,939,961.2,7.833333333,61.36147589,34.01893597,19.85554086,0.397110817,26.0529321,0.521058642
2019,130,SUN,Fall,15:00-18:00,NORTH,SOUTH,472.5,479.4,7.833333333,60.08326522,33.55884259,22.80304233,0.456060847,22.63101852,0.45262037
2019,130,SUN,Fall,18:00-21:00,NORTH,SOUTH,232.5,241.8,3.666666667,56.97995586,33.27314815,28.73888889,0.574777778,18.62777778,0.372555556
2019,130,SUN,Fall,21:00-24:00,NORTH,SOUTH,108,109.2,2,45.36944444,22.68472222,18.07407407,0.361481481,13.53518519,0.270703704
2019,130,SUN,Fall,24:00-04:00,NORTH,SOUTH,41.4,43.8,1.5,14.48902821,6.366666667,4.819444444,0.096388889,6.494444444,0.129888889
2019,130,SUN,Summer,04:00-06:00,NORTH,SOUTH,4,12,1,15,5,4,0.08,NULL,NULL
2019,130,SUN,Summer,06:00-09:00,NORTH,SOUTH,118.8,118.8,3.333333333,46.89343596,23.2337963,15.80555556,0.316111111,16.66269841,0.333253968
2019,130,SUN,Summer,09:00-15:00,NORTH,SOUTH,626,640.8,7.833333333,65.29301541,36.10485645,20.73098545,0.414619709,27.27342372,0.545468474
2019,130,SUN,Summer,15:00-18:00,NORTH,SOUTH,315,319.6,7.833333333,56.62739201,31.62577712,22.94404762,0.458880952,19.76736111,0.395347222
2019,130,SUN,Summer,18:00-21:00,NORTH,SOUTH,155,161.2,3.666666667,73.57821612,43.00462963,34.60069444,0.692013889,21.75694444,0.435138889
2019,130,SUN,Summer,21:00-24:00,NORTH,SOUTH,72,72.8,2,64.13888889,32.06944444,24.36111111,0.487222222,16.98611111,0.339722222
2019,130,SUN,Summer,24:00-04:00,NORTH,SOUTH,27.6,29.2,1.541666667,19.97648903,8.453525641,6.9375,0.13875,7.208333333,0.144166667
2022,130,MF,Fall,04:00-06:00,NORTH,SOUTH,87.6,130.8,1.5,85.90918816,34.84094853,24.52020202,0.49040404,25.87345679,0.517469136
2022,130,MF,Fall,06:00-09:00,NORTH,SOUTH,1682.4,1798.8,6.333333333,72.83397421,43.8275886,31.86146442,0.637229288,21.69073312,0.433814662
2022,130,MF,Fall,09:00-15:00,NORTH,SOUTH,4140,4314.133333,6.916666667,73.46378,51.12980909,31.32555219,0.626511044,34.4243166,0.688486332
2022,130,MF,Fall,15:00-18:00,NORTH,SOUTH,2452.8,2518.333333,7.828703704,68.14854101,49.42233247,24.94337642,0.498867528,37.58616923,0.751723385
2022,130,MF,Fall,18:00-21:00,NORTH,SOUTH,1148.4,1186.8,4.166666667,70.37939399,44.87641302,26.74930671,0.534986134,30.49074959,0.609814992
2022,130,MF,Fall,21:00-24:00,NORTH,SOUTH,442.8,480,2,60.17086288,31.15982918,22.33813806,0.446762761,20.67510288,0.413502058
2022,130,MF,Fall,24:00-04:00,NORTH,SOUTH,266.4,315.6,1.75,13.58096605,7.180191974,6.339107883,0.126782158,4.722222222,0.094444444
2022,130,MF,Summer,06:00-09:00,NORTH,SOUTH,1124,1201.6,6.333333333,50.343262,29.76122805,19.08637153,0.381727431,15.02629299,0.30052586
2022,130,MF,Summer,09:00-15:00,NORTH,SOUTH,2762.4,2853.6,6.916666667,50.43850198,35.22166006,20.94719728,0.418943946,21.66938665,0.433387733
2022,130,MF,Summer,15:00-18:00,NORTH,SOUTH,1608,1640.8,7.666666667,50.02516037,36.42291746,18.33001969,0.366600394,26.09829395,0.521965879
2022,130,MF,Summer,18:00-21:00,NORTH,SOUTH,765.6,791.2,4.166666667,61.24462825,39.0506275,25.46551639,0.509310328,24.12275302,0.48245506
2022,130,MF,Summer,21:00-24:00,NORTH,SOUTH,295.2,320,2,57.75824563,29.66513399,23.04864927,0.460972985,16.07569444,0.321513889
2022,130,MF,Summer,24:00-04:00,NORTH,SOUTH,179.2,212,1.75,14.7810189,7.870379175,5.675130208,0.113502604,5.331225198,0.106624504
2022,130,SAT,Fall,06:00-09:00,NORTH,SOUTH,205.25,222.5,3.822222222,47.96174928,29.01590603,16.71814815,0.334362963,16.48564815,0.329712963
2022,130,SAT,Fall,09:00-15:00,NORTH,SOUTH,660.75,672.25,4.9,64.16278156,47.96784395,26.99171296,0.539834259,29.0112963,0.580225926
2022,130,SAT,Fall,15:00-18:00,NORTH,SOUTH,356,366.5,5.488888889,70.70671776,50.95701009,34.73703704,0.694740741,31.8462963,0.636925926
2022,130,SAT,Fall,18:00-21:00,NORTH,SOUTH,272,285.5,4.488888889,55.77968902,37.60542013,33.86666667,0.677333333,21.77777778,0.435555556
2022,130,SAT,Summer,09:00-15:00,NORTH,SOUTH,417.6666667,422.5,5.083333333,61.99204461,42.79395694,30.70952381,0.614190476,31.96964286,0.639392857
2022,130,SAT,Summer,15:00-18:00,NORTH,SOUTH,231.8333333,234.5,5.5,62.27547988,43.72708564,34.32555556,0.686511111,29.54,0.5908
2022,130,SUN,Fall,06:00-09:00,NORTH,SOUTH,178.2,180,3.333333333,37.66108661,18.70065118,14.36342593,0.287268519,14.92438272,0.298487654
2022,130,SUN,Fall,09:00-15:00,NORTH,SOUTH,544.8,546.6,4,72.68356089,45.96684263,34.52893519,0.690578704,35.95069444,0.719013889
2022,130,SUN,Fall,15:00-18:00,NORTH,SOUTH,273,273,4,81.90355566,51.69524273,39.15185185,0.783037037,36.82160494,0.736432099
2022,130,SUN,Fall,18:00-21:00,NORTH,SOUTH,259.5,263.1,3.833333333,54.70858008,34.34186719,31.74027778,0.634805556,24.88251029,0.497650206
2022,130,SUN,Fall,21:00-24:00,NORTH,SOUTH,100.8,102,1.833333333,39.32309197,19.86626553,17.13888889,0.342777778,18.58333333,0.371666667
2022,130,SUN,Fall,24:00-04:00,NORTH,SOUTH,48.6,51,1.5,13.25459778,5.732166808,4.805555556,0.096111111,5.805555556,0.116111111
2022,130,SUN,Summer,06:00-09:00,NORTH,SOUTH,118.8,120,3.333333333,38.65919946,19.19862316,9.568518519,0.19137037,8.675925926,0.173518519
2022,130,SUN,Summer,09:00-15:00,NORTH,SOUTH,364.4,365.6,4,66.68555699,42.3679241,18.82638889,0.376527778,20.37939815,0.407587963
2022,130,SUN,Summer,15:00-18:00,NORTH,SOUTH,182,182,4,74.00945611,46.56758424,15.37731481,0.307546296,17.71527778,0.354305556
2022,130,SUN,Summer,18:00-21:00,NORTH,SOUTH,172,174.4,3.833333333,56.71583624,35.20092379,15.52777778,0.310555556,14.79814815,0.295962963
2022,130,SUN,Summer,21:00-24:00,NORTH,SOUTH,67.2,68,1.833333333,47.4999064,23.92803706,14.11111111,0.282222222,16.09722222,0.321944444
2019,131,MF,Fall,04:00-06:00,EAST,WEST,0,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,131,MF,Fall,06:00-09:00,EAST,WEST,230.4,272.4,1.833333333,15.41483959,4.433880788,4.221256483,0.175885687,2.895452628,0.120643859
2019,131,MF,Fall,09:00-15:00,EAST,WEST,266.4,308.4,1,18.62042243,5.741296917,4.062067045,0.169252794,3.835101589,0.1597959
2019,131,MF,Fall,15:00-18:00,EAST,WEST,266.4,266.4,2,15.09519311,4.65435121,2.717906177,0.113246091,3.976947672,0.165706153
2019,131,MF,Fall,18:00-21:00,EAST,WEST,168,210,1.333333333,10.03049332,2.949041594,2.043952893,0.085164704,1.789635829,0.07456816
2019,131,MF,Fall,21:00-24:00,EAST,WEST,61.2,97.2,1,7.896411685,1.925319047,1.783602151,0.074316756,0.912515006,0.038021459
2019,131,MF,Fall,24:00-04:00,EAST,WEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,131,MF,Summer,04:00-06:00,EAST,WEST,0,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,131,MF,Summer,06:00-09:00,EAST,WEST,153.6,181.6,1.833333333,14.37956737,4.148369609,3.754012346,0.156417181,3.260089497,0.135837062
2019,131,MF,Summer,09:00-15:00,EAST,WEST,177.6,205.6,1,16.07343545,4.95597593,3.547637837,0.147818243,3.302832196,0.137618008
2019,131,MF,Summer,15:00-18:00,EAST,WEST,177.6,177.6,2,14.07121682,4.338625187,2.628576439,0.109524018,2.881468161,0.120061173
2019,131,MF,Summer,18:00-21:00,EAST,WEST,110.4,138.4,1.333333333,11.05427444,3.217006624,2.451388889,0.102141204,1.772901897,0.073870912
2019,131,MF,Summer,21:00-24:00,EAST,WEST,40.8,64.8,1,8.740743371,2.095399306,1.1875,0.049479167,1.109206349,0.046216931
2019,131,MF,Summer,24:00-04:00,EAST,WEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,131,SAT,Fall,04:00-06:00,EAST,WEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,131,SAT,Fall,06:00-09:00,EAST,WEST,12.5,21.25,1,7.647619048,2.063888889,1.841666667,0.076736111,2.644444444,0.110185185
2019,131,SAT,Fall,09:00-15:00,EAST,WEST,52.5,52.5,1,17.20190476,5.017222222,3.848888889,0.16037037,3.628412698,0.151183862
2019,131,SAT,Fall,15:00-18:00,EAST,WEST,26.25,26.25,1,16.32952381,4.762777778,2.548888889,0.106203704,4.52473545,0.188530644
2019,131,SAT,Fall,18:00-21:00,EAST,WEST,26.25,26.25,1,11.70984127,3.41537037,1.338888889,0.055787037,2.804444444,0.116851852
2019,131,SAT,Fall,21:00-24:00,EAST,WEST,11.75,19.25,1,8.178095238,2.095,1.8,0.075,1.661666667,0.069236111
2019,131,SAT,Fall,24:00-04:00,EAST,WEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,131,SAT,Summer,04:00-06:00,EAST,WEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,131,SAT,Summer,06:00-09:00,EAST,WEST,8.333333333,14.16666667,1,13.41428571,3.654166667,2.5,0.104166667,2.75,0.114583333
2019,131,SAT,Summer,09:00-15:00,EAST,WEST,35,35,1,17.87619048,5.213888889,3.711111111,0.15462963,3.088888889,0.128703704
2019,131,SAT,Summer,15:00-18:00,EAST,WEST,17.5,17.5,1,16.73333333,4.880555556,4.2,0.175,3.908641975,0.162860082
2019,131,SAT,Summer,18:00-21:00,EAST,WEST,17.5,17.5,1,11.85714286,3.458333333,2.338888889,0.097453704,2.950617284,0.122942387
2019,131,SAT,Summer,21:00-24:00,EAST,WEST,7.833333333,12.83333333,1,14.42857143,3.291666667,1.466666667,0.061111111,1.583333333,0.065972222
2019,131,SAT,Summer,24:00-04:00,EAST,WEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,131,SUN,Fall,04:00-06:00,EAST,WEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,131,SUN,Fall,06:00-09:00,EAST,WEST,4.5,15,1,8.163492063,2.040873016,1.957142857,0.081547619,NULL,NULL
2019,131,SUN,Fall,09:00-15:00,EAST,WEST,63,63,1,14.8905827,4.34308662,2.933950617,0.122247942,3.647139226,0.151964134
2019,131,SUN,Fall,15:00-18:00,EAST,WEST,31.5,31.5,1,13.59472274,3.965127465,2.101851852,0.08757716,3.184319384,0.132679974
2019,131,SUN,Fall,18:00-21:00,EAST,WEST,31.5,31.5,1,11.4414966,3.337103175,1.621031746,0.067542989,2.381699346,0.099237473
2019,131,SUN,Fall,21:00-24:00,EAST,WEST,13.5,22.5,1,6.757936508,1.460648148,1.222222222,0.050925926,0.616666667,0.025694444
2019,131,SUN,Fall,24:00-04:00,EAST,WEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,131,SUN,Summer,04:00-06:00,EAST,WEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,131,SUN,Summer,06:00-09:00,EAST,WEST,3,10,1,10.66666667,2.666666667,2,0.083333333,NULL,NULL
2019,131,SUN,Summer,09:00-15:00,EAST,WEST,42,42,1,16.58412698,4.837037037,3.184259259,0.132677469,4.755681818,0.198153409
2019,131,SUN,Summer,15:00-18:00,EAST,WEST,21,21,1,14.05714286,4.1,2.322222222,0.096759259,3.375,0.140625
2019,131,SUN,Summer,18:00-21:00,EAST,WEST,21,21,1,8.33015873,2.42962963,1.894444444,0.078935185,2.058922559,0.08578844
2019,131,SUN,Summer,21:00-24:00,EAST,WEST,9,15,1,14.61428571,2.95,1.766666667,0.073611111,2.386363636,0.099431818
2019,131,SUN,Summer,24:00-04:00,EAST,WEST,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022,131,MF,Fall,06:00-09:00,EAST,WEST,240,282,1.833333333,5.68967191,1.688482341,1.570531328,0.065438805,1.832263409,0.076344309
2022,131,MF,Fall,09:00-15:00,EAST,WEST,280.8,322.8,1,8.700789666,2.831049118,2.447048262,0.101960344,1.843463705,0.076810988
2022,131,MF,Fall,15:00-18:00,EAST,WEST,272.4,272.4,2,7.926963165,2.499846813,1.98544643,0.082726935,1.947303563,0.081137648
2022,131,MF,Fall,18:00-21:00,EAST,WEST,171.6,213.6,1.333333333,6.211610896,1.838659857,1.637786133,0.068241089,1.558179861,0.064924161
2022,131,MF,Fall,21:00-24:00,EAST,WEST,63.6,99.6,1.5,2.398551657,0.70624021,1.180555556,0.049189815,0.663751987,0.027656333
2022,131,MF,Summer,06:00-09:00,EAST,WEST,160,188,1.833333333,4.41589678,1.315899567,1.361035597,0.056709817,1.543055556,0.064293981
2022,131,MF,Summer,09:00-15:00,EAST,WEST,187.2,215.2,1,8.393492791,2.730476279,2.609912854,0.108746369,1.808659496,0.075360812
2022,131,MF,Summer,15:00-18:00,EAST,WEST,181.6,181.6,2,6.831542296,2.15496175,1.618297256,0.067429052,2.205599379,0.091899974
2022,131,MF,Summer,18:00-21:00,EAST,WEST,114.4,142.4,1.333333333,5.671234852,1.702640427,1.458207071,0.060758628,1.818220998,0.075759208
2022,131,MF,Summer,21:00-24:00,EAST,WEST,42.4,66.4,1.5,3.172285762,0.934061919,1.517045455,0.063210227,1.752180451,0.073007519
2022,131,SAT,Fall,09:00-15:00,EAST,WEST,58,58,1,9.0124208,2.862021115,2.322222222,0.096759259,2.190205826,0.091258576
2022,131,SAT,Fall,15:00-18:00,EAST,WEST,27.75,27.75,1,9.448392159,2.915350701,1.920634921,0.080026455,1.476495726,0.061520655
2022,131,SAT,Fall,18:00-21:00,EAST,WEST,32.75,32.75,1.155555556,4.710273279,1.481377389,1.311111111,0.05462963,1.345238095,0.056051587
2022,131,SAT,Summer,09:00-15:00,EAST,WEST,38.66666667,38.66666667,1,7.546268536,2.411982752,2.511111111,0.10462963,0.919135802,0.038297325
2022,131,SAT,Summer,15:00-18:00,EAST,WEST,18.5,18.5,1,8.91347224,2.741294051,2.033333333,0.084722222,2.716666667,0.113194444
2022,131,SUN,Fall,09:00-15:00,EAST,WEST,73.2,73.2,1,6.326622332,2.133521932,2.008597884,0.083691578,1.126633987,0.046943083
2022,131,SUN,Fall,15:00-18:00,EAST,WEST,36,36,1,7.816359152,2.605453051,1.868386243,0.077849427,2.216588858,0.092357869
2022,131,SUN,Fall,18:00-21:00,EAST,WEST,36.9,36.9,1.166666667,3.938708033,1.307642474,1.185185185,0.049382716,0.85625,0.035677083
2022,131,SUN,Summer,09:00-15:00,EAST,WEST,48.8,48.8,1,5.78709397,1.947117027,2.186507937,0.091104497,1.716666667,0.071527778
2022,131,SUN,Summer,15:00-18:00,EAST,WEST,24,24,1,6.421027144,2.140342381,1.902777778,0.079282407,1.376262626,0.057344276
2022,131,SUN,Summer,18:00-21:00,EAST,WEST,24.6,24.6,1.166666667,4.678876377,1.491303372,1.261904762,0.052579365,1.125879917,0.046911663
2019,132,MF,Fall,04:00-06:00,NORTH,SOUTH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,132,MF,Fall,06:00-09:00,NORTH,SOUTH,164.4,164.4,2,14.55169217,2.773662627,1.75348214,0.073061756,4.001325401,0.166721892
2019,132,MF,Fall,09:00-15:00,NORTH,SOUTH,165.6,165.6,1,22.96121524,4.412040875,4.544773822,0.189365576,3.153779016,0.131407459
2019,132,MF,Fall,15:00-18:00,NORTH,SOUTH,165.6,165.6,2,29.62770999,5.678644414,8.44751287,0.351979703,2.111125384,0.087963558
2019,132,MF,Fall,18:00-21:00,NORTH,SOUTH,103.2,103.2,1.333333333,27.34728865,4.845715605,8.06824774,0.336176989,1.203812545,0.050158856
2019,132,MF,Fall,21:00-24:00,NORTH,SOUTH,32.4,32.4,1,21.03636546,4.031970046,5.563380282,0.231807512,0.997835498,0.041576479
2019,132,MF,Fall,24:00-04:00,NORTH,SOUTH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,132,MF,Summer,04:00-06:00,NORTH,SOUTH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,132,MF,Summer,06:00-09:00,NORTH,SOUTH,109.6,109.6,2,12.81491458,2.451984127,1.617153996,0.067381417,3.697321429,0.15405506
2019,132,MF,Summer,09:00-15:00,NORTH,SOUTH,110.4,110.4,1,23.08684777,4.450084175,4.546132424,0.189422184,2.835792885,0.118158037
2019,132,MF,Summer,15:00-18:00,NORTH,SOUTH,110.4,110.4,2,28.32791966,5.429517936,8.053289072,0.335553711,2.395944438,0.099831018
2019,132,MF,Summer,18:00-21:00,NORTH,SOUTH,68.8,68.8,1.333333333,25.343647,4.455955387,7.989183502,0.332882646,1.939536494,0.080814021
2019,132,MF,Summer,21:00-24:00,NORTH,SOUTH,21.6,21.6,1,23.80434783,4.5625,7.020833333,0.292534722,0.577777778,0.024074074
2019,132,MF,Summer,24:00-04:00,NORTH,SOUTH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,132,SAT,Fall,04:00-06:00,NORTH,SOUTH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,132,SAT,Fall,06:00-09:00,NORTH,SOUTH,11.25,11.25,1,11.72064777,2.125,1.08452381,0.045188492,3.25,0.135416667
2019,132,SAT,Fall,09:00-15:00,NORTH,SOUTH,38,38,1,21.53333333,4.544444444,3.756746032,0.156531085,2.23968254,0.093320106
2019,132,SAT,Fall,15:00-18:00,NORTH,SOUTH,18.5,18.5,1,27.12611111,5.577777778,6.766666667,0.281944444,2.550793651,0.106283069
2019,132,SAT,Fall,18:00-21:00,NORTH,SOUTH,17.5,17.5,1,20.45515873,3.969444444,5.877777778,0.244907407,1.723901099,0.071829212
2019,132,SAT,Fall,21:00-24:00,NORTH,SOUTH,8.5,8.5,1,25.2,5.25,7.333333333,0.305555556,0.866666667,0.036111111
2019,132,SAT,Fall,24:00-04:00,NORTH,SOUTH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,132,SAT,Summer,04:00-06:00,NORTH,SOUTH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,132,SAT,Summer,06:00-09:00,NORTH,SOUTH,7.5,7.5,1,8.423944477,1.535714286,0.055555556,0.002314815,0.611111111,0.025462963
2019,132,SAT,Summer,09:00-15:00,NORTH,SOUTH,25.33333333,25.33333333,1,17.88205128,3.791666667,3.655555556,0.152314815,2.92037037,0.121682099
2019,132,SAT,Summer,15:00-18:00,NORTH,SOUTH,12.33333333,12.33333333,1,27.27777778,5.611111111,7.955555556,0.331481481,1.611111111,0.06712963
2019,132,SAT,Summer,18:00-21:00,NORTH,SOUTH,11.66666667,11.66666667,1,23.74761905,4.611111111,7.777777778,0.324074074,2.851851852,0.11882716
2019,132,SAT,Summer,21:00-24:00,NORTH,SOUTH,5.666666667,5.666666667,1,22.4,4.666666667,7,0.291666667,2,0.083333333
2019,132,SAT,Summer,24:00-04:00,NORTH,SOUTH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,132,SUN,Fall,04:00-06:00,NORTH,SOUTH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,132,SUN,Fall,06:00-09:00,NORTH,SOUTH,5.4,5.4,1,8,1.2,0.455555556,0.018981481,1.255555556,0.052314815
2019,132,SUN,Fall,09:00-15:00,NORTH,SOUTH,45.6,45.6,1,17.25255744,3.642616643,3.615939153,0.150664131,2.988729204,0.124530383
2019,132,SUN,Fall,15:00-18:00,NORTH,SOUTH,22.2,22.2,1,19.78465608,4.078042328,5.922222222,0.246759259,2.977777778,0.124074074
2019,132,SUN,Fall,18:00-21:00,NORTH,SOUTH,21.6,21.6,1,17.7942029,3.566666667,5.478835979,0.228284832,0.925816993,0.038575708
2019,132,SUN,Fall,21:00-24:00,NORTH,SOUTH,10.2,10.2,1,14.7,3.0625,4.805555556,0.200231481,1,0.041666667
2019,132,SUN,Fall,24:00-04:00,NORTH,SOUTH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,132,SUN,Summer,04:00-06:00,NORTH,SOUTH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,132,SUN,Summer,06:00-09:00,NORTH,SOUTH,3.6,3.6,1,11.66666667,1.75,1,0.041666667,3,0.125
2019,132,SUN,Summer,09:00-15:00,NORTH,SOUTH,30.4,30.4,1,19.54955128,4.118055556,3.105555556,0.129398148,3.504292929,0.146012205
2019,132,SUN,Summer,15:00-18:00,NORTH,SOUTH,14.8,14.8,1,22.24222222,4.566666667,6.4,0.266666667,2.456565657,0.102356902
2019,132,SUN,Summer,18:00-21:00,NORTH,SOUTH,14.4,14.4,1,24.41594203,4.908333333,6.916666667,0.288194444,1.584444444,0.066018519
2019,132,SUN,Summer,21:00-24:00,NORTH,SOUTH,6.8,6.8,1,16.56,3.45,6.083333333,0.253472222,1.4,0.058333333
2019,132,SUN,Summer,24:00-04:00,NORTH,SOUTH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022,132,MF,Fall,06:00-09:00,NORTH,SOUTH,150,150,2,6.978710009,1.22260647,1.032114167,0.043004757,2.823655208,0.1176523
2022,132,MF,Fall,09:00-15:00,NORTH,SOUTH,151.2,151.2,1,14.47533293,2.53532537,3.12477595,0.130198998,2.588454657,0.107852277
2022,132,MF,Fall,15:00-18:00,NORTH,SOUTH,158.4,158.4,2,17.40918993,3.19168482,5.847827894,0.243659496,1.648830854,0.068701286
2022,132,MF,Fall,18:00-21:00,NORTH,SOUTH,97.2,97.2,1.333333333,14.46420597,2.402592197,5.071759259,0.211323302,1.170506295,0.048771096
2022,132,MF,Fall,21:00-24:00,NORTH,SOUTH,19.2,19.2,1,9.480071088,1.264009478,3.372898682,0.140537445,1.140756303,0.047531513
2022,132,MF,Summer,06:00-09:00,NORTH,SOUTH,100,100,2,4.917542563,0.856901434,1.000679186,0.041694966,1.677695038,0.06990396
2022,132,MF,Summer,09:00-15:00,NORTH,SOUTH,100.8,100.8,1,12.95783413,2.270972684,3.188415024,0.132850626,1.936263126,0.08067763
2022,132,MF,Summer,15:00-18:00,NORTH,SOUTH,105.6,105.6,2,13.64088119,2.500828219,3.98857145,0.166190477,1.758129009,0.073255375
2022,132,MF,Summer,18:00-21:00,NORTH,SOUTH,64.8,64.8,1.333333333,11.49845007,1.917914583,4.006940077,0.166955837,1.66159527,0.069233136
