CalendarYear,StationName,DayType,Hour,Average_Daily_Station_Alightings,Average_Daily_Station_Boardings
2022,Production Way-University Station,MF,3:00 to 4:00 AM,0,0
2022,Production Way-University Station,MF,4:00 to 5:00 AM,0,2
2022,Production Way-University Station,MF,5:00 to 6:00 AM,46,44
2022,Production Way-University Station,MF,6:00 to 7:00 AM,214,114
2022,Production Way-University Station,MF,7:00 to 8:00 AM,503,174
2022,Production Way-University Station,MF,8:00 to 9:00 AM,647,146
2022,Production Way-University Station,MF,9:00 to 10:00 AM,428,107
2022,Production Way-University Station,MF,10:00 to 11:00 AM,277,125
2022,Production Way-University Station,MF,11:00 AM to 12:00 PM,242,163
2022,Production Way-University Station,MF,12:00 to 1:00 PM,233,228
2022,Production Way-University Station,MF,1:00 to 2:00 PM,274,228
2022,Production Way-University Station,MF,2:00 to 3:00 PM,224,315
2022,Production Way-University Station,MF,3:00 to 4:00 PM,195,495
2022,Production Way-University Station,MF,4:00 to 5:00 PM,212,641
2022,Production Way-University Station,MF,5:00 to 6:00 PM,221,651
2022,Production Way-University Station,MF,6:00 to 7:00 PM,167,280
2022,Production Way-University Station,MF,7:00 to 8:00 PM,110,203
2022,Production Way-University Station,MF,8:00 to 9:00 PM,84,153
2022,Production Way-University Station,MF,9:00 to 10:00 PM,79,116
2022,Production Way-University Station,MF,10:00 to 11:00 PM,62,80
2022,Production Way-University Station,MF,11:00 PM to 12:00 AM,37,49
2022,Production Way-University Station,Sat,12:00 to 1:00 AM,33,11
2022,Production Way-University Station,Sat,1:00 to 2:00 AM,12,4
2022,Production Way-University Station,Sat,2:00 to 3:00 AM,0,0
2022,Production Way-University Station,Sat,4:00 to 5:00 AM,0,0
2022,Production Way-University Station,Sat,5:00 to 6:00 AM,0,1
2022,Production Way-University Station,Sat,6:00 to 7:00 AM,28,43
2022,Production Way-University Station,Sat,7:00 to 8:00 AM,85,49
2022,Production Way-University Station,Sat,8:00 to 9:00 AM,82,57
2022,Production Way-University Station,Sat,9:00 to 10:00 AM,79,77
2022,Production Way-University Station,Sat,10:00 to 11:00 AM,89,100
2022,Production Way-University Station,Sat,11:00 AM to 12:00 PM,94,120
2022,Production Way-University Station,Sat,12:00 to 1:00 PM,110,143
2022,Production Way-University Station,Sat,1:00 to 2:00 PM,133,148
2022,Production Way-University Station,Sat,2:00 to 3:00 PM,143,163
2022,Production Way-University Station,Sat,3:00 to 4:00 PM,130,165
2022,Production Way-University Station,Sat,4:00 to 5:00 PM,131,177
2022,Production Way-University Station,Sat,5:00 to 6:00 PM,128,162
2022,Production Way-University Station,Sat,6:00 to 7:00 PM,114,133
2022,Production Way-University Station,Sat,7:00 to 8:00 PM,95,86
2022,Production Way-University Station,Sat,8:00 to 9:00 PM,75,70
2022,Production Way-University Station,Sat,9:00 to 10:00 PM,73,57
2022,Production Way-University Station,Sat,10:00 to 11:00 PM,63,46
2022,Production Way-University Station,Sat,11:00 PM to 12:00 AM,51,31
2022,Production Way-University Station,Sun/Hol,12:00 to 1:00 AM,18,7
2022,Production Way-University Station,Sun/Hol,1:00 to 2:00 AM,1,0
2022,Production Way-University Station,Sun/Hol,2:00 to 3:00 AM,0,0
2022,Production Way-University Station,Sun/Hol,3:00 to 4:00 AM,0,0
2022,Production Way-University Station,Sun/Hol,4:00 to 5:00 AM,0,0
2022,Production Way-University Station,Sun/Hol,5:00 to 6:00 AM,2,2
2022,Production Way-University Station,Sun/Hol,6:00 to 7:00 AM,10,7
2022,Production Way-University Station,Sun/Hol,7:00 to 8:00 AM,52,51
2022,Production Way-University Station,Sun/Hol,8:00 to 9:00 AM,62,42
2022,Production Way-University Station,Sun/Hol,9:00 to 10:00 AM,61,59
2022,Production Way-University Station,Sun/Hol,10:00 to 11:00 AM,66,81
2022,Production Way-University Station,Sun/Hol,11:00 AM to 12:00 PM,75,88
2022,Production Way-University Station,Sun/Hol,12:00 to 1:00 PM,82,102
2022,Production Way-University Station,Sun/Hol,1:00 to 2:00 PM,110,104
2022,Production Way-University Station,Sun/Hol,2:00 to 3:00 PM,107,111
2022,Production Way-University Station,Sun/Hol,3:00 to 4:00 PM,107,115
2022,Production Way-University Station,Sun/Hol,4:00 to 5:00 PM,106,144
2022,Production Way-University Station,Sun/Hol,5:00 to 6:00 PM,104,128
2022,Production Way-University Station,Sun/Hol,6:00 to 7:00 PM,97,94
2022,Production Way-University Station,Sun/Hol,7:00 to 8:00 PM,81,69
2022,Production Way-University Station,Sun/Hol,8:00 to 9:00 PM,64,52
2022,Production Way-University Station,Sun/Hol,9:00 to 10:00 PM,57,41
2022,Production Way-University Station,Sun/Hol,10:00 to 11:00 PM,46,40
2022,Production Way-University Station,Sun/Hol,11:00 PM to 12:00 AM,32,25
2022,Renfrew Station,MF,12:00 to 1:00 AM,22,11
2022,Renfrew Station,MF,1:00 to 2:00 AM,7,3
2022,Renfrew Station,MF,2:00 to 3:00 AM,0,0
2022,Renfrew Station,MF,3:00 to 4:00 AM,0,0
2022,Renfrew Station,MF,4:00 to 5:00 AM,0,0
2022,Renfrew Station,MF,5:00 to 6:00 AM,22,37
2022,Renfrew Station,MF,6:00 to 7:00 AM,74,114
2022,Renfrew Station,MF,7:00 to 8:00 AM,169,145
2022,Renfrew Station,MF,8:00 to 9:00 AM,335,182
2022,Renfrew Station,MF,9:00 to 10:00 AM,135,133
2022,Renfrew Station,MF,10:00 to 11:00 AM,86,117
2022,Renfrew Station,MF,11:00 AM to 12:00 PM,86,131
2022,Renfrew Station,MF,12:00 to 1:00 PM,116,165
2022,Renfrew Station,MF,1:00 to 2:00 PM,140,136
2022,Renfrew Station,MF,2:00 to 3:00 PM,128,161
2022,Renfrew Station,MF,3:00 to 4:00 PM,163,256
2022,Renfrew Station,MF,4:00 to 5:00 PM,213,285
2022,Renfrew Station,MF,5:00 to 6:00 PM,218,281
2022,Renfrew Station,MF,6:00 to 7:00 PM,163,156
2022,Renfrew Station,MF,7:00 to 8:00 PM,103,96
2022,Renfrew Station,MF,8:00 to 9:00 PM,87,74
2022,Renfrew Station,MF,9:00 to 10:00 PM,81,69
2022,Renfrew Station,MF,10:00 to 11:00 PM,63,56
2022,Renfrew Station,MF,11:00 PM to 12:00 AM,40,32
2022,Renfrew Station,Sat,12:00 to 1:00 AM,40,19
2022,Renfrew Station,Sat,1:00 to 2:00 AM,15,4
2022,Renfrew Station,Sat,2:00 to 3:00 AM,0,0
2022,Renfrew Station,Sat,3:00 to 4:00 AM,0,0
2022,Renfrew Station,Sat,4:00 to 5:00 AM,0,0
2022,Renfrew Station,Sat,6:00 to 7:00 AM,16,26
2022,Renfrew Station,Sat,7:00 to 8:00 AM,41,61
2022,Renfrew Station,Sat,8:00 to 9:00 AM,80,75
2022,Renfrew Station,Sat,9:00 to 10:00 AM,70,104
2022,Renfrew Station,Sat,10:00 to 11:00 AM,73,118
2022,Renfrew Station,Sat,11:00 AM to 12:00 PM,84,136
2022,Renfrew Station,Sat,12:00 to 1:00 PM,108,152
2022,Renfrew Station,Sat,1:00 to 2:00 PM,118,142
2022,Renfrew Station,Sat,2:00 to 3:00 PM,119,142
2022,Renfrew Station,Sat,3:00 to 4:00 PM,129,149
2022,Renfrew Station,Sat,4:00 to 5:00 PM,137,147
2022,Renfrew Station,Sat,5:00 to 6:00 PM,127,148
2022,Renfrew Station,Sat,6:00 to 7:00 PM,114,111
2022,Renfrew Station,Sat,7:00 to 8:00 PM,87,82
2022,Renfrew Station,Sat,8:00 to 9:00 PM,70,64
2022,Renfrew Station,Sat,9:00 to 10:00 PM,72,57
2022,Renfrew Station,Sat,10:00 to 11:00 PM,70,53
2022,Renfrew Station,Sat,11:00 PM to 12:00 AM,57,41
2022,Renfrew Station,Sun/Hol,12:00 to 1:00 AM,16,8
2022,Renfrew Station,Sun/Hol,1:00 to 2:00 AM,1,0
2022,Renfrew Station,Sun/Hol,2:00 to 3:00 AM,0,0
2022,Renfrew Station,Sun/Hol,4:00 to 5:00 AM,0,0
2022,Renfrew Station,Sun/Hol,5:00 to 6:00 AM,1,2
2022,Renfrew Station,Sun/Hol,6:00 to 7:00 AM,4,6
2022,Renfrew Station,Sun/Hol,7:00 to 8:00 AM,29,39
2022,Renfrew Station,Sun/Hol,8:00 to 9:00 AM,46,61
2022,Renfrew Station,Sun/Hol,9:00 to 10:00 AM,63,80
2022,Renfrew Station,Sun/Hol,10:00 to 11:00 AM,84,112
2022,Renfrew Station,Sun/Hol,11:00 AM to 12:00 PM,85,115
2022,Renfrew Station,Sun/Hol,12:00 to 1:00 PM,87,141
2022,Renfrew Station,Sun/Hol,1:00 to 2:00 PM,90,130
2022,Renfrew Station,Sun/Hol,2:00 to 3:00 PM,97,127
2022,Renfrew Station,Sun/Hol,3:00 to 4:00 PM,102,129
2022,Renfrew Station,Sun/Hol,4:00 to 5:00 PM,116,118
2022,Renfrew Station,Sun/Hol,5:00 to 6:00 PM,114,107
2022,Renfrew Station,Sun/Hol,6:00 to 7:00 PM,99,84
2022,Renfrew Station,Sun/Hol,7:00 to 8:00 PM,77,63
2022,Renfrew Station,Sun/Hol,8:00 to 9:00 PM,62,46
2022,Renfrew Station,Sun/Hol,9:00 to 10:00 PM,58,44
2022,Renfrew Station,Sun/Hol,10:00 to 11:00 PM,50,36
2022,Renfrew Station,Sun/Hol,11:00 PM to 12:00 AM,41,28
2022,Richmond-Brighouse Station,MF,12:00 to 1:00 AM,84,13
2022,Richmond-Brighouse Station,MF,1:00 to 2:00 AM,40,2
2022,Richmond-Brighouse Station,MF,2:00 to 3:00 AM,1,1
2022,Richmond-Brighouse Station,MF,3:00 to 4:00 AM,0,1
2022,Richmond-Brighouse Station,MF,4:00 to 5:00 AM,1,35
2022,Richmond-Brighouse Station,MF,5:00 to 6:00 AM,25,190
2022,Richmond-Brighouse Station,MF,6:00 to 7:00 AM,188,463
2022,Richmond-Brighouse Station,MF,7:00 to 8:00 AM,256,973
2022,Richmond-Brighouse Station,MF,8:00 to 9:00 AM,295,959
2022,Richmond-Brighouse Station,MF,9:00 to 10:00 AM,262,618
2022,Richmond-Brighouse Station,MF,10:00 to 11:00 AM,253,522
2022,Richmond-Brighouse Station,MF,11:00 AM to 12:00 PM,289,518
2022,Richmond-Brighouse Station,MF,12:00 to 1:00 PM,388,495
2022,Richmond-Brighouse Station,MF,1:00 to 2:00 PM,441,493
2022,Richmond-Brighouse Station,MF,2:00 to 3:00 PM,530,485
2022,Richmond-Brighouse Station,MF,3:00 to 4:00 PM,704,599
2022,Richmond-Brighouse Station,MF,4:00 to 5:00 PM,889,573
2022,Richmond-Brighouse Station,MF,5:00 to 6:00 PM,1043,547
2022,Richmond-Brighouse Station,MF,6:00 to 7:00 PM,860,381
2022,Richmond-Brighouse Station,MF,7:00 to 8:00 PM,531,247
2022,Richmond-Brighouse Station,MF,8:00 to 9:00 PM,376,192
2022,Richmond-Brighouse Station,MF,9:00 to 10:00 PM,325,157
2022,Richmond-Brighouse Station,MF,10:00 to 11:00 PM,216,76
2022,Richmond-Brighouse Station,MF,11:00 PM to 12:00 AM,127,35
2022,Richmond-Brighouse Station,Sat,12:00 to 1:00 AM,151,26
2022,Richmond-Brighouse Station,Sat,1:00 to 2:00 AM,84,2
2022,Richmond-Brighouse Station,Sat,2:00 to 3:00 AM,1,1
2022,Richmond-Brighouse Station,Sat,3:00 to 4:00 AM,1,1
2022,Richmond-Brighouse Station,Sat,4:00 to 5:00 AM,2,15
2022,Richmond-Brighouse Station,Sat,5:00 to 6:00 AM,15,84
2022,Richmond-Brighouse Station,Sat,6:00 to 7:00 AM,75,194
2022,Richmond-Brighouse Station,Sat,7:00 to 8:00 AM,112,239
2022,Richmond-Brighouse Station,Sat,8:00 to 9:00 AM,151,333
2022,Richmond-Brighouse Station,Sat,9:00 to 10:00 AM,260,423
2022,Richmond-Brighouse Station,Sat,10:00 to 11:00 AM,266,487
2022,Richmond-Brighouse Station,Sat,11:00 AM to 12:00 PM,335,554
2022,Richmond-Brighouse Station,Sat,12:00 to 1:00 PM,415,571
2022,Richmond-Brighouse Station,Sat,1:00 to 2:00 PM,479,600
2022,Richmond-Brighouse Station,Sat,2:00 to 3:00 PM,521,602
2022,Richmond-Brighouse Station,Sat,3:00 to 4:00 PM,604,599
2022,Richmond-Brighouse Station,Sat,4:00 to 5:00 PM,626,571
2022,Richmond-Brighouse Station,Sat,5:00 to 6:00 PM,619,516
2022,Richmond-Brighouse Station,Sat,6:00 to 7:00 PM,565,448
2022,Richmond-Brighouse Station,Sat,7:00 to 8:00 PM,431,321
2022,Richmond-Brighouse Station,Sat,8:00 to 9:00 PM,351,247
2022,Richmond-Brighouse Station,Sat,9:00 to 10:00 PM,289,196
2022,Richmond-Brighouse Station,Sat,10:00 to 11:00 PM,263,114
2022,Richmond-Brighouse Station,Sat,11:00 PM to 12:00 AM,203,50
2022,Richmond-Brighouse Station,Sun/Hol,12:00 to 1:00 AM,78,15
2022,Richmond-Brighouse Station,Sun/Hol,1:00 to 2:00 AM,34,2
2022,Richmond-Brighouse Station,Sun/Hol,2:00 to 3:00 AM,1,1
2022,Richmond-Brighouse Station,Sun/Hol,3:00 to 4:00 AM,0,1
2022,Richmond-Brighouse Station,Sun/Hol,4:00 to 5:00 AM,2,13
2022,Richmond-Brighouse Station,Sun/Hol,5:00 to 6:00 AM,14,66
2022,Richmond-Brighouse Station,Sun/Hol,6:00 to 7:00 AM,72,185
2022,Richmond-Brighouse Station,Sun/Hol,7:00 to 8:00 AM,99,206
2022,Richmond-Brighouse Station,Sun/Hol,8:00 to 9:00 AM,116,235
2022,Richmond-Brighouse Station,Sun/Hol,9:00 to 10:00 AM,149,344
2022,Richmond-Brighouse Station,Sun/Hol,10:00 to 11:00 AM,247,422
2022,Richmond-Brighouse Station,Sun/Hol,11:00 AM to 12:00 PM,285,460
2022,Richmond-Brighouse Station,Sun/Hol,12:00 to 1:00 PM,339,469
2022,Richmond-Brighouse Station,Sun/Hol,1:00 to 2:00 PM,406,509
2022,Richmond-Brighouse Station,Sun/Hol,2:00 to 3:00 PM,448,504
2022,Richmond-Brighouse Station,Sun/Hol,3:00 to 4:00 PM,516,493
2022,Richmond-Brighouse Station,Sun/Hol,4:00 to 5:00 PM,538,450
2022,Richmond-Brighouse Station,Sun/Hol,5:00 to 6:00 PM,533,399
2022,Richmond-Brighouse Station,Sun/Hol,6:00 to 7:00 PM,484,350
2022,Richmond-Brighouse Station,Sun/Hol,7:00 to 8:00 PM,379,256
2022,Richmond-Brighouse Station,Sun/Hol,8:00 to 9:00 PM,290,156
2022,Richmond-Brighouse Station,Sun/Hol,9:00 to 10:00 PM,250,126
2022,Richmond-Brighouse Station,Sun/Hol,10:00 to 11:00 PM,213,77
2022,Richmond-Brighouse Station,Sun/Hol,11:00 PM to 12:00 AM,128,39
2022,Royal Oak Station,MF,12:00 to 1:00 AM,57,17
2022,Royal Oak Station,MF,1:00 to 2:00 AM,20,4
2022,Royal Oak Station,MF,2:00 to 3:00 AM,0,0
2022,Royal Oak Station,MF,3:00 to 4:00 AM,0,0
2022,Royal Oak Station,MF,4:00 to 5:00 AM,0,0
2022,Royal Oak Station,MF,5:00 to 6:00 AM,21,84
2022,Royal Oak Station,MF,6:00 to 7:00 AM,97,280
2022,Royal Oak Station,MF,7:00 to 8:00 AM,184,436
2022,Royal Oak Station,MF,8:00 to 9:00 AM,337,493
2022,Royal Oak Station,MF,9:00 to 10:00 AM,243,279
2022,Royal Oak Station,MF,10:00 to 11:00 AM,115,207
2022,Royal Oak Station,MF,11:00 AM to 12:00 PM,118,202
2022,Royal Oak Station,MF,12:00 to 1:00 PM,162,214
2022,Royal Oak Station,MF,1:00 to 2:00 PM,168,198
2022,Royal Oak Station,MF,2:00 to 3:00 PM,211,216
2022,Royal Oak Station,MF,3:00 to 4:00 PM,329,463
2022,Royal Oak Station,MF,4:00 to 5:00 PM,437,326
2022,Royal Oak Station,MF,5:00 to 6:00 PM,542,319
2022,Royal Oak Station,MF,6:00 to 7:00 PM,428,232
2022,Royal Oak Station,MF,7:00 to 8:00 PM,270,140
2022,Royal Oak Station,MF,8:00 to 9:00 PM,199,115
2022,Royal Oak Station,MF,9:00 to 10:00 PM,182,106
2022,Royal Oak Station,MF,10:00 to 11:00 PM,154,70
2022,Royal Oak Station,MF,11:00 PM to 12:00 AM,106,43
2022,Royal Oak Station,Sat,12:00 to 1:00 AM,103,32
2022,Royal Oak Station,Sat,1:00 to 2:00 AM,42,6
2022,Royal Oak Station,Sat,2:00 to 3:00 AM,0,0
2022,Royal Oak Station,Sat,4:00 to 5:00 AM,0,0
2022,Royal Oak Station,Sat,5:00 to 6:00 AM,0,0
2022,Royal Oak Station,Sat,6:00 to 7:00 AM,13,66
2022,Royal Oak Station,Sat,7:00 to 8:00 AM,53,143
2022,Royal Oak Station,Sat,8:00 to 9:00 AM,98,182
2022,Royal Oak Station,Sat,9:00 to 10:00 AM,125,221
2022,Royal Oak Station,Sat,10:00 to 11:00 AM,128,240
2022,Royal Oak Station,Sat,11:00 AM to 12:00 PM,147,249
2022,Royal Oak Station,Sat,12:00 to 1:00 PM,179,253
2022,Royal Oak Station,Sat,1:00 to 2:00 PM,205,253
2022,Royal Oak Station,Sat,2:00 to 3:00 PM,228,258
2022,Royal Oak Station,Sat,3:00 to 4:00 PM,252,248
2022,Royal Oak Station,Sat,4:00 to 5:00 PM,290,255
2022,Royal Oak Station,Sat,5:00 to 6:00 PM,295,249
2022,Royal Oak Station,Sat,6:00 to 7:00 PM,292,210
2022,Royal Oak Station,Sat,7:00 to 8:00 PM,218,150
2022,Royal Oak Station,Sat,8:00 to 9:00 PM,181,119
2022,Royal Oak Station,Sat,9:00 to 10:00 PM,177,104
2022,Royal Oak Station,Sat,10:00 to 11:00 PM,180,97
2022,Royal Oak Station,Sat,11:00 PM to 12:00 AM,154,61
2022,Royal Oak Station,Sun/Hol,12:00 to 1:00 AM,39,8
2022,Royal Oak Station,Sun/Hol,1:00 to 2:00 AM,2,1
2022,Royal Oak Station,Sun/Hol,2:00 to 3:00 AM,0,0
2022,Royal Oak Station,Sun/Hol,4:00 to 5:00 AM,0,0
2022,Royal Oak Station,Sun/Hol,5:00 to 6:00 AM,1,4
2022,Royal Oak Station,Sun/Hol,6:00 to 7:00 AM,5,13
2022,Royal Oak Station,Sun/Hol,7:00 to 8:00 AM,27,95
2022,Royal Oak Station,Sun/Hol,8:00 to 9:00 AM,74,135
2022,Royal Oak Station,Sun/Hol,9:00 to 10:00 AM,93,176
2022,Royal Oak Station,Sun/Hol,10:00 to 11:00 AM,110,214
2022,Royal Oak Station,Sun/Hol,11:00 AM to 12:00 PM,127,209
2022,Royal Oak Station,Sun/Hol,12:00 to 1:00 PM,161,215
2022,Royal Oak Station,Sun/Hol,1:00 to 2:00 PM,173,208
2022,Royal Oak Station,Sun/Hol,2:00 to 3:00 PM,187,213
2022,Royal Oak Station,Sun/Hol,3:00 to 4:00 PM,205,199
2022,Royal Oak Station,Sun/Hol,4:00 to 5:00 PM,229,192
2022,Royal Oak Station,Sun/Hol,5:00 to 6:00 PM,241,177
2022,Royal Oak Station,Sun/Hol,6:00 to 7:00 PM,238,146
2022,Royal Oak Station,Sun/Hol,7:00 to 8:00 PM,204,101
2022,Royal Oak Station,Sun/Hol,8:00 to 9:00 PM,153,96
2022,Royal Oak Station,Sun/Hol,9:00 to 10:00 PM,133,83
2022,Royal Oak Station,Sun/Hol,10:00 to 11:00 PM,125,63
2022,Royal Oak Station,Sun/Hol,11:00 PM to 12:00 AM,92,43
2022,Rupert Station,MF,12:00 to 1:00 AM,25,12
2022,Rupert Station,MF,1:00 to 2:00 AM,9,3
2022,Rupert Station,MF,2:00 to 3:00 AM,0,0
2022,Rupert Station,MF,3:00 to 4:00 AM,0,0
2022,Rupert Station,MF,4:00 to 5:00 AM,0,0
2022,Rupert Station,MF,5:00 to 6:00 AM,12,31
2022,Rupert Station,MF,6:00 to 7:00 AM,72,115
2022,Rupert Station,MF,7:00 to 8:00 AM,94,149
2022,Rupert Station,MF,8:00 to 9:00 AM,102,205
2022,Rupert Station,MF,9:00 to 10:00 AM,78,146
2022,Rupert Station,MF,10:00 to 11:00 AM,60,111
2022,Rupert Station,MF,11:00 AM to 12:00 PM,79,114
2022,Rupert Station,MF,12:00 to 1:00 PM,92,112
2022,Rupert Station,MF,1:00 to 2:00 PM,107,111
2022,Rupert Station,MF,2:00 to 3:00 PM,131,122
2022,Rupert Station,MF,3:00 to 4:00 PM,178,165
2022,Rupert Station,MF,4:00 to 5:00 PM,211,194
2022,Rupert Station,MF,5:00 to 6:00 PM,219,174
2022,Rupert Station,MF,6:00 to 7:00 PM,163,125
2022,Rupert Station,MF,7:00 to 8:00 PM,117,91
2022,Rupert Station,MF,8:00 to 9:00 PM,97,69
2022,Rupert Station,MF,9:00 to 10:00 PM,96,59
2022,Rupert Station,MF,10:00 to 11:00 PM,79,47
2022,Rupert Station,MF,11:00 PM to 12:00 AM,39,33
2022,Rupert Station,Sat,12:00 to 1:00 AM,38,12
2022,Rupert Station,Sat,1:00 to 2:00 AM,17,3
2022,Rupert Station,Sat,2:00 to 3:00 AM,0,0
2022,Rupert Station,Sat,3:00 to 4:00 AM,0,0
2022,Rupert Station,Sat,4:00 to 5:00 AM,0,0
2022,Rupert Station,Sat,5:00 to 6:00 AM,0,0
2022,Rupert Station,Sat,6:00 to 7:00 AM,22,36
2022,Rupert Station,Sat,7:00 to 8:00 AM,45,78
2022,Rupert Station,Sat,8:00 to 9:00 AM,54,91
2022,Rupert Station,Sat,9:00 to 10:00 AM,63,113
2022,Rupert Station,Sat,10:00 to 11:00 AM,71,117
2022,Rupert Station,Sat,11:00 AM to 12:00 PM,95,125
2022,Rupert Station,Sat,12:00 to 1:00 PM,105,146
2022,Rupert Station,Sat,1:00 to 2:00 PM,123,146
2022,Rupert Station,Sat,2:00 to 3:00 PM,136,151
2022,Rupert Station,Sat,3:00 to 4:00 PM,149,158
2022,Rupert Station,Sat,4:00 to 5:00 PM,151,154
2022,Rupert Station,Sat,5:00 to 6:00 PM,141,144
2022,Rupert Station,Sat,6:00 to 7:00 PM,132,116
2022,Rupert Station,Sat,7:00 to 8:00 PM,107,87
2022,Rupert Station,Sat,8:00 to 9:00 PM,83,74
2022,Rupert Station,Sat,9:00 to 10:00 PM,80,61
2022,Rupert Station,Sat,10:00 to 11:00 PM,80,50
2022,Rupert Station,Sat,11:00 PM to 12:00 AM,53,35
2022,Rupert Station,Sun/Hol,12:00 to 1:00 AM,19,6
2022,Rupert Station,Sun/Hol,1:00 to 2:00 AM,1,0
2022,Rupert Station,Sun/Hol,2:00 to 3:00 AM,0,0
2022,Rupert Station,Sun/Hol,3:00 to 4:00 AM,0,0
2022,Rupert Station,Sun/Hol,4:00 to 5:00 AM,0,0
2022,Rupert Station,Sun/Hol,5:00 to 6:00 AM,1,1
2022,Rupert Station,Sun/Hol,6:00 to 7:00 AM,4,6
2022,Rupert Station,Sun/Hol,7:00 to 8:00 AM,23,48
2022,Rupert Station,Sun/Hol,8:00 to 9:00 AM,47,66
2022,Rupert Station,Sun/Hol,9:00 to 10:00 AM,59,92
2022,Rupert Station,Sun/Hol,10:00 to 11:00 AM,68,112
2022,Rupert Station,Sun/Hol,11:00 AM to 12:00 PM,91,113
2022,Rupert Station,Sun/Hol,12:00 to 1:00 PM,95,126
2022,Rupert Station,Sun/Hol,1:00 to 2:00 PM,110,133
2022,Rupert Station,Sun/Hol,2:00 to 3:00 PM,120,134
2022,Rupert Station,Sun/Hol,3:00 to 4:00 PM,128,139
2022,Rupert Station,Sun/Hol,4:00 to 5:00 PM,134,132
2022,Rupert Station,Sun/Hol,5:00 to 6:00 PM,131,127
2022,Rupert Station,Sun/Hol,6:00 to 7:00 PM,116,99
2022,Rupert Station,Sun/Hol,7:00 to 8:00 PM,101,71
2022,Rupert Station,Sun/Hol,8:00 to 9:00 PM,76,60
2022,Rupert Station,Sun/Hol,9:00 to 10:00 PM,67,48
2022,Rupert Station,Sun/Hol,10:00 to 11:00 PM,65,40
2022,Rupert Station,Sun/Hol,11:00 PM to 12:00 AM,41,29
2022,Sapperton Station,MF,12:00 to 1:00 AM,19,9
2022,Sapperton Station,MF,1:00 to 2:00 AM,10,2
2022,Sapperton Station,MF,2:00 to 3:00 AM,0,0
2022,Sapperton Station,MF,3:00 to 4:00 AM,0,0
2022,Sapperton Station,MF,4:00 to 5:00 AM,0,0
2022,Sapperton Station,MF,5:00 to 6:00 AM,37,59
2022,Sapperton Station,MF,6:00 to 7:00 AM,314,107
2022,Sapperton Station,MF,7:00 to 8:00 AM,227,200
2022,Sapperton Station,MF,8:00 to 9:00 AM,177,154
2022,Sapperton Station,MF,9:00 to 10:00 AM,103,103
2022,Sapperton Station,MF,10:00 to 11:00 AM,77,91
2022,Sapperton Station,MF,11:00 AM to 12:00 PM,72,95
2022,Sapperton Station,MF,12:00 to 1:00 PM,80,100
2022,Sapperton Station,MF,1:00 to 2:00 PM,93,107
2022,Sapperton Station,MF,2:00 to 3:00 PM,113,160
2022,Sapperton Station,MF,3:00 to 4:00 PM,132,310
2022,Sapperton Station,MF,4:00 to 5:00 PM,149,266
2022,Sapperton Station,MF,5:00 to 6:00 PM,176,217
2022,Sapperton Station,MF,6:00 to 7:00 PM,145,111
2022,Sapperton Station,MF,7:00 to 8:00 PM,81,93
2022,Sapperton Station,MF,8:00 to 9:00 PM,58,53
2022,Sapperton Station,MF,9:00 to 10:00 PM,61,37
2022,Sapperton Station,MF,10:00 to 11:00 PM,52,46
2022,Sapperton Station,MF,11:00 PM to 12:00 AM,34,29
2022,Sapperton Station,Sat,12:00 to 1:00 AM,31,13
2022,Sapperton Station,Sat,1:00 to 2:00 AM,23,3
2022,Sapperton Station,Sat,2:00 to 3:00 AM,0,0
2022,Sapperton Station,Sat,5:00 to 6:00 AM,0,0
2022,Sapperton Station,Sat,6:00 to 7:00 AM,48,32
2022,Sapperton Station,Sat,7:00 to 8:00 AM,77,71
2022,Sapperton Station,Sat,8:00 to 9:00 AM,46,64
2022,Sapperton Station,Sat,9:00 to 10:00 AM,46,68
2022,Sapperton Station,Sat,10:00 to 11:00 AM,49,79
2022,Sapperton Station,Sat,11:00 AM to 12:00 PM,59,101
2022,Sapperton Station,Sat,12:00 to 1:00 PM,65,122
2022,Sapperton Station,Sat,1:00 to 2:00 PM,74,114
2022,Sapperton Station,Sat,2:00 to 3:00 PM,86,109
2022,Sapperton Station,Sat,3:00 to 4:00 PM,93,130
2022,Sapperton Station,Sat,4:00 to 5:00 PM,91,109
2022,Sapperton Station,Sat,5:00 to 6:00 PM,94,94
2022,Sapperton Station,Sat,6:00 to 7:00 PM,101,76
2022,Sapperton Station,Sat,7:00 to 8:00 PM,74,77
2022,Sapperton Station,Sat,8:00 to 9:00 PM,51,46
2022,Sapperton Station,Sat,9:00 to 10:00 PM,55,42
2022,Sapperton Station,Sat,10:00 to 11:00 PM,59,35
2022,Sapperton Station,Sat,11:00 PM to 12:00 AM,45,31
2022,Sapperton Station,Sun/Hol,12:00 to 1:00 AM,17,7
2022,Sapperton Station,Sun/Hol,1:00 to 2:00 AM,2,0
2022,Sapperton Station,Sun/Hol,2:00 to 3:00 AM,0,0
2022,Sapperton Station,Sun/Hol,3:00 to 4:00 AM,0,0
2022,Sapperton Station,Sun/Hol,4:00 to 5:00 AM,0,0
2022,Sapperton Station,Sun/Hol,5:00 to 6:00 AM,1,2
2022,Sapperton Station,Sun/Hol,6:00 to 7:00 AM,10,6
2022,Sapperton Station,Sun/Hol,7:00 to 8:00 AM,32,69
2022,Sapperton Station,Sun/Hol,8:00 to 9:00 AM,36,44
2022,Sapperton Station,Sun/Hol,9:00 to 10:00 AM,34,52
