CalendarYear,StationName,DayType,Hour,Average_Daily_Station_Alightings,Average_Daily_Station_Boardings
2022,22nd Street Station,MF,12:00 to 1:00 AM,96,76
2022,22nd Street Station,MF,1:00 to 2:00 AM,19,15
2022,22nd Street Station,MF,2:00 to 3:00 AM,0,0
2022,22nd Street Station,MF,3:00 to 4:00 AM,0,0
2022,22nd Street Station,MF,4:00 to 5:00 AM,0,0
2022,22nd Street Station,MF,5:00 to 6:00 AM,330,210
2022,22nd Street Station,MF,6:00 to 7:00 AM,737,684
2022,22nd Street Station,MF,7:00 to 8:00 AM,735,779
2022,22nd Street Station,MF,8:00 to 9:00 AM,525,698
2022,22nd Street Station,MF,9:00 to 10:00 AM,268,452
2022,22nd Street Station,MF,10:00 to 11:00 AM,202,325
2022,22nd Street Station,MF,11:00 AM to 12:00 PM,236,347
2022,22nd Street Station,MF,12:00 to 1:00 PM,306,350
2022,22nd Street Station,MF,1:00 to 2:00 PM,367,351
2022,22nd Street Station,MF,2:00 to 3:00 PM,435,411
2022,22nd Street Station,MF,3:00 to 4:00 PM,603,651
2022,22nd Street Station,MF,4:00 to 5:00 PM,721,870
2022,22nd Street Station,MF,5:00 to 6:00 PM,787,822
2022,22nd Street Station,MF,6:00 to 7:00 PM,653,568
2022,22nd Street Station,MF,7:00 to 8:00 PM,419,325
2022,22nd Street Station,MF,8:00 to 9:00 PM,337,227
2022,22nd Street Station,MF,9:00 to 10:00 PM,325,175
2022,22nd Street Station,MF,10:00 to 11:00 PM,248,187
2022,22nd Street Station,MF,11:00 PM to 12:00 AM,164,176
2022,22nd Street Station,Sat,12:00 to 1:00 AM,139,70
2022,22nd Street Station,Sat,1:00 to 2:00 AM,40,20
2022,22nd Street Station,Sat,2:00 to 3:00 AM,0,0
2022,22nd Street Station,Sat,4:00 to 5:00 AM,0,0
2022,22nd Street Station,Sat,5:00 to 6:00 AM,0,0
2022,22nd Street Station,Sat,6:00 to 7:00 AM,176,288
2022,22nd Street Station,Sat,7:00 to 8:00 AM,263,338
2022,22nd Street Station,Sat,8:00 to 9:00 AM,229,318
2022,22nd Street Station,Sat,9:00 to 10:00 AM,205,310
2022,22nd Street Station,Sat,10:00 to 11:00 AM,220,327
2022,22nd Street Station,Sat,11:00 AM to 12:00 PM,240,368
2022,22nd Street Station,Sat,12:00 to 1:00 PM,284,393
2022,22nd Street Station,Sat,1:00 to 2:00 PM,333,395
2022,22nd Street Station,Sat,2:00 to 3:00 PM,360,424
2022,22nd Street Station,Sat,3:00 to 4:00 PM,385,456
2022,22nd Street Station,Sat,4:00 to 5:00 PM,431,464
2022,22nd Street Station,Sat,5:00 to 6:00 PM,433,437
2022,22nd Street Station,Sat,6:00 to 7:00 PM,432,368
2022,22nd Street Station,Sat,7:00 to 8:00 PM,352,278
2022,22nd Street Station,Sat,8:00 to 9:00 PM,302,220
2022,22nd Street Station,Sat,9:00 to 10:00 PM,283,195
2022,22nd Street Station,Sat,10:00 to 11:00 PM,250,191
2022,22nd Street Station,Sat,11:00 PM to 12:00 AM,200,183
2022,22nd Street Station,Sun/Hol,12:00 to 1:00 AM,63,39
2022,22nd Street Station,Sun/Hol,1:00 to 2:00 AM,2,1
2022,22nd Street Station,Sun/Hol,2:00 to 3:00 AM,0,0
2022,22nd Street Station,Sun/Hol,3:00 to 4:00 AM,0,0
2022,22nd Street Station,Sun/Hol,4:00 to 5:00 AM,0,0
2022,22nd Street Station,Sun/Hol,5:00 to 6:00 AM,16,10
2022,22nd Street Station,Sun/Hol,6:00 to 7:00 AM,40,33
2022,22nd Street Station,Sun/Hol,7:00 to 8:00 AM,207,286
2022,22nd Street Station,Sun/Hol,8:00 to 9:00 AM,211,234
2022,22nd Street Station,Sun/Hol,9:00 to 10:00 AM,177,244
2022,22nd Street Station,Sun/Hol,10:00 to 11:00 AM,202,287
2022,22nd Street Station,Sun/Hol,11:00 AM to 12:00 PM,216,309
2022,22nd Street Station,Sun/Hol,12:00 to 1:00 PM,247,333
2022,22nd Street Station,Sun/Hol,1:00 to 2:00 PM,281,358
2022,22nd Street Station,Sun/Hol,2:00 to 3:00 PM,304,353
2022,22nd Street Station,Sun/Hol,3:00 to 4:00 PM,323,377
2022,22nd Street Station,Sun/Hol,4:00 to 5:00 PM,350,361
2022,22nd Street Station,Sun/Hol,5:00 to 6:00 PM,378,351
2022,22nd Street Station,Sun/Hol,6:00 to 7:00 PM,380,307
2022,22nd Street Station,Sun/Hol,7:00 to 8:00 PM,341,227
2022,22nd Street Station,Sun/Hol,8:00 to 9:00 PM,260,193
2022,22nd Street Station,Sun/Hol,9:00 to 10:00 PM,220,170
2022,22nd Street Station,Sun/Hol,10:00 to 11:00 PM,188,154
2022,22nd Street Station,Sun/Hol,11:00 PM to 12:00 AM,140,151
2022,29th Avenue Station,MF,12:00 to 1:00 AM,90,20
2022,29th Avenue Station,MF,1:00 to 2:00 AM,30,3
2022,29th Avenue Station,MF,2:00 to 3:00 AM,0,0
2022,29th Avenue Station,MF,3:00 to 4:00 AM,0,0
2022,29th Avenue Station,MF,4:00 to 5:00 AM,0,0
2022,29th Avenue Station,MF,5:00 to 6:00 AM,25,96
2022,29th Avenue Station,MF,6:00 to 7:00 AM,92,402
2022,29th Avenue Station,MF,7:00 to 8:00 AM,156,544
2022,29th Avenue Station,MF,8:00 to 9:00 AM,197,724
2022,29th Avenue Station,MF,9:00 to 10:00 AM,140,428
2022,29th Avenue Station,MF,10:00 to 11:00 AM,141,321
2022,29th Avenue Station,MF,11:00 AM to 12:00 PM,162,306
2022,29th Avenue Station,MF,12:00 to 1:00 PM,202,298
2022,29th Avenue Station,MF,1:00 to 2:00 PM,258,288
2022,29th Avenue Station,MF,2:00 to 3:00 PM,333,289
2022,29th Avenue Station,MF,3:00 to 4:00 PM,495,407
2022,29th Avenue Station,MF,4:00 to 5:00 PM,641,354
2022,29th Avenue Station,MF,5:00 to 6:00 PM,712,325
2022,29th Avenue Station,MF,6:00 to 7:00 PM,545,270
2022,29th Avenue Station,MF,7:00 to 8:00 PM,377,172
2022,29th Avenue Station,MF,8:00 to 9:00 PM,316,119
2022,29th Avenue Station,MF,9:00 to 10:00 PM,310,100
2022,29th Avenue Station,MF,10:00 to 11:00 PM,217,81
2022,29th Avenue Station,MF,11:00 PM to 12:00 AM,154,55
2022,29th Avenue Station,Sat,12:00 to 1:00 AM,147,36
2022,29th Avenue Station,Sat,1:00 to 2:00 AM,55,6
2022,29th Avenue Station,Sat,2:00 to 3:00 AM,0,0
2022,29th Avenue Station,Sat,4:00 to 5:00 AM,0,0
2022,29th Avenue Station,Sat,5:00 to 6:00 AM,0,0
2022,29th Avenue Station,Sat,6:00 to 7:00 AM,35,89
2022,29th Avenue Station,Sat,7:00 to 8:00 AM,76,206
2022,29th Avenue Station,Sat,8:00 to 9:00 AM,116,277
2022,29th Avenue Station,Sat,9:00 to 10:00 AM,136,356
2022,29th Avenue Station,Sat,10:00 to 11:00 AM,167,369
2022,29th Avenue Station,Sat,11:00 AM to 12:00 PM,188,372
2022,29th Avenue Station,Sat,12:00 to 1:00 PM,230,371
2022,29th Avenue Station,Sat,1:00 to 2:00 PM,278,384
2022,29th Avenue Station,Sat,2:00 to 3:00 PM,326,369
2022,29th Avenue Station,Sat,3:00 to 4:00 PM,377,381
2022,29th Avenue Station,Sat,4:00 to 5:00 PM,426,352
2022,29th Avenue Station,Sat,5:00 to 6:00 PM,444,321
2022,29th Avenue Station,Sat,6:00 to 7:00 PM,423,267
2022,29th Avenue Station,Sat,7:00 to 8:00 PM,323,195
2022,29th Avenue Station,Sat,8:00 to 9:00 PM,269,143
2022,29th Avenue Station,Sat,9:00 to 10:00 PM,276,127
2022,29th Avenue Station,Sat,10:00 to 11:00 PM,253,104
2022,29th Avenue Station,Sat,11:00 PM to 12:00 AM,210,86
2022,29th Avenue Station,Sun/Hol,12:00 to 1:00 AM,54,11
2022,29th Avenue Station,Sun/Hol,1:00 to 2:00 AM,3,0
2022,29th Avenue Station,Sun/Hol,2:00 to 3:00 AM,0,0
2022,29th Avenue Station,Sun/Hol,4:00 to 5:00 AM,0,0
2022,29th Avenue Station,Sun/Hol,5:00 to 6:00 AM,1,4
2022,29th Avenue Station,Sun/Hol,6:00 to 7:00 AM,4,19
2022,29th Avenue Station,Sun/Hol,7:00 to 8:00 AM,47,133
2022,29th Avenue Station,Sun/Hol,8:00 to 9:00 AM,84,196
2022,29th Avenue Station,Sun/Hol,9:00 to 10:00 AM,110,256
2022,29th Avenue Station,Sun/Hol,10:00 to 11:00 AM,144,329
2022,29th Avenue Station,Sun/Hol,11:00 AM to 12:00 PM,157,329
2022,29th Avenue Station,Sun/Hol,12:00 to 1:00 PM,200,331
2022,29th Avenue Station,Sun/Hol,1:00 to 2:00 PM,236,330
2022,29th Avenue Station,Sun/Hol,2:00 to 3:00 PM,270,338
2022,29th Avenue Station,Sun/Hol,3:00 to 4:00 PM,322,316
2022,29th Avenue Station,Sun/Hol,4:00 to 5:00 PM,363,282
2022,29th Avenue Station,Sun/Hol,5:00 to 6:00 PM,380,242
2022,29th Avenue Station,Sun/Hol,6:00 to 7:00 PM,359,188
2022,29th Avenue Station,Sun/Hol,7:00 to 8:00 PM,319,135
2022,29th Avenue Station,Sun/Hol,8:00 to 9:00 PM,238,101
2022,29th Avenue Station,Sun/Hol,9:00 to 10:00 PM,224,90
2022,29th Avenue Station,Sun/Hol,10:00 to 11:00 PM,188,72
2022,29th Avenue Station,Sun/Hol,11:00 PM to 12:00 AM,143,54
2022,Aberdeen Station,MF,12:00 to 1:00 AM,13,13
2022,Aberdeen Station,MF,1:00 to 2:00 AM,4,1
2022,Aberdeen Station,MF,2:00 to 3:00 AM,1,0
2022,Aberdeen Station,MF,3:00 to 4:00 AM,0,0
2022,Aberdeen Station,MF,4:00 to 5:00 AM,0,1
2022,Aberdeen Station,MF,5:00 to 6:00 AM,14,16
2022,Aberdeen Station,MF,6:00 to 7:00 AM,103,59
2022,Aberdeen Station,MF,7:00 to 8:00 AM,119,117
2022,Aberdeen Station,MF,8:00 to 9:00 AM,188,135
2022,Aberdeen Station,MF,9:00 to 10:00 AM,180,103
2022,Aberdeen Station,MF,10:00 to 11:00 AM,223,109
2022,Aberdeen Station,MF,11:00 AM to 12:00 PM,211,136
2022,Aberdeen Station,MF,12:00 to 1:00 PM,219,176
2022,Aberdeen Station,MF,1:00 to 2:00 PM,213,210
2022,Aberdeen Station,MF,2:00 to 3:00 PM,224,235
2022,Aberdeen Station,MF,3:00 to 4:00 PM,278,288
2022,Aberdeen Station,MF,4:00 to 5:00 PM,284,283
2022,Aberdeen Station,MF,5:00 to 6:00 PM,296,325
2022,Aberdeen Station,MF,6:00 to 7:00 PM,224,270
2022,Aberdeen Station,MF,7:00 to 8:00 PM,128,184
2022,Aberdeen Station,MF,8:00 to 9:00 PM,75,116
2022,Aberdeen Station,MF,9:00 to 10:00 PM,60,92
2022,Aberdeen Station,MF,10:00 to 11:00 PM,38,52
2022,Aberdeen Station,MF,11:00 PM to 12:00 AM,22,22
2022,Aberdeen Station,Sat,12:00 to 1:00 AM,22,21
2022,Aberdeen Station,Sat,1:00 to 2:00 AM,7,1
2022,Aberdeen Station,Sat,2:00 to 3:00 AM,0,0
2022,Aberdeen Station,Sat,3:00 to 4:00 AM,0,0
2022,Aberdeen Station,Sat,4:00 to 5:00 AM,0,2
2022,Aberdeen Station,Sat,5:00 to 6:00 AM,11,14
2022,Aberdeen Station,Sat,6:00 to 7:00 AM,31,28
2022,Aberdeen Station,Sat,7:00 to 8:00 AM,52,37
2022,Aberdeen Station,Sat,8:00 to 9:00 AM,107,46
2022,Aberdeen Station,Sat,9:00 to 10:00 AM,176,84
2022,Aberdeen Station,Sat,10:00 to 11:00 AM,250,119
2022,Aberdeen Station,Sat,11:00 AM to 12:00 PM,291,168
2022,Aberdeen Station,Sat,12:00 to 1:00 PM,314,232
2022,Aberdeen Station,Sat,1:00 to 2:00 PM,308,274
2022,Aberdeen Station,Sat,2:00 to 3:00 PM,305,309
2022,Aberdeen Station,Sat,3:00 to 4:00 PM,309,329
2022,Aberdeen Station,Sat,4:00 to 5:00 PM,299,328
2022,Aberdeen Station,Sat,5:00 to 6:00 PM,277,303
2022,Aberdeen Station,Sat,6:00 to 7:00 PM,216,279
2022,Aberdeen Station,Sat,7:00 to 8:00 PM,141,221
2022,Aberdeen Station,Sat,8:00 to 9:00 PM,87,164
2022,Aberdeen Station,Sat,9:00 to 10:00 PM,68,124
2022,Aberdeen Station,Sat,10:00 to 11:00 PM,56,80
2022,Aberdeen Station,Sat,11:00 PM to 12:00 AM,41,41
2022,Aberdeen Station,Sun/Hol,12:00 to 1:00 AM,11,14
2022,Aberdeen Station,Sun/Hol,1:00 to 2:00 AM,3,1
2022,Aberdeen Station,Sun/Hol,2:00 to 3:00 AM,1,0
2022,Aberdeen Station,Sun/Hol,3:00 to 4:00 AM,0,0
2022,Aberdeen Station,Sun/Hol,4:00 to 5:00 AM,0,1
2022,Aberdeen Station,Sun/Hol,5:00 to 6:00 AM,8,12
2022,Aberdeen Station,Sun/Hol,6:00 to 7:00 AM,25,28
2022,Aberdeen Station,Sun/Hol,7:00 to 8:00 AM,42,36
2022,Aberdeen Station,Sun/Hol,8:00 to 9:00 AM,72,37
2022,Aberdeen Station,Sun/Hol,9:00 to 10:00 AM,119,66
2022,Aberdeen Station,Sun/Hol,10:00 to 11:00 AM,208,98
2022,Aberdeen Station,Sun/Hol,11:00 AM to 12:00 PM,238,131
2022,Aberdeen Station,Sun/Hol,12:00 to 1:00 PM,256,178
2022,Aberdeen Station,Sun/Hol,1:00 to 2:00 PM,263,220
2022,Aberdeen Station,Sun/Hol,2:00 to 3:00 PM,249,260
2022,Aberdeen Station,Sun/Hol,3:00 to 4:00 PM,254,273
2022,Aberdeen Station,Sun/Hol,4:00 to 5:00 PM,245,267
2022,Aberdeen Station,Sun/Hol,5:00 to 6:00 PM,226,256
2022,Aberdeen Station,Sun/Hol,6:00 to 7:00 PM,182,234
2022,Aberdeen Station,Sun/Hol,7:00 to 8:00 PM,115,192
2022,Aberdeen Station,Sun/Hol,8:00 to 9:00 PM,67,123
2022,Aberdeen Station,Sun/Hol,9:00 to 10:00 PM,52,98
2022,Aberdeen Station,Sun/Hol,10:00 to 11:00 PM,39,60
2022,Aberdeen Station,Sun/Hol,11:00 PM to 12:00 AM,24,27
2022,Braid Station,MF,12:00 to 1:00 AM,25,13
2022,Braid Station,MF,1:00 to 2:00 AM,11,4
2022,Braid Station,MF,2:00 to 3:00 AM,0,0
2022,Braid Station,MF,4:00 to 5:00 AM,0,0
2022,Braid Station,MF,5:00 to 6:00 AM,132,107
2022,Braid Station,MF,6:00 to 7:00 AM,350,259
2022,Braid Station,MF,7:00 to 8:00 AM,334,281
2022,Braid Station,MF,8:00 to 9:00 AM,215,201
2022,Braid Station,MF,9:00 to 10:00 AM,125,136
2022,Braid Station,MF,10:00 to 11:00 AM,98,112
2022,Braid Station,MF,11:00 AM to 12:00 PM,97,127
2022,Braid Station,MF,12:00 to 1:00 PM,118,131
2022,Braid Station,MF,1:00 to 2:00 PM,163,140
2022,Braid Station,MF,2:00 to 3:00 PM,169,182
2022,Braid Station,MF,3:00 to 4:00 PM,229,304
2022,Braid Station,MF,4:00 to 5:00 PM,270,367
2022,Braid Station,MF,5:00 to 6:00 PM,269,345
2022,Braid Station,MF,6:00 to 7:00 PM,211,215
2022,Braid Station,MF,7:00 to 8:00 PM,183,95
2022,Braid Station,MF,8:00 to 9:00 PM,102,86
2022,Braid Station,MF,9:00 to 10:00 PM,89,77
2022,Braid Station,MF,10:00 to 11:00 PM,61,64
2022,Braid Station,MF,11:00 PM to 12:00 AM,44,46
2022,Braid Station,Sat,12:00 to 1:00 AM,33,19
2022,Braid Station,Sat,1:00 to 2:00 AM,19,6
2022,Braid Station,Sat,2:00 to 3:00 AM,0,0
2022,Braid Station,Sat,3:00 to 4:00 AM,0,0
2022,Braid Station,Sat,4:00 to 5:00 AM,0,0
2022,Braid Station,Sat,5:00 to 6:00 AM,0,1
2022,Braid Station,Sat,6:00 to 7:00 AM,81,114
2022,Braid Station,Sat,7:00 to 8:00 AM,112,82
2022,Braid Station,Sat,8:00 to 9:00 AM,106,86
2022,Braid Station,Sat,9:00 to 10:00 AM,103,84
2022,Braid Station,Sat,10:00 to 11:00 AM,104,99
2022,Braid Station,Sat,11:00 AM to 12:00 PM,114,119
2022,Braid Station,Sat,12:00 to 1:00 PM,118,131
2022,Braid Station,Sat,1:00 to 2:00 PM,150,141
2022,Braid Station,Sat,2:00 to 3:00 PM,148,157
2022,Braid Station,Sat,3:00 to 4:00 PM,148,169
2022,Braid Station,Sat,4:00 to 5:00 PM,153,181
2022,Braid Station,Sat,5:00 to 6:00 PM,141,211
2022,Braid Station,Sat,6:00 to 7:00 PM,137,178
2022,Braid Station,Sat,7:00 to 8:00 PM,151,108
2022,Braid Station,Sat,8:00 to 9:00 PM,92,100
2022,Braid Station,Sat,9:00 to 10:00 PM,78,71
2022,Braid Station,Sat,10:00 to 11:00 PM,69,64
2022,Braid Station,Sat,11:00 PM to 12:00 AM,57,50
2022,Braid Station,Sun/Hol,12:00 to 1:00 AM,18,8
2022,Braid Station,Sun/Hol,1:00 to 2:00 AM,2,1
2022,Braid Station,Sun/Hol,2:00 to 3:00 AM,0,0
2022,Braid Station,Sun/Hol,4:00 to 5:00 AM,0,0
2022,Braid Station,Sun/Hol,5:00 to 6:00 AM,6,5
2022,Braid Station,Sun/Hol,6:00 to 7:00 AM,18,19
2022,Braid Station,Sun/Hol,7:00 to 8:00 AM,94,123
2022,Braid Station,Sun/Hol,8:00 to 9:00 AM,102,54
2022,Braid Station,Sun/Hol,9:00 to 10:00 AM,76,68
2022,Braid Station,Sun/Hol,10:00 to 11:00 AM,92,83
2022,Braid Station,Sun/Hol,11:00 AM to 12:00 PM,83,93
2022,Braid Station,Sun/Hol,12:00 to 1:00 PM,94,103
2022,Braid Station,Sun/Hol,1:00 to 2:00 PM,120,109
2022,Braid Station,Sun/Hol,2:00 to 3:00 PM,125,114
2022,Braid Station,Sun/Hol,3:00 to 4:00 PM,123,127
2022,Braid Station,Sun/Hol,4:00 to 5:00 PM,120,140
2022,Braid Station,Sun/Hol,5:00 to 6:00 PM,113,151
2022,Braid Station,Sun/Hol,6:00 to 7:00 PM,111,140
2022,Braid Station,Sun/Hol,7:00 to 8:00 PM,146,110
2022,Braid Station,Sun/Hol,8:00 to 9:00 PM,82,72
2022,Braid Station,Sun/Hol,9:00 to 10:00 PM,67,55
2022,Braid Station,Sun/Hol,10:00 to 11:00 PM,48,52
2022,Braid Station,Sun/Hol,11:00 PM to 12:00 AM,38,32
2022,Brentwood Town Centre Station,MF,12:00 to 1:00 AM,45,39
2022,Brentwood Town Centre Station,MF,1:00 to 2:00 AM,14,9
2022,Brentwood Town Centre Station,MF,2:00 to 3:00 AM,0,0
2022,Brentwood Town Centre Station,MF,3:00 to 4:00 AM,0,0
2022,Brentwood Town Centre Station,MF,5:00 to 6:00 AM,47,47
2022,Brentwood Town Centre Station,MF,6:00 to 7:00 AM,317,195
2022,Brentwood Town Centre Station,MF,7:00 to 8:00 AM,392,369
2022,Brentwood Town Centre Station,MF,8:00 to 9:00 AM,423,419
2022,Brentwood Town Centre Station,MF,9:00 to 10:00 AM,265,232
2022,Brentwood Town Centre Station,MF,10:00 to 11:00 AM,206,176
2022,Brentwood Town Centre Station,MF,11:00 AM to 12:00 PM,202,205
2022,Brentwood Town Centre Station,MF,12:00 to 1:00 PM,231,246
2022,Brentwood Town Centre Station,MF,1:00 to 2:00 PM,241,267
2022,Brentwood Town Centre Station,MF,2:00 to 3:00 PM,292,337
2022,Brentwood Town Centre Station,MF,3:00 to 4:00 PM,405,507
2022,Brentwood Town Centre Station,MF,4:00 to 5:00 PM,499,554
2022,Brentwood Town Centre Station,MF,5:00 to 6:00 PM,602,517
2022,Brentwood Town Centre Station,MF,6:00 to 7:00 PM,415,344
2022,Brentwood Town Centre Station,MF,7:00 to 8:00 PM,251,232
2022,Brentwood Town Centre Station,MF,8:00 to 9:00 PM,195,174
2022,Brentwood Town Centre Station,MF,9:00 to 10:00 PM,161,145
2022,Brentwood Town Centre Station,MF,10:00 to 11:00 PM,131,96
2022,Brentwood Town Centre Station,MF,11:00 PM to 12:00 AM,89,70
2022,Brentwood Town Centre Station,Sat,12:00 to 1:00 AM,81,74
2022,Brentwood Town Centre Station,Sat,1:00 to 2:00 AM,33,28
2022,Brentwood Town Centre Station,Sat,2:00 to 3:00 AM,0,0
2022,Brentwood Town Centre Station,Sat,6:00 to 7:00 AM,33,45
2022,Brentwood Town Centre Station,Sat,7:00 to 8:00 AM,102,95
2022,Brentwood Town Centre Station,Sat,8:00 to 9:00 AM,152,137
2022,Brentwood Town Centre Station,Sat,9:00 to 10:00 AM,165,157
2022,Brentwood Town Centre Station,Sat,10:00 to 11:00 AM,194,191
2022,Brentwood Town Centre Station,Sat,11:00 AM to 12:00 PM,227,231
2022,Brentwood Town Centre Station,Sat,12:00 to 1:00 PM,267,281
2022,Brentwood Town Centre Station,Sat,1:00 to 2:00 PM,296,316
2022,Brentwood Town Centre Station,Sat,2:00 to 3:00 PM,321,333
2022,Brentwood Town Centre Station,Sat,3:00 to 4:00 PM,339,357
2022,Brentwood Town Centre Station,Sat,4:00 to 5:00 PM,368,344
2022,Brentwood Town Centre Station,Sat,5:00 to 6:00 PM,350,320
2022,Brentwood Town Centre Station,Sat,6:00 to 7:00 PM,322,305
2022,Brentwood Town Centre Station,Sat,7:00 to 8:00 PM,253,237
2022,Brentwood Town Centre Station,Sat,8:00 to 9:00 PM,201,191
2022,Brentwood Town Centre Station,Sat,9:00 to 10:00 PM,176,165
2022,Brentwood Town Centre Station,Sat,10:00 to 11:00 PM,155,132
2022,Brentwood Town Centre Station,Sat,11:00 PM to 12:00 AM,134,103
2022,Brentwood Town Centre Station,Sun/Hol,12:00 to 1:00 AM,30,22
2022,Brentwood Town Centre Station,Sun/Hol,1:00 to 2:00 AM,1,2
2022,Brentwood Town Centre Station,Sun/Hol,2:00 to 3:00 AM,0,0
2022,Brentwood Town Centre Station,Sun/Hol,5:00 to 6:00 AM,2,2
2022,Brentwood Town Centre Station,Sun/Hol,6:00 to 7:00 AM,14,9
2022,Brentwood Town Centre Station,Sun/Hol,7:00 to 8:00 AM,57,70
2022,Brentwood Town Centre Station,Sun/Hol,8:00 to 9:00 AM,91,97
2022,Brentwood Town Centre Station,Sun/Hol,9:00 to 10:00 AM,118,118
2022,Brentwood Town Centre Station,Sun/Hol,10:00 to 11:00 AM,159,161
2022,Brentwood Town Centre Station,Sun/Hol,11:00 AM to 12:00 PM,194,183
2022,Brentwood Town Centre Station,Sun/Hol,12:00 to 1:00 PM,214,216
2022,Brentwood Town Centre Station,Sun/Hol,1:00 to 2:00 PM,248,246
2022,Brentwood Town Centre Station,Sun/Hol,2:00 to 3:00 PM,266,259
2022,Brentwood Town Centre Station,Sun/Hol,3:00 to 4:00 PM,282,275
2022,Brentwood Town Centre Station,Sun/Hol,4:00 to 5:00 PM,285,270
2022,Brentwood Town Centre Station,Sun/Hol,5:00 to 6:00 PM,280,251
2022,Brentwood Town Centre Station,Sun/Hol,6:00 to 7:00 PM,245,232
2022,Brentwood Town Centre Station,Sun/Hol,7:00 to 8:00 PM,192,176
2022,Brentwood Town Centre Station,Sun/Hol,8:00 to 9:00 PM,146,131
2022,Brentwood Town Centre Station,Sun/Hol,9:00 to 10:00 PM,120,107
2022,Brentwood Town Centre Station,Sun/Hol,10:00 to 11:00 PM,104,82
2022,Brentwood Town Centre Station,Sun/Hol,11:00 PM to 12:00 AM,74,63
2022,Bridgeport Station,MF,12:00 to 1:00 AM,89,47
2022,Bridgeport Station,MF,1:00 to 2:00 AM,28,5
2022,Bridgeport Station,MF,2:00 to 3:00 AM,0,0
2022,Bridgeport Station,MF,3:00 to 4:00 AM,0,0
2022,Bridgeport Station,MF,4:00 to 5:00 AM,1,7
2022,Bridgeport Station,MF,5:00 to 6:00 AM,96,170
2022,Bridgeport Station,MF,6:00 to 7:00 AM,239,414
2022,Bridgeport Station,MF,7:00 to 8:00 AM,368,839
2022,Bridgeport Station,MF,8:00 to 9:00 AM,324,795
2022,Bridgeport Station,MF,9:00 to 10:00 AM,244,456
2022,Bridgeport Station,MF,10:00 to 11:00 AM,237,376
2022,Bridgeport Station,MF,11:00 AM to 12:00 PM,273,380
2022,Bridgeport Station,MF,12:00 to 1:00 PM,325,322
2022,Bridgeport Station,MF,1:00 to 2:00 PM,372,356
2022,Bridgeport Station,MF,2:00 to 3:00 PM,454,356
2022,Bridgeport Station,MF,3:00 to 4:00 PM,662,454
2022,Bridgeport Station,MF,4:00 to 5:00 PM,829,523
2022,Bridgeport Station,MF,5:00 to 6:00 PM,916,528
2022,Bridgeport Station,MF,6:00 to 7:00 PM,634,355
2022,Bridgeport Station,MF,7:00 to 8:00 PM,418,261
2022,Bridgeport Station,MF,8:00 to 9:00 PM,298,183
2022,Bridgeport Station,MF,9:00 to 10:00 PM,273,214
2022,Bridgeport Station,MF,10:00 to 11:00 PM,248,174
2022,Bridgeport Station,MF,11:00 PM to 12:00 AM,174,132
2022,Bridgeport Station,Sat,12:00 to 1:00 AM,120,84
2022,Bridgeport Station,Sat,1:00 to 2:00 AM,49,8
2022,Bridgeport Station,Sat,2:00 to 3:00 AM,1,0
2022,Bridgeport Station,Sat,3:00 to 4:00 AM,0,0
2022,Bridgeport Station,Sat,4:00 to 5:00 AM,1,5
2022,Bridgeport Station,Sat,5:00 to 6:00 AM,65,44
2022,Bridgeport Station,Sat,6:00 to 7:00 AM,105,116
2022,Bridgeport Station,Sat,7:00 to 8:00 AM,226,169
2022,Bridgeport Station,Sat,8:00 to 9:00 AM,229,215
2022,Bridgeport Station,Sat,9:00 to 10:00 AM,277,344
2022,Bridgeport Station,Sat,10:00 to 11:00 AM,299,394
2022,Bridgeport Station,Sat,11:00 AM to 12:00 PM,372,488
2022,Bridgeport Station,Sat,12:00 to 1:00 PM,392,417
2022,Bridgeport Station,Sat,1:00 to 2:00 PM,436,481
2022,Bridgeport Station,Sat,2:00 to 3:00 PM,469,446
2022,Bridgeport Station,Sat,3:00 to 4:00 PM,517,499
2022,Bridgeport Station,Sat,4:00 to 5:00 PM,517,490
2022,Bridgeport Station,Sat,5:00 to 6:00 PM,592,499
2022,Bridgeport Station,Sat,6:00 to 7:00 PM,583,404
2022,Bridgeport Station,Sat,7:00 to 8:00 PM,503,355
2022,Bridgeport Station,Sat,8:00 to 9:00 PM,372,309
2022,Bridgeport Station,Sat,9:00 to 10:00 PM,293,402
2022,Bridgeport Station,Sat,10:00 to 11:00 PM,279,300
2022,Bridgeport Station,Sat,11:00 PM to 12:00 AM,224,270
2022,Bridgeport Station,Sun/Hol,12:00 to 1:00 AM,59,42
2022,Bridgeport Station,Sun/Hol,1:00 to 2:00 AM,18,5
2022,Bridgeport Station,Sun/Hol,2:00 to 3:00 AM,0,1
2022,Bridgeport Station,Sun/Hol,3:00 to 4:00 AM,0,0
2022,Bridgeport Station,Sun/Hol,4:00 to 5:00 AM,1,4
2022,Bridgeport Station,Sun/Hol,5:00 to 6:00 AM,54,48
2022,Bridgeport Station,Sun/Hol,6:00 to 7:00 AM,76,113
2022,Bridgeport Station,Sun/Hol,7:00 to 8:00 AM,171,147
2022,Bridgeport Station,Sun/Hol,8:00 to 9:00 AM,178,172
2022,Bridgeport Station,Sun/Hol,9:00 to 10:00 AM,224,272
2022,Bridgeport Station,Sun/Hol,10:00 to 11:00 AM,272,344
2022,Bridgeport Station,Sun/Hol,11:00 AM to 12:00 PM,338,409
