CalendarYear,Lineno_renamed,AnnualBoardings,AVG_Daily_Boardings_MF,AVG_Daily_Boardings_Sat,AVG_Daily_Boardings_SunHol,Annual_Revenue_Hours,Annual_Service_Hours,Average_Boarding_Per_Revenue_Hour,Average_Peak_Passenger_Load,Average_Peak_Load_Factor,Average_Capacity_Utilization,Revenue_Hrs_w_Overcrowding,Perc_Trips_w_Overcrowding,On_Time_Performance_Percentage,Bus_Bunching_Percentage,AVG_speed_km_per_hr
2022,16,4626807.604,13887.87225,11551.40456,9100.268555,83169.425,101792.1917,55.63111209,29.85002247,63.297469,31.12750947,7.079753133,6.544516684,82.42270157,1.847615522,15.91242453
2022,17,1905518.425,5855.921313,4265.733938,3629.009208,41057.38333,48944.88333,46.41110246,14.94562116,31.78694541,15.27591166,0.128377647,0.126872885,70.70054078,2.37153008,16.48078034
2022,19,3989015.254,11302.96135,10931.76421,9552.761522,68254.84389,87558.81056,58.44296209,24.69847734,52.5390006,33.42684032,4.334350006,3.695397319,71.54605527,2.92471801,14.61311614
2022,20,4176831.832,12505.10737,10450.41849,8315.726235,61213.05,74801.5,68.23433618,27.44971197,39.21387424,22.16027755,1.057969904,0.872067286,80.08805694,2.700364271,14.235984
2022,22,2385526.176,7351.617177,5309.182993,4491.8035,45643.49278,58594.09278,52.26432138,24.73531945,49.4706389,34.36479872,5.191318388,4.468841812,84.43576591,1.646051409,16.55813588
2022,23,1129488.308,3321.790777,2994.486546,2337.529492,25144.58333,36262.1,44.91974644,13.30647093,55.44362886,34.83611309,2.481721035,2.36318408,82.34567901,1.358549873,15.05201283
2022,25,5668013.82,17977.80399,11644.69409,9551.491743,83001.1,111028.45,68.28841811,38.3979333,76.79586661,40.63935864,21.53109311,19.7086625,83.01642674,3.888189797,21.80016999
2022,26,1056453.658,3371.479644,2216.74095,1668.643818,20006.95,27328.73333,52.80433338,16.71888515,33.4377703,15.12035474,0.241478753,0.218998084,91.43121954,0.269431361,20.46090285
2022,27,985801.7342,3008.026334,2442.2669,1773.572793,13959.73333,19384.85,70.61751902,16.06891635,32.13783271,20.67937062,0.167057579,0.16541077,87.99916713,0.407256049,16.69102549
2022,28,1428698.274,4408.049155,3198.332292,2656.789593,25123.58333,32995.78333,56.86681932,19.47174811,38.94349621,26.82836738,0.271669061,0.229120473,82.51931027,0.452197369,22.21594885
2022,29,538256.8181,1686.157205,1198.675696,912.4031258,8453.566667,11259.48333,63.67215631,13.41873748,26.83747496,18.2232705,0.257768867,0.243950039,92.6435599,0.175604346,18.69047826
2022,31,185441.3872,563.3381823,449.7269173,350.3640995,5439.933333,7344.683333,34.08890805,9.276407358,38.65169732,31.4883206,0.740692471,0.6869773,82.50971966,0.123384211,23.02115128
2022,33,1884395.51,6114.685633,3600.39435,2880.034896,31946.78333,42110.5,58.98545373,29.6774263,59.3548526,35.95111052,7.558825019,6.834264432,81.04250334,0.668867237,21.29516365
2022,41,1604789.407,4435.464861,4597.410377,4098.503159,37516.83333,49749.46667,42.77518288,17.20406741,36.60439874,17.20252753,1.378713407,1.09120147,86.57738704,0.798406223,20.05177628
2022,42,6282.421538,NULL,180.4649057,178.5171744,272.95,499.3833333,23.01674863,NULL,NULL,NULL,NULL,NULL,92.89398281,0,24.85073116
2022,44,765452.926,3080.424692,NULL,1533.690344,13550.26667,17145.1,56.48987912,29.12311298,55.00358064,42.14240687,4.276293851,4.137731481,83.24888376,1.871873023,21.54307571
2022,49,7343492.621,23235.8513,14949.21633,12688.26795,85040.2,111222.9667,86.35319085,55.93035249,74.57380332,41.94972311,23.3326134,21.20295292,80.33723202,3.616268949,22.00148525
2022,68,380316.969,1050.093362,1087.827005,976.5223559,9926.583333,13441.81667,38.31297802,8.954020966,37.30842069,26.51323173,0.378408843,0.36589828,70.41294309,0.743160499,24.64269071
2022,84,1899205.474,6403.493414,3619.915732,2025.529495,27422.46667,38589.93333,69.2572808,34.49651399,45.99535198,30.57884929,2.746173509,2.528945765,78.94074126,1.410940224,24.0593412
2022,99,9722117.143,30974.49896,20747.91861,15276.09898,111173.75,136567.1667,87.44975448,43.49253651,58.0346819,35.65107582,9.131942856,8.708613472,81.49594413,7.607137573,21.46097226
2022,100,3135745.426,9572.731297,7161.41194,6096.419488,53450.81667,70553.23333,58.66599654,30.06187691,60.12375383,36.73171729,5.4413527,5.116461659,85.21906561,3.760870061,24.38181689
2022,101,777640.935,2472.991147,1563.998481,1312.793909,15701.21667,22112.55,49.52743163,21.55190979,43.10381959,25.84499629,0.685398434,0.626355095,81.04524657,0.69988858,21.5941681
2022,102/103,372036.8131,1164.182675,807.2320181,651.8180629,17867.33333,18484.81667,20.82217901,5.932217194,24.71757164,11.91790812,0.081076173,0.082970338,89.85131814,0.386992243,12.88362535
2022,104,802199.2686,2778.074729,1193.863419,846.4475767,13734.8,17588.21667,58.40633054,27.92649295,55.85298589,28.15710215,7.619769721,7.071332714,76.03201525,1.10271457,27.28065712
2022,105,227347.8005,689.554347,551.349759,433.5409505,9640.75,12657.63333,23.58196204,6.957008487,28.98753536,16.18646915,0.031421372,0.027685493,76.65489642,0.118872752,17.77468494
2022,106,2617159.812,8000.884319,6427.014019,4697.575224,25538,35755.01667,102.4810013,28.86289252,57.72578504,35.4749793,7.112455655,6.437084638,87.8493872,1.296066719,15.55377012
2022,109,104959.4563,331.2337989,219.0675436,180.3646198,6468.216667,9981.133333,16.22695431,4.00436708,16.68486284,9.518062539,0.072495687,0.076103501,94.0981546,0.015841366,20.65210172
2022,110,765191.4535,2487.782528,1417.245624,1186.569837,23663.01667,31328.16667,32.33702043,15.76414608,31.52829217,15.92803883,1.671157308,1.763786559,83.86705328,0.664973114,22.80151245
2022,112,933135.0158,2933.256188,2185.147252,1461.58711,12744.68333,18652.06667,73.21759132,18.56175286,37.12350572,22.82276558,0.214769236,0.176759914,93.79726904,0.343731642,19.21767896
2022,116,1088751.083,3853.454722,1327.418554,1071.27547,21136.38333,28977.45,51.51075592,26.84249148,53.68498297,27.38994614,4.682613383,4.143179256,88.23394907,0.910220743,26.10883134
2022,119,1786154.61,5334.051277,4476.860272,3599.720322,20248.55,30204.1,88.2114823,24.23940486,48.47880971,33.49936042,1.788756874,1.542324247,93.97133389,0.747927256,16.79255668
2022,123,1843329.894,5748.863113,3957.256925,3333.316539,30463.58333,41290.61667,60.50929314,26.94962933,53.89925865,27.90431945,4.446950196,3.643648657,87.89414355,1.053121451,20.82432647
2022,128,637172.4684,2103.787821,1151.908675,891.662886,11740.88333,18092.36667,54.26955113,17.01497098,34.02994196,21.06924539,1.407585935,1.309501051,94.92413418,0.38310383,20.94429708
2022,129/133,1400097.465,4515.393567,2734.021461,2196.142263,35194.26667,43450.5,39.7819758,18.60321331,37.20642663,22.79475346,0.446721097,0.479516314,84.59464043,0.625455753,20.19302665
2022,130,2576465.348,8018.847777,5907.131071,4427.73103,34351.81667,48271.65,75.00230258,28.92703919,57.85407839,37.03080061,6.401203032,5.577414912,78.16273889,2.683490537,19.43313369
2022,131,28764.13278,89.873709,61.62987379,51.49920795,3228.583333,5629.983333,8.909211816,1.830081879,7.625341163,2.975480471,0,0,83.85262117,0.038360129,20.72751818
2022,132,28626.54516,89.12172486,61.29815512,52.46413103,2549.066667,2551.066667,11.23020654,2.80938587,11.70577446,6.106645239,0,0,83.31130205,0.056520548,21.65126125
2022,134,365618.3918,1130.001824,804.815425,683.396135,13702.78333,19141.35,26.68205305,11.80964203,28.01872803,11.94530966,0.113067425,0.117924528,85.64296781,0.277723245,23.14919767
2022,136,359055.1716,1107.39411,819.2159036,657.2685588,14891.07083,20392.72083,24.11211226,12.36768859,29.7742962,12.50088827,0.044257608,0.039287585,78.6172891,0.167274422,25.69379102
2022,143,362844.5999,1469.344006,NULL,277.1948746,6019.966667,10571.36667,60.27352309,23.54844078,34.76972469,30.448387,3.405031615,3.175416133,93.90082516,0.406852102,31.61878208
2022,144,1243743.644,4034.579187,2411.649449,1878.080487,31702.96667,40748.91667,39.23114379,25.00115434,50.00230867,30.62811516,2.621448989,2.511787398,88.31626756,0.945858012,24.63249707
2022,145,1300671.959,4609.708175,1657.561651,1201.351378,18200.1925,28326.5425,71.46473639,29.13361552,40.92571394,35.85987628,3.183468572,3.028930818,95.72840775,0.960364023,30.69065103
2022,146,81779.91372,247.137255,197.2662653,160.0940776,3475.65,5695.8,23.52938694,3.77987981,15.74949921,11.19520978,0.016961174,0.013877324,80.7436209,0.064124651,23.55911294
2022,147,364727.7518,1144.227581,760.5449078,652.2303239,9352.816667,15987.83333,38.99656807,9.41038444,39.20993517,22.80669292,0.171424447,0.171544977,93.29019711,0.218960514,23.42323377
2022,148,287680.1542,915.7429081,558.8306808,497.7343786,7486.016667,11557.26667,38.42900263,6.808770171,28.36987571,14.92106106,0.021676189,0.020951184,88.1786164,0.142728781,27.67469958
2022,151,309985.5898,981.2020312,637.4248117,529.3104471,9967.633333,15523.51667,31.09921678,10.95138038,21.90276076,12.2108855,0.116977534,0.103638876,94.14556962,0.089377072,27.42927426
2022,152,736740.6918,2375.292358,1434.356063,1161.675472,15465.66667,22429.01667,47.63717644,22.12119651,44.24239301,22.24346883,1.351757172,1.058731751,94.05684755,0.258354482,25.46052986
2022,153,538672.9839,1841.375746,746.8969762,699.3419044,13836.35,20955.95,38.93172578,14.3477381,32.64116015,18.53833592,0.320278605,0.342012357,90.57454617,0.22701763,26.35450145
2022,155,566542.2141,1761.588656,1298.0952,980.4545429,11157.36667,15897.15,50.77741289,16.6948829,33.3897658,20.10830545,0.148965316,0.134803922,90.81434302,0.470033985,19.33457903
2022,156,572215.4028,1838.699668,1391.14074,709.7905383,15359.55,20606.81667,37.2546984,17.33400003,34.66800005,16.98388406,0.195360472,0.172860847,86.49548533,0.049611235,23.67111649
2022,157,357841.667,1097.613931,795.8535326,693.1978537,12144.25,19040.61667,29.46593384,11.79300808,36.59610414,17.51157859,0.156212792,0.162977047,89.20683344,0.050146773,23.98475712
2022,159,639556.0482,2084.67657,1414.086327,793.9272078,20892.89917,26949.96583,30.61116809,17.30173312,34.60115172,19.496957,0.495370609,0.456563094,83.30774449,0.636057194,25.31321318
2022,160,1069863.635,3254.91352,2534.96598,2049.801161,52345.88,63139.91667,20.43835417,12.01420429,24.02840859,14.11712596,0.164599403,0.142653352,81.52175013,0.70329481,26.24008025
2022,169,251063.1262,655.6880759,774.652957,738.5359067,10806.01667,15325.03333,23.23364232,7.079642972,23.31878433,13.51684602,0,0,92.95180059,0.075251112,29.49092131
2022,170,72815.84114,252.0838072,104.1625622,80.399572,6194.533333,9203.416667,11.754855,3.104763616,12.93651507,7.029923009,0,0,88.87354971,0.508461727,23.49673173
2022,171/172,427231.4161,1406.454699,892.5615132,519.8561408,19669.28417,27078.73417,21.72074044,7.527102834,31.26280173,20.36488104,0.387062972,0.302204314,85.83073905,1.648545803,26.01453939
2022,173/174,300982.5587,992.4237746,605.4658188,378.5386199,28796.91667,35481.98333,10.45190227,4.600915733,19.17048222,9.449012604,0.06173438,0.054151625,76.64812671,0.650796419,24.69598297
2022,175,80486.11971,323.4340856,NULL,184.2669312,4248.9,6017.55,18.94281336,7.002768774,29.17820322,18.15842913,0.098231827,0.09469697,81.90966645,0.441809408,21.64125068
2022,179,8013.587095,NULL,211.3258192,200.462969,550.4333333,711.9333333,14.55868787,NULL,NULL,NULL,NULL,NULL,77.52053771,0.490781837,30.22562136
2022,180,566065.6543,1876.73267,975.22002,801.1638252,18769.38333,27342.43333,30.15899053,10.20366376,29.44830748,14.62663442,0.122014392,0.111964171,90.43456632,0.21608834,22.55330914
2022,181,45658.05222,153.5358824,75.08131093,59.46264136,4619,7004.316667,9.88483486,3.225018366,13.43757652,6.617219797,0,0,88.61407025,0.012919354,32.0097898
2022,182,84490.03445,265.0389671,176.4587163,150.964109,10223.25,13048.93333,8.264498516,4.803700649,20.01541937,7.937130721,0.082093263,0.079459674,80.43890071,0.053629921,34.21608259
2022,183,386903.8082,1278.163171,691.5731031,544.9830853,20973.55,30121.18333,18.44722559,9.709570885,24.44040802,11.54407075,0.088556501,0.07344166,88.24195487,0.200500726,24.66458915
2022,184/185,171502.7252,577.2672342,290.378191,214.8555166,13818.01667,21134.2,12.41152977,3.265006571,13.60419404,7.2510491,0.012176483,0.010687186,91.46120697,0.071392941,24.75846122
2022,186,195335.357,613.1986305,424.9099048,334.2265495,8897.216667,12260.16667,21.95465889,7.843211166,32.68004652,18.40021784,0.768461704,0.716145833,89.89895687,0.189453742,24.25258396
2022,187,223332.039,718.5095428,443.3701008,351.0962117,9353.883333,13761,23.87586321,6.870786356,28.62827648,17.03077926,0.142258753,0.126779793,89.18625351,0.610931486,24.13911427
2022,188,528545.723,1718.435062,1011.473047,794.2402895,18221.31667,25234.26667,29.00699948,15.33313959,30.66627918,16.31491525,0.456126004,0.369423132,91.53013998,0.262219468,26.45056062
2022,189,71217.1943,229.1259075,137.216556,115.1785095,4679.633333,7502.233333,15.21854154,4.004619731,12.35362212,8.143162066,0,0,91.81645741,0.038112462,20.0965387
2022,191,202665.7283,645.0661826,410.7859855,337.5906879,7138.683333,9921.466667,28.38979106,9.14024429,18.27523226,10.83877777,0.043821209,0.044603033,88.27217326,0.128886741,23.67681402
2022,209,127277.9804,351.4147645,396.5212063,301.6544121,5711.633333,7809.616667,22.28399006,14.4520658,28.9041316,18.55562962,0.044650106,0.040160643,82.15515574,0.167275243,25.76066196
2022,210,747391.5483,2383.813941,1518.797776,1223.818426,22642.16667,30329.5,33.00883521,22.32503573,44.65007146,29.94797973,5.208473993,4.628347184,83.08984708,0.819767151,23.23100124
2022,211,492036.5267,1485.198068,1152.939567,995.8946929,18568.95,25950.81667,26.49781096,14.71483074,29.42966147,21.52111222,0.716214995,0.523255814,83.42352677,0.784989886,27.30144719
2022,212,251582.137,770.575399,539.427286,507.0204468,6058.1525,10875.41917,41.52786463,12.85491394,25.70982787,15.38219171,0.312990581,0.345423143,92.71499645,0.120588702,32.57651008
2022,215,171748.2247,572.1627944,320.5407997,213.8515771,7202.15,10816.83333,23.84679917,8.482026532,35.34177721,19.6879981,0.117208656,0.115562404,92.79645948,0.1019762,28.16187765
2022,222,668316.193,2691.682748,NULL,1232.4474,12019.58333,16863.65,55.60227626,25.97037411,51.94074822,36.80253017,3.302585127,3.22671156,89.75464827,2.47023361,24.58820403
2022,227,102982.51,270.1666477,332.4799249,287.0531131,5924.883333,8248.716667,17.3813566,5.36442913,22.35178804,14.76362896,0.019335441,0.018195051,86.60724621,0.035556854,23.98753655
2022,228,503491.6069,1507.639368,1245.844318,1012.364447,13658.95,19883.36667,36.86166264,11.81848686,23.63697372,14.32013921,0.047488711,0.03869969,85.72278175,0.35808156,21.67931573
2022,229,672037.8768,1992.209608,1757.473227,1351.726949,12813.71667,20464.45,52.44675642,16.38184229,32.76368459,18.76516129,0.229027793,0.191977367,84.91896875,0.324513622,16.76471692
2022,230,582575.9999,1794.38787,1440.377371,988.9098606,10798.35,16787.8,53.95046465,17.66710794,35.33421589,17.87069695,0.861650878,0.77732053,85.20378231,0.206752685,16.64693151
2022,231,12918.55105,51.95633577,NULL,27.45849018,401.6,1202.05,32.1677068,7.367574453,14.73514891,12.67567198,0,0,92.35431235,0.02228164,15.45067309
2022,232,575434.4578,1763.097034,1322.3836,1088.785676,15735.2,21034.81667,36.56988521,16.38656803,32.77313607,19.79932676,0.393558343,0.336464321,79.62674961,0.420862608,21.23662244
2022,236,460646.7342,1117.648895,1715.535202,1440.257842,13765.01667,20800.65,33.46503279,13.96294776,27.92589553,19.57953365,0.984358707,0.961538462,85.83646699,0.323266905,23.1633581
2022,240,2619999.846,7896.137975,6712.257118,4903.172145,47800.36667,61996.78333,54.8112918,32.55230802,59.21156614,38.38495439,6.642387631,6.059260903,76.6642806,2.99731815,19.42486178
2022,241,223994.158,899.7394349,NULL,531.4371907,4777.038889,8549.472222,46.88974974,23.27546728,46.55093455,35.41968734,5.500444181,4.444444444,78.35528159,1.714485138,19.10832156
2022,245,421352.5715,1607.698237,268.9463416,177.2178447,10870.36667,16985.65,38.76157856,9.670535217,19.1931092,13.73653269,0.525308879,0.517041258,93.08739692,0.537750013,23.51562851
2022,246/249,966106.8182,2997.114341,2195.627701,1711.105221,26869.565,35679.865,35.95543203,13.49194899,26.98389798,21.37012635,1.367151897,0.797993616,77.5821506,0.877538933,20.7596134
2022,247,50249.95017,201.8698002,NULL,117.9958649,1572.933333,2739.966667,31.94664968,18.67889721,37.35779443,21.3372483,0.92715721,0.833333333,82.61455526,0.506252777,26.03602999
2022,250,1867183.042,5440.78427,5073.827829,3953.89649,51272.75,68002.2,36.4166744,27.06717727,54.13435455,31.25852504,9.202784948,7.406588547,69.72283209,3.762175997,23.58875273
2022,251,62975.25515,206.3605822,118.1639331,90.53772246,6283.2,8552.6,10.02279971,4.893400464,20.3891686,8.944591535,0.022133075,0.0220022,69.99146474,0.011568551,24.5620461
2022,252,44235.16505,142.2322427,87.42826176,70.14572733,4840.15,7351.283333,9.139213671,3.658977507,15.24573961,7.556564514,0,0,75.78984652,0.010935949,22.10705427
2022,253,252459.3218,923.0677781,222.3965337,206.2690848,8404.3925,10996.20917,30.03897329,24.04058368,48.08116735,32.38237899,24.95698662,19.66394187,71.45018134,0.584082272,25.30897908
2022,254,147653.822,501.6875096,228.4034566,184.5032067,5729.333333,7670.016667,25.77155375,15.75722331,31.51444662,18.18809889,13.42769364,9.074867658,74.47696846,1.030205401,26.7883532
2022,255,858222.1934,2694.909065,1860.68007,1470.435819,23416.07833,32343.76167,36.65097892,20.80928625,41.61857251,21.48960899,0.206229607,0.227642276,61.50980248,0.581891685,23.14914614
2022,256,81623.3658,234.3331567,229.8353016,179.4921429,4519.833333,5462.416667,18.05893266,5.438618949,22.66091229,9.093610035,0,0,67.32151581,0.011601601,19.62969992
2022,257,1166202.492,3060.673581,3782.101926,3232.94763,22614.48333,32062.68333,51.56883202,40.57834678,54.10446238,38.30025343,5.472597095,5.233102415,78.45451684,1.508909025,36.41730379
2022,262,28336.44598,83.42139228,78.29942116,55.86885943,4462.266667,5547.266667,6.3502359,3.329109279,13.87128866,7.581053667,0.034844662,0.035536603,83.11343875,0.026447001,46.1705537
2022,301,1292126.583,4161.072785,2355.382045,2179.444954,26951.51667,35264.78333,47.9426297,41.32479329,48.61740388,36.32098321,2.978857238,2.886529529,80.12485793,1.301001435,35.00984892
2022,310,431801.5928,1298.612687,990.7725766,907.8014622,17028.5,21885.16667,25.35758245,16.03624903,33.58887161,22.7409333,0.551091935,0.548329508,73.49678594,1.433726327,35.33553158
2022,311,148676.9588,596.4012442,NULL,392.4505402,3885.616667,7926.366667,38.2634139,30.12287398,35.43867527,31.09050254,0,0,87.55956433,0.939649078,47.76407191
2022,312,796078.1274,2431.058829,1892.87598,1486.688125,14668.15,22171.01667,54.27256521,26.07154896,52.14309791,33.04308797,6.038371418,5.579302587,92.04213184,0.291325392,26.98274439
2022,314,380780.3226,1224.910521,750.9375845,603.0385059,7268.253333,9962.136667,52.38952264,24.44144343,48.88288686,26.47518005,4.150673501,3.297828759,84.47993842,0.086113266,21.95191302
2022,316,616396.7603,1886.724462,1717.025074,939.9587899,11023.35,15586.95,55.91737179,27.81216031,55.62432061,33.36139535,4.19011487,4.146019161,82.67700776,0.108068424,22.47150564
2022,319,6048986.821,18131.03299,14556.73263,12414.9643,71236.58333,97099.35,84.91405031,32.47694741,64.95389482,46.58995591,15.10940653,13.89825539,80.19584321,6.802683112,22.96700589
2022,320,1639455.834,4882.906701,4022.162739,3419.527213,35814.15,49202.1,45.77676237,26.48005982,52.96011965,32.09155119,7.24106103,4.609589478,81.33198443,0.92778048,23.32279924
2022,321,2593878.201,7381.385105,7228.503202,6002.616397,49882.87333,63214.89,51.99937429,38.08146774,76.16293547,42.03613224,19.60840694,18.00901068,71.231145,2.668230951,26.07954492
2022,322,493208.9689,1540.911199,986.5289553,937.9896759,15482.1,21919.11667,31.85672286,15.96471992,66.51966634,27.77551628,5.480352607,5.37370431,88.5537877,0.185706162,24.47159644
2022,323,2944409.425,8745.675376,7198.678824,6248.387812,33480.3,46641.8,87.94453529,38.5290715,77.05814299,45.98609489,24.96659804,24.35500516,85.36957633,2.047625305,20.68202424
2022,324,1103758.567,3402.731114,2435.985279,2089.783267,14704.08333,21220.46667,75.06476551,32.62287254,65.24574509,38.36269827,10.32507157,9.473929236,89.0253288,0.144039458,21.19030904
2022,325,974760.6909,2974.805541,2202.759728,1916.642119,11031.65,18384.08333,88.36037138,31.79953578,63.59907155,43.98186609,12.47088113,11.51376147,92.24360718,0.211872839,21.40226712
2022,326,347050.7088,1138.414228,637.5499696,505.1971695,8245.870833,11629.40417,42.08781775,25.34800995,50.69601989,24.34429208,5.587119256,5.6869773,79.44831014,0.160410508,21.94033695
2022,329,138189.7935,475.7923172,372.79674,351.8906006,2622.716667,3550.05,52.68956242,22.81983756,45.63967512,27.35512998,1.329315467,1.149425287,85.3425385,0,21.26286475
2022,335,2698942.66,8573.754047,5623.531701,4438.440535,41272.26667,53436.41667,65.39361363,38.40780515,76.81561031,37.17965749,19.79771104,19.88854982,79.34935371,3.576895543,23.41267151
2022,337,622554.0035,1981.000013,1228.950235,1064.516239,16359.23333,22808.56667,38.05520655,14.23475479,34.34002865,23.13053091,1.017065285,0.946484486,83.50716982,1.027736671,26.7382669
2022,340,991519.5767,3084.278603,2219.101574,1752.145649,17772.2,26219.13333,55.79048045,28.3135993,33.31011682,28.32525774,0.210201748,0.173928168,91.66053213,0.658310803,37.77836384
2022,341,712109.4221,2164.196282,1622.323044,1423.228932,12409.11667,18749.1,57.38598816,27.95422456,55.90844912,28.05455476,2.717629324,2.693689071,85.88172002,0.38904395,22.09993622
2022,342,1138355.117,3619.838201,2405.111269,1832.972135,28120.28333,35983.81667,40.48163751,31.91042833,63.82085666,31.65367063,6.18111074,6.112087483,80.94773399,0.905271406,26.79672127
2022,345,754571.1179,3023.875024,NULL,2139.572388,16970.43333,22867.31667,44.46386861,35.99733057,71.99466114,38.90576663,15.11421873,15.2124183,79.57507287,0.599041101,26.15549845
2022,350,153538.4242,433.7161795,438.5678811,358.7867794,10899.26667,18512.23333,14.08704171,6.888174937,13.77634987,8.256104658,0,0,95.25868239,0.073064776,30.56231565
2022,351,1097958.57,3198.764512,2877.647313,2409.325961,44430.23333,59202.83333,24.71196947,24.12799332,28.38587449,23.73646451,0.07039292,0.067253607,80.35374761,1.165134017,49.03140669
2022,352,79918.76765,321.1102502,NULL,185.1292206,4686.716667,9043.833333,17.05218671,17.09020512,34.18041025,27.67819251,0,0,84.28405122,0.775305097,51.58941653
2022,354,90796.54161,365.4590828,NULL,178.7214478,4458.483333,7554.216667,20.36489425,26.38455782,52.76911565,40.83896575,0.794947609,0.816993464,84.71306864,1.852598824,43.78883813
2022,360,51596.70572,177.3403106,76.4082737,59.66804621,6986.3,8813.333333,7.385412268,3.65737321,15.23905504,6.530656212,0.048884359,0.042354934,75.29364411,0.108909583,28.78168137
2022,361,74424.38693,245.8179325,134.0751535,104.198023,7140.95,9374.366667,10.4221969,5.021518551,20.92299396,9.390491418,0.128265213,0.140731805,85.48499166,0.118181063,27.3759917
2022,362,64493.77577,142.4507874,272.3598752,228.1816201,3772.216667,5277.916667,17.09704968,3.716205568,15.48418987,10.88236001,0.060422961,0.069905627,75.65884913,0.082076287,18.73564644
2022,363,142546.8644,405.697009,406.2583025,322.686097,12131.61667,18378.53333,11.75003038,4.542068173,18.92528406,9.215702838,0,0,73.65587868,0.081816018,24.41224966
2022,364,1262430.992,3864.74351,2999.051563,2324.677723,25273.38333,31829.63333,49.95100876,33.2770328,66.5540656,40.33916578,7.812613496,7.270615563,76.48868005,0.817264039,26.11094171
2022,371,180105.0907,593.1625195,341.8820748,244.9140755,5815.55,8921.933333,30.96957136,9.971182338,41.54659308,23.57212049,0.648209185,0.646311567,82.22171113,0.033409537,22.04628509
2022,373,455693.7879,1384.136516,1078.053975,882.647737,14183.72472,18906.62472,32.12793514,13.72570472,55.45936307,25.73894135,4.4070742,4.322429907,77.76435997,0.552689667,22.25434171
2022,375,704091.2025,1734.602036,2623.48338,2103.850238,19617.15,24626.1,35.89161537,27.74636321,55.49272642,29.52278785,2.259617508,2.197462086,70.33855405,0.380705373,25.86519317
2022,388,321120.9986,1286.215949,NULL,942.3750469,10433.92889,14456.39556,30.77661368,27.20492074,54.40984149,27.93848609,0.910207859,1.202103681,73.32208231,0.887101332,30.01922367
2022,391,70848.28155,284.628637,NULL,165.9273682,1252.35,2069.283333,56.57226937,29.89478192,59.78956385,36.53071716,5.527497194,5.681818182,90.36004646,0.08992013,23.62504052
2022,393,116780.5735,468.9910887,NULL,281.7531329,1582.033333,2029.966667,73.81675913,44.15060532,88.30121065,46.9879077,25.01593372,26.35046113,87.33660131,0.054488317,22.02036608
2022,394,231824.5654,929.0067834,NULL,657.7793457,7599.966667,11737.16667,30.50336608,24.66426264,49.32852527,27.92836193,1.1161133,1.321138211,71.90108514,2.369072619,28.79143999
2022,395,102455.6105,412.0096964,NULL,220.2450401,3739.6,6416.216667,27.39747848,23.11184137,46.22368274,22.62516935,5.538894947,5.833333333,79.33234106,1.626582351,28.54257842
2022,401,1005193.799,3105.762033,2296.335618,1817.416225,19548.88333,29367.91667,51.41949963,21.74460411,43.48920821,23.35442206,2.675161879,2.445074415,82.89144992,0.223785791,23.70068387
